tissue,num_non_tfs,num_tfs,mae,f1_005,f1_001,abs_time_saving,rel_time_saving,abs_emission_saving,rel_emission_saving,total_runtime
Breast,200,1,0.12301272597377909,0.756750842349335,0.36472873200117545,320506.9558029175,91.48943672250611,12.609472087862475,157.12200495380668,3541.926742076874
Breast,200,2,0.12140745854209482,0.7599745631726313,0.37076270197339856,320239.0247695446,85.05537519881315,12.596380216477387,135.20584713981472,3809.857775449753
Breast,200,3,0.121242454720876,0.7601983306809346,0.37153734145015,320582.0142943859,93.47020397678018,12.607707002710768,153.7616821557369,3466.868250608444
Breast,200,4,0.11858390248407134,0.7642085601930374,0.38333436954292294,320501.98349523544,91.36118000511476,12.60367773329717,146.60434503338027,3546.899049758911
Breast,200,5,0.1183588733993415,0.7627295122750385,0.3852836233889172,320322.42256855965,86.95890593061684,12.601764521540177,143.43410237152216,3726.4599764347076
Breast,200,6,0.11693730228059936,0.7656587636126109,0.391864882181776,320480.37927031517,90.80806646425931,12.60432471530363,147.70835836789374,3568.503274679184
Breast,200,7,0.11626063819964634,0.764459900342228,0.39555471041712775,320099.42095041275,82.04887546939756,12.613390184324784,165.13280123276604,3949.461594581604
Breast,200,8,0.1146163179869771,0.7670704131565012,0.4025934710078196,320506.4609720707,91.47665682194558,12.595940688630954,134.57564692339923,3542.4215729236603
Breast,200,9,0.11569187747263289,0.7645273769090571,0.3990288147640284,320522.6204099655,91.89585746504468,12.597562399998054,136.9305365133029,3526.262135028839
Breast,200,10,0.1148224829370123,0.7653499623820347,0.4015185325157009,320465.44311738014,90.42956887951085,12.595325693365552,133.70365645882694,3583.439427614212
Breast,200,20,0.10830484573030681,0.7679826830702999,0.4473860570859796,320426.32875299454,89.4531596081847,12.601534716924256,143.06250964039668,3622.553791999817
Breast,200,30,0.10330794865761435,0.7735551190680634,0.4850047827290935,320327.2734081745,87.07225037121928,12.59998408558933,140.6046099317833,3721.6091368198395
Breast,200,40,0.1005509013902731,0.7757897868410534,0.5062870631446613,319875.53295588493,77.64719336971369,12.608655984002159,155.5502552916375,4173.349589109421
Breast,200,50,0.09777927476894532,0.7765459555169102,0.5285089298121952,319888.6448750496,77.89191586001307,12.610630177056256,159.40770124470362,4160.237669944763
Breast,200,60,0.09471295032510291,0.7771800655402817,0.5539218355113991,320295.17716550827,86.32773480729581,12.597780819865957,137.25401672287825,3753.705379486084
Breast,200,70,0.09204385634914117,0.7763325229369685,0.576927128610203,319822.19999957085,76.66742866597878,12.607574301729281,153.51484936675317,4226.682545423508
Breast,200,80,0.09045462895312961,0.7757901901870821,0.5912742214427229,319727.9800789356,74.9956484994609,12.60765392455108,153.66285800570978,4320.902466058731
Breast,200,90,0.0883238737039391,0.7760198144477899,0.6068205891034953,319716.3988852501,74.79517708420445,12.598029273370255,137.62383984736417,4332.483659744263
Breast,200,100,0.08650101562176005,0.7753397219619178,0.6221863233040731,320018.0814316273,80.39317084397251,12.581710148270815,116.92977281578125,4030.8011133670807
Breast,200,200,0.07310282274258477,0.7638505555813062,0.7393639178426517,319399.8295586109,69.70212718463259,12.576620168999586,111.69146160183465,4649.052986383438
Breast,200,300,0.062292802760527954,0.7548903667768274,0.8032693726360132,318316.650308609,56.53101081426778,12.549105463728385,89.91661955152063,5732.2322363853455
Breast,200,400,0.052596305112243814,0.7499682919719723,0.8376162935503091,317301.09713864326,48.02299762526473,12.52271277597403,75.7508188979845,6747.7854063510895
Breast,200,500,0.04429694177287053,0.7462028080207888,0.8603937036107426,315974.80497193336,40.13447723442458,12.53257912985023,80.49130864569507,8074.077573060989
Breast,200,600,0.037059497452219835,0.7454429227282413,0.873604566644017,314910.205075264,35.45905669811924,12.51183704908529,71.13289958552639,9138.677469730377
Breast,200,700,0.03107485515444427,0.7462660902878799,0.8808054995844429,314398.6404180527,33.57935254705269,12.457063961535514,54.42368953910778,9650.24212694168
Breast,200,800,0.026080077300304694,0.7489631407227307,0.8840532560344762,313759.5523364544,31.49368092745624,12.434731625424519,49.66684546080705,10289.330208539963
