tissue,num_non_tfs,num_tfs,mae,f1_005,f1_001,abs_time_saving,rel_time_saving,abs_emission_saving,rel_emission_saving,total_runtime
Breast,1,-1,0.016057721192343683,0.8068427480203118,0.8761943264420651,322813.440987587,262.2939795104701,12.663209136783136,469.4918143448952,1235.4415574073792
Breast,2,-1,0.01610326322193215,0.8068567902626052,0.8748226927798591,322907.0302927494,283.7923049220203,12.664089658541018,485.3010002348074,1141.8522522449493
Breast,3,-1,0.018458501159060368,0.8004574832906081,0.7869957748839682,322845.20033979416,269.21464913664556,12.66109413351559,435.4212817714805,1203.6822052001953
Breast,4,-1,0.019738975461776647,0.7942229107432162,0.7659522140304853,322609.24157476425,225.0900670694309,12.66032670441834,424.2500761560837,1439.6409702301025
Breast,5,-1,0.019590670785240544,0.7965503428493053,0.7594020222834753,323022.24096012115,315.63973963222776,12.66482473005122,499.337710839852,1026.6415848731995
Breast,6,-1,0.01892563437131004,0.800400155324638,0.7897893315778842,322414.1841483116,198.2316023570955,12.652173874077386,333.3834220201195,1634.6983966827393
Breast,7,-1,0.019213057392555567,0.7964699723010759,0.7878195591505278,322926.38797807693,288.68637060301626,12.661895936230893,447.73905941786114,1122.4945669174194
Breast,8,-1,0.018924007768084873,0.796348698722292,0.796651340714312,322533.46704792976,213.83500642080517,12.653911185792863,349.32693519759647,1515.4154970645905
Breast,9,-1,0.018665241113049576,0.7988654471810821,0.7993146139344214,322733.74820899963,246.39983435600547,12.65600759088955,370.7205485536068,1315.1343359947205
Breast,10,-1,0.018761485904231788,0.7982513924655041,0.8039608317746727,322556.5309712887,217.1397733982652,12.65333090476231,343.8346847257103,1492.3515737056732
Breast,20,-1,0.01769786247080375,0.805959491100874,0.8312155402198124,322773.3600296974,254.0518718084386,12.654035019324004,350.5217911626118,1275.522515296936
Breast,30,-1,0.01789675433599956,0.8055551707802228,0.8253886869844526,322148.9087395668,170.55439481286618,12.638676322691474,246.11349386711316,1899.9738054275513
Breast,40,-1,0.017032399810161056,0.8073944065555738,0.8437170720086494,322467.83132076263,204.9578644755545,12.6463287570156,289.0049187629996,1581.05122423172
Breast,50,-1,0.01691049496690515,0.8096554555911477,0.8393541507996953,322286.855932951,183.90691737010857,12.639261606102469,248.93918775243225,1762.0266120433807
Breast,60,-1,0.016666137167171503,0.8121627040935541,0.8438510582156686,322213.38766121864,176.5457835972871,12.627657664365364,202.78034878547973,1835.494883775711
Breast,70,-1,0.0164483960430052,0.8146086588521246,0.8477500138375533,321862.4213371277,148.20701203346252,12.614299467247145,167.1100676982973,2186.4612078666687
Breast,80,-1,0.01624177909981213,0.8165724341015752,0.8496425410750702,321782.7802219391,142.9983453298332,12.607295476216093,152.99878830046765,2266.1023230552673
Breast,90,-1,0.016482412819210705,0.8131364106161406,0.8511703278589571,321865.33954668045,148.405084211861,12.604276081202507,147.624791242277,2183.542998313904
Breast,100,-1,0.016464194634231547,0.8146975467496547,0.8511328115910554,321273.7360329628,116.76820706225463,12.603526161165158,146.34808348614834,2775.146512031555
