tissue,num_non_tfs,num_tfs,mae,f1_005,f1_001,abs_time_saving,rel_time_saving,abs_emission_saving,rel_emission_saving,total_runtime
Breast,1,-1,0.11831348056412458,0.7501475779151155,0.11186121063548934,322355.42561888695,191.35348384080584,12.651846774558239,330.5430051720394,1693.4569261074066
Breast,2,-1,0.11644583930008247,0.7624108499941541,0.12728321476639107,322403.4136841297,196.9340716509928,12.64727130752932,295.34462513291356,1645.4688608646393
Breast,3,-1,0.115213498611435,0.778968681393063,0.15246360964942254,322592.417498827,222.48998243913599,12.648131087754239,301.3751365913918,1456.4650461673737
Breast,4,-1,0.11418218236827266,0.7808553923861191,0.13672802339583692,322577.13181614876,220.179189446823,12.649419645691932,310.8887744257435,1471.7507288455963
Breast,5,-1,0.11367980229736788,0.783507739676301,0.12994267235043364,322594.0782740116,222.74397251122616,12.653701726662295,347.3243233943932,1454.8042709827423
Breast,6,-1,0.11473422774113133,0.7798216965310266,0.1467902746195557,322552.89690589905,216.61229498229818,12.64908125969985,308.3327367083771,1495.9856390953064
Breast,7,-1,0.11431015683178902,0.7861553819545206,0.14194149031403303,322504.91540932655,209.88068661502683,12.647138701343325,294.43593904709303,1543.967135667801
Breast,8,-1,0.11358138259223131,0.7792668517666099,0.14994855054465459,322203.4482886791,175.59492105236035,12.639533267267657,250.27290838837226,1845.4342563152313
Breast,9,-1,0.11290127922645488,0.7826674235477344,0.13280696426763844,322639.9356188774,229.99367580017568,12.647669062401357,298.1042044676664,1408.9469261169434
Breast,10,-1,0.11351561356592998,0.7755075604126431,0.14773640971858068,322316.95877051353,187.103432217815,12.646273697919712,288.64298797807584,1731.9237744808197
Breast,20,-1,0.11227926458027614,0.7893018429475469,0.16278049603509365,321897.04111790657,150.59143228018857,12.630845709860832,213.66498545330646,2151.841427087784
Breast,30,-1,0.11198014435629934,0.7931311223203757,0.15461616503212716,322379.9871561527,194.16967936493305,12.63402505541525,225.74946712089542,1668.895388841629
Breast,40,-1,0.11191193497434895,0.7891920672394778,0.14510508748120163,321578.9260561466,131.19619070543524,12.615145795534662,168.99346342950523,2469.9564888477325
Breast,50,-1,0.11244240972212667,0.7902519870680097,0.1429100059206631,321501.1333808899,127.19026154951094,12.621588180378136,184.85231234351141,2547.7491641044617
Breast,60,-1,0.11096826248079424,0.7917953679204597,0.15543470778550286,321741.88619971275,140.4635439530528,12.610153882248333,158.45964516320043,2306.996345281601
Breast,70,-1,0.1119824965187635,0.7934934420469757,0.15847384967133465,321455.6160812378,124.95780401817355,12.601749542198256,143.40982206002846,2593.2664637565613
Breast,80,-1,0.11237705306003092,0.7914255241025999,0.13875403031538375,321052.49684762955,108.1465856781994,12.602856774007018,145.22698967763182,2996.385697364807
Breast,90,-1,0.11145263023982464,0.7909093559578997,0.1377599416271434,321189.9080862999,113.34444823720821,12.577278377319587,112.34227541315873,2858.974458694458
Breast,100,-1,0.11130715464219826,0.7920165870996968,0.15824581322736303,320822.65291166306,100.44197697433958,12.572562598674178,107.84025224619194,3226.229633331299
Kidney,1,-1,0.1256664856500517,0.6229491273912061,0.15282392026578073,273996.20056939125,216.34251968691024,5.716704963742551,214.5829974097884,1272.3738951683044
Kidney,2,-1,0.12659014244578626,0.637544634616731,0.16855563620121713,274206.0626077652,259.073414291165,5.7195311813631236,239.91593753887256,1062.5118567943573
Kidney,3,-1,0.12545782268048264,0.6586194569221443,0.16209526550582817,274446.4572892189,334.8288817229725,5.7235438175311435,288.2273402060512,822.1171753406525
Kidney,4,-1,0.12287894117836341,0.6664020750648457,0.16377654688674256,274427.89433312416,327.43556576573354,5.721277153823666,258.79019601658644,840.6801314353943
Kidney,5,-1,0.12413213509205541,0.6574942932890329,0.1622461436022639,274451.11284303665,336.7357772120769,5.723972353447836,294.56202110459355,817.4616215229034
Kidney,6,-1,0.1241123421014647,0.6658995347448561,0.15523925564909172,274516.1485192776,365.8414176047567,5.724319387132653,299.8996694756753,752.4259452819824
Kidney,7,-1,0.12388577897742287,0.6592247746271364,0.17191484314771985,274098.350774765,235.2273132608427,5.720086692168075,245.6153851672002,1170.2236897945404
Kidney,8,-1,0.1234442361134427,0.6597255744542566,0.16699371498450075,274086.46659851074,232.8624843557152,5.719404280794074,238.650877044086,1182.1078660488129
Kidney,9,-1,0.12269778738764556,0.6590336180966508,0.1630035063713333,273848.6604537964,193.86284829784134,5.712526587913175,185.60790282797083,1419.9140107631683
Kidney,10,-1,0.12389355578587041,0.6608327139897848,0.15834848395988504,273731.1526429653,179.04557525996233,5.709676874290066,169.95624318015876,1537.4218215942383
Kidney,20,-1,0.12380363001841443,0.6616189901100998,0.14396363024078127,273973.2104074955,212.50286586494917,5.716205159663811,210.64947992326907,1295.3640570640564
Kidney,30,-1,0.1232395419945784,0.6694156957463051,0.15870069605568446,273974.2663998604,212.6762414391185,5.714888835527008,200.94811666083163,1294.308064699173
Kidney,40,-1,0.12453012797617577,0.6705739717808032,0.16222042576125034,273170.1058821678,131.17593314207306,5.69899080204812,129.12510353497385,2098.468582391739
Kidney,50,-1,0.12305781687199774,0.6664598970287203,0.15993404781533388,273355.904463768,143.91848795173289,5.706966732118176,157.33828188811376,1912.6700007915497
Kidney,60,-1,0.12164468128390626,0.6712773597277297,0.1588641158693049,273247.3739185333,136.19062937903408,5.698502987123513,127.72433937379314,2021.2005460262299
Kidney,70,-1,0.12328178213739466,0.6657877471961011,0.16079173337214378,273035.4094455242,123.26387531516474,5.695974309454896,120.92437584693246,2233.1650190353394
Kidney,80,-1,0.12158957541192794,0.6686920933035378,0.17347375173741045,272738.5948956013,108.80268672600437,5.694492535146557,117.26595673889523,2529.9795689582825
Kidney,90,-1,0.12205145511492273,0.6675226647302827,0.159193376506271,272875.49776268005,115.02705878518897,5.6927905326557315,113.32778953657899,2393.0767018795013
Kidney,100,-1,0.12229370106856687,0.6720874110562066,0.17242673596073335,272607.7567059994,103.45262225456307,5.686210168123827,100.30418992377263,2660.8177585601807
Testis,1,-1,0.11837345417088545,0.7317118973899123,0.05922068752482238,330002.93736338615,196.87558002969354,13.084534813860042,313.8547317737285,1684.757933139801
Testis,2,-1,0.11977638400181681,0.7314017674469445,0.06368167755242352,328956.3593940735,121.43789967345404,13.062525141365077,205.63686065103897,2731.335902452469
Testis,3,-1,0.11687901482961939,0.7572234673575227,0.06124502032111384,329266.49467229843,136.99306533193624,13.067425531857257,222.73615260554465,2421.200624227524
Testis,4,-1,0.11769846200876469,0.7583041693971547,0.06815557944185677,330142.6751437187,214.68179213964527,13.084556405788831,314.01684887554563,1545.0201528072357
