tissue,num_non_tfs,num_tfs,mae,f1_005,f1_001,abs_time_saving,rel_time_saving,abs_emission_saving,rel_emission_saving,total_runtime,correlation,tp_001
Adipose_Tissue,1,-1,0.00893972378747209,0.8693944540124697,0.0,817550.1564948559,264.01797521695113,34.72712571178474,359.8952569235115,3108.343282699585,0.8351739693251353,0
Adipose_Tissue,2,-1,0.008960639949567507,0.8718044322213754,0.0,817443.8046307564,255.283459955665,34.729655920823234,369.55885583670766,3214.6951467990875,0.8315499694309729,0
Adipose_Tissue,3,-1,0.008786505747412923,0.8715162494199034,0.0,817617.3507494926,269.85145818398325,34.7406557771585,418.3999019645924,3041.1490280628204,0.8369940821929979,0
Adipose_Tissue,4,-1,0.008439145944153908,0.8762804257974974,0.0,817627.5653572083,270.760889535691,34.732661757573126,381.7356939003945,3030.9344203472137,0.835780185723615,0
Adipose_Tissue,5,-1,0.008325885679680747,0.8756152229338249,0.0,817584.813002348,266.99483707872247,34.72702162210854,359.50851992327694,3073.6867752075195,0.838771286991872,0
Adipose_Tissue,6,-1,0.008411139859517,0.8753878627507743,0.0,817694.2063724995,276.8479322518521,34.73311135312019,383.62636495167385,2964.2934050559998,0.8341133287144498,0
Adipose_Tissue,7,-1,0.008296009275992385,0.8759950885687019,0.0,817678.9015817642,275.42589498703404,34.72951434691265,369.0044584017904,2979.5981957912445,0.8412178901990454,0
Adipose_Tissue,8,-1,0.00838293239565008,0.8762017478909289,0.0,817678.5139288902,275.39006607871505,34.7300315135523,371.0377655545113,2979.9858486652374,0.8352670778825199,0
Adipose_Tissue,9,-1,0.008401960378191487,0.876625780498038,0.0,817220.1451601982,238.67767903716688,34.71310896456813,314.3576545470809,3438.354617357254,0.8349549984773711,0
Adipose_Tissue,10,-1,0.008474103989744925,0.8761545152272376,0.0,817617.0595622063,269.82562262310756,34.727759359615824,362.2675935748962,3041.4402153491974,0.8384779149834474,0
Adipose_Tissue,20,-1,0.008432613382857964,0.8752792661488055,0.0,817347.706099987,247.87364592899556,34.712379637978586,312.3015603957361,3310.7936775684357,0.8349504234637746,0
Adipose_Tissue,30,-1,0.00822880742559107,0.8767796477176627,0.0,817373.6493759155,249.8313163265662,34.719979615465874,335.1438972693593,3284.8504016399384,0.8422604870068074,0
Adipose_Tissue,40,-1,0.008298473139676818,0.8757480321807828,0.0,815964.4355332851,174.8289876473823,34.6794060717825,241.02776267231766,4694.064244270325,0.8334141576758813,0
Adipose_Tissue,50,-1,0.008303331162561546,0.8756898328413483,0.0,816015.7617020607,176.7617484408917,34.64184471951771,191.2957199222635,4642.738075494766,0.8379534524389378,0
Adipose_Tissue,60,-1,0.008236500653328356,0.8756216448606818,0.0,816063.790523529,178.60945152479454,34.63964642585431,189.01324530461332,4594.709254026413,0.8385823517661395,0
Adipose_Tissue,70,-1,0.008221325157753746,0.8772695083220736,0.0,814590.9712252617,135.25416365240054,34.587745332147485,147.4703906681122,6067.5285522937775,0.8373207775915769,0
Adipose_Tissue,80,-1,0.00831781711223459,0.8766298488639369,0.0,814637.5193049908,136.29981088910387,34.589475964010866,148.55914949027095,6020.980472564697,0.8367475441384818,0
Adipose_Tissue,90,-1,0.008250811228164047,0.8769256272375374,0.0,814568.1269402504,134.74684090780374,34.605492901951635,159.45442534511986,6090.372837305069,0.8391665817637687,0
Adipose_Tissue,100,-1,0.008235593081144195,0.8754496919201536,0.0,813232.8337557316,110.516483957891,34.575119809259945,139.98591630342122,7425.666021823883,0.8372742071492997,0
Adrenal_Gland,1,-1,0.01058126025026218,0.8464976943013901,0.0,180918.8659236431,139.16299829193338,7.405376502504328,195.66279575286782,1309.4596104621887,0.8194720729177762,0
Adrenal_Gland,2,-1,0.009983871552286845,0.8587983577545164,0.0,181092.60268878937,160.4514043947169,7.410887122847394,228.8068227729683,1135.7228453159332,0.8241206942581297,0
Adrenal_Gland,3,-1,0.009670176017719214,0.8609128771999145,0.0,181080.62936258316,158.77749709003876,7.411395945888654,232.44244485603758,1147.6961715221405,0.8231796041266541,0
Adrenal_Gland,4,-1,0.009862160085481044,0.8598344892456665,0.0,181214.95038080215,179.82316315939173,7.417395077012087,286.02681001262266,1013.3751533031464,0.829875144972113,0
Adrenal_Gland,5,-1,0.009583671720681789,0.8610706062622555,0.0,181166.6503624916,171.64225971030984,7.415797980179263,269.48797409549394,1061.6751716136932,0.8362285354233837,0
