tissue,num_non_tfs,num_tfs,mae,f1_005,f1_001,abs_time_saving,rel_time_saving,abs_emission_saving,rel_emission_saving,total_runtime,correlation,tp_001
Breast,1,-1,0.12642044332362062,0.8196391581299003,0.5676190854397077,320607.5968954563,190.3213768550981,11.956733049141677,312.43735861372465,1693.4569261074066,0.8738921058420233,57174
Breast,2,-1,0.10138626814327034,0.8369249820478626,0.5668232126524781,320655.5849606991,195.87186454090977,11.952157582112758,279.1669861816028,1645.4688608646393,0.8767326942436277,55157
Breast,3,-1,0.08625490415495388,0.8541411505252032,0.5843434398338896,320844.58877539635,221.2899339188986,11.953017362337677,284.86717357536145,1456.4650461673737,0.8773254633923053,53752
Breast,4,-1,0.09267678847353306,0.8529502929502929,0.5880134246319136,320829.3030927181,218.99160469542858,11.95430592027537,293.85969748076184,1471.7507288455963,0.8784907170722258,56591
Breast,5,-1,0.0780124246463831,0.857411073479435,0.5798486312749069,320846.249550581,221.54255403982592,11.958588001245733,328.2994723399543,1454.8042709827423,0.879377575314169,53400
Breast,6,-1,0.09395142699456392,0.8525383849657627,0.5834466484304316,320805.0681824684,215.44394905854477,11.953967534283288,291.4436679159693,1495.9856390953064,0.8782251246098862,55136
Breast,7,-1,0.07121417794129854,0.8576291098075217,0.5693878121766367,320757.0866858959,208.74864909748302,11.952024975926763,278.30807379797807,1543.967135667801,0.878853997869334,50899
Breast,8,-1,0.0802020213431074,0.8572644999453429,0.5789698249555773,320455.6195652485,174.64781133146434,11.944419541851095,236.5640936456646,1845.4342563152313,0.8809242176414585,53599
Breast,9,-1,0.0779457548767444,0.8561271893124044,0.576621769084187,320892.1068954468,228.7531544639692,11.952555336984796,281.7754082771981,1408.9469261169434,0.8811247480903401,53106
Breast,10,-1,0.08271961368041016,0.8524908106202017,0.5827681405156298,320569.1300470829,186.09424881772304,11.95115997250315,272.83243431306363,1731.9237744808197,0.8805532792263993,53617
Breast,20,-1,0.07212310950747029,0.8631745253466263,0.5942320445563505,320149.21239447594,149.77918436013803,11.93573198444427,201.9613866840887,2151.841427087784,0.880796306998194,55107
Breast,30,-1,0.07948973507640783,0.8618810964316582,0.59480464625132,320632.1584327221,193.12238261097426,11.938911329998689,213.38393525828207,1668.895388841629,0.8811548949808925,56328
Breast,40,-1,0.08234712694678313,0.8612302464610547,0.5953732501834964,319831.097332716,130.48855527488317,11.9200320701181,159.73676801727714,2469.9564888477325,0.881647876558792,56375
Breast,50,-1,0.07672236755306044,0.8622381570446596,0.5903297787885939,319753.30465745926,126.50423297650383,11.926474454961575,174.72694111976747,2547.7491641044617,0.8803302195648867,55027
Breast,60,-1,0.07437755361088126,0.8635896557629731,0.5912105460411609,319994.0574762821,139.70592302010016,11.915040156831772,149.77994453668856,2306.996345281601,0.8828416533505176,54423
Breast,70,-1,0.07359700262486205,0.8643546596053643,0.5937972727811065,319707.78735780716,124.2838166945189,11.906635816781694,135.55448248066494,2593.2664637565613,0.8812987777239183,55151
Breast,80,-1,0.07253612603261733,0.8638149739207721,0.5918801442707852,319304.6681241989,107.5632733479584,11.907743048590456,137.27211389841915,2996.385697364807,0.8804384931500702,54400
Breast,90,-1,0.07655341432172841,0.8628721990346725,0.5907468342879227,319442.07936286926,112.73310009517941,11.882164651903025,106.18867512405615,2858.974458694458,0.8820839329406466,55026
Breast,100,-1,0.08295751140167379,0.8620517411635422,0.5953169147724877,319074.8241882324,99.90022114103708,11.877448873257617,101.93325236606191,3226.229633331299,0.8819531443616454,56467
Kidney,1,-1,0.18278966637879343,0.7790349372591259,0.34021959082550457,272087.693901062,214.84256226435025,6.212060297576985,233.0900705671936,1272.3738951683044,0.8404968072131921,22109
Kidney,2,-1,0.21306282912451718,0.7742883556891552,0.3370621576436368,272297.55593943596,257.27719276561214,6.214886515197558,260.60789291863665,1062.5118567943573,0.8406018486814049,24798
