tissue,num_non_tfs,num_tfs,mae,f1_005,f1_001,abs_time_saving,rel_time_saving,abs_emission_saving,rel_emission_saving,total_runtime,correlation,tp_001
Bladder,1,-1,0.01611437462748428,0.8963195832618581,0.6750641086522937,3395162.765149355,224.59608507433384,139.8685601132004,401.3935295029847,15184.356935501099,0.9961269175674095,28431
Bladder,2,-1,0.015179507280269637,0.899762939690009,0.7203400881516835,3395672.2461543083,232.3935914841885,139.86249540440826,394.5438201473807,14674.875930547714,0.9967625178317892,27620
Bladder,3,-1,0.015033518187097843,0.9010917501600314,0.7237663074305162,3397253.129724741,260.451283939415,139.88232873934112,417.86346725363984,13093.992360115051,0.99682166641877,28072
Bladder,4,-1,0.014790149184357528,0.8985352731226678,0.7367527395739456,3398825.349379301,295.9915291889619,139.9188093383313,468.83306109371244,11521.772705554962,0.996972423120219,28204
Bladder,5,-1,0.014889195644506439,0.8994950369446378,0.7431871882383828,3400164.6200499535,334.92231186354843,139.95520759080262,533.7968503377128,10182.502034902573,0.9969486718572356,28308
Bladder,6,-1,0.0147588023147501,0.9020588841937138,0.7460492755909652,3399905.317335844,326.6051419327242,139.9309520719903,488.67344244087604,10441.804749011993,0.9970071697795835,28373
Bladder,7,-1,0.014421206872576418,0.9021768789445521,0.7476942379306203,3399901.207082987,326.4766295221247,139.92434218254033,477.6697795103345,10445.915001869202,0.9971669237921547,28009
Bladder,8,-1,0.014604449274559757,0.9003762248463543,0.7417476238678042,3398095.713479519,278.36367490014084,139.93044200819492,487.80630642375974,12251.408605337143,0.9970968110969007,28212
Bladder,9,-1,0.014506518229694667,0.9036256737755894,0.7507115657044825,3392604.6538746357,192.2137935758209,139.84840077128817,379.4933598815137,17742.468210220337,0.9971400934667846,28881
Bladder,10,-1,0.014294225982979178,0.9041667474278303,0.7620303756994404,3393949.5686655045,207.97902192287623,139.81954781663256,352.0055249748347,16397.553419351578,0.9972349750603688,28599
Bladder,20,-1,0.014263656415822609,0.9022986378116136,0.7598032699720856,3392616.767796755,192.34511993781945,139.7112539049553,276.7637125876614,17730.354288101196,0.9972588879933405,28580
Bladder,30,-1,0.014093604141920905,0.9053725325434177,0.7684646641701857,3397420.704735756,263.82771265870286,139.79144746381428,328.8100677017504,12926.417349100113,0.9973307561534785,28935
Bladder,40,-1,0.014019375367743196,0.9055538400458776,0.7682591395839453,3394868.9716756344,220.3329875934674,139.65887785638466,250.8325303782246,15478.15040922165,0.9973629766219375,28769
Bladder,50,-1,0.013982339632989676,0.9033402180088245,0.7708613909389646,3394521.0197179317,215.4887566765839,139.6172214761273,233.43722417419988,15826.102366924286,0.997378963362537,28619
Bladder,60,-1,0.013939340250199422,0.9059748505667303,0.7742992996383045,3393359.6913921833,200.75708821321976,139.56407217661325,214.46088924490476,16987.43069267273,0.9973980711562491,28579
Bladder,70,-1,0.013881925614924453,0.905325768311475,0.7768414523979668,3389087.058436632,160.41095541921229,139.41514687363986,174.6738914689838,21260.063648223877,0.9974195472808871,28808
Bladder,80,-1,0.013867390686898363,0.9061794539927159,0.7754530898914199,3388614.7996423244,156.92511148327995,139.44371193215264,181.11889951172546,21732.322442531586,0.9974257024426496,28817
Bladder,90,-1,0.013895161455139138,0.9045823819890617,0.7745503718728871,3387948.5018827915,152.25701812518432,139.41072579952413,173.71714897513087,22398.620202064514,0.9974136705122464,28639
Bladder,100,-1,0.01383753980079646,0.9062914908324596,0.7765207939127984,3382990.0888421535,124.66070760778015,139.27136119228982,148.13939859368958,27357.033242702484,0.9974380604723202,28932
Cervix_Uteri,1,-1,0.016952087954061314,0.8708870263827231,0.6698316378130763,3230091.851223707,226.75381229324097,136.60382647831165,505.853218555289,14308.027928352356,0.995465569819327,28148
Cervix_Uteri,2,-1,0.01579298997568635,0.8829873903644755,0.7426434640134247,3231013.301721096,242.36216433094202,136.55743924716776,431.82337054686207,13386.577430963516,0.9964666324070441,28102
Cervix_Uteri,3,-1,0.015465222467044432,0.8864166687201807,0.7370102681044589,3232651.1029634476,276.1479006040507,136.5831743208586,469.981786120756,11748.776188611984,0.9966023094898409,28603
Cervix_Uteri,4,-1,0.015425340831569542,0.8895882637667906,0.7511236403287147,3232696.355199814,277.2156396988031,136.5782987287802,462.2432867836187,11703.523952245712,0.9966569787449376,28243
Cervix_Uteri,5,-1,0.015437846938174966,0.8889325573196317,0.7578930709782924,3233326.675192356,292.99558564610317,136.57598281056718,458.6560609821368,11073.203959703445,0.9966646315691917,28734
Cervix_Uteri,6,-1,0.015082523474624687,0.8896094144104248,0.7612158233867835,3234871.7847054005,340.5087866535233,136.61727303941237,532.3062250943779,9528.094446659088,0.9968234225593157,28412
Cervix_Uteri,7,-1,0.015073467905408214,0.8909562644673709,0.7658974154222896,3234969.656871319,344.0427789043817,136.6064674612777,510.8392164957776,9430.222280740738,0.9968333206497249,28774
Cervix_Uteri,8,-1,0.014991708445166927,0.8912378271059083,0.7646979612722523,3230724.2106466293,237.23885072702663,136.53755297750135,406.3306162014704,13675.668505430222,0.996907525888571,28394
Cervix_Uteri,9,-1,0.014844884724931975,0.8921826264688877,0.7640917458312618,3233587.9972219467,300.07725760636373,136.6058239861681,509.61534385838337,10811.881930112839,0.9969806388856322,28433
Cervix_Uteri,10,-1,0.014950442966910116,0.8892070029319228,0.7590235650185692,3232577.98283267,274.43988608078473,136.5818142481109,467.7971531314239,11821.896319389343,0.9969481405783734,28715
Cervix_Uteri,20,-1,0.014617137875051407,0.8927540579467683,0.7758846304315566,3231179.0113334656,245.39991804388958,136.4822953615412,349.06932648619335,13220.867818593979,0.9970954917086339,28757
Cervix_Uteri,30,-1,0.014435874379425789,0.8949889929193544,0.7808980448618755,3231797.0848219395,257.43496197490873,136.43582425361728,312.0828953164214,12602.794330120087,0.9971922442051742,29017
Cervix_Uteri,40,-1,0.014324096908999825,0.8944870080170702,0.7819915425431626,3229472.3821384907,217.3438638911096,136.3301009109011,251.4655294172619,14927.497013568878,0.9972402945979622,29033
Cervix_Uteri,50,-1,0.014206798546575455,0.8968060680448057,0.7830618892508143,3228754.7764189243,207.37478906294746,136.27072313639172,226.73164828571848,15645.102733135223,0.9972873467106655,28848
Cervix_Uteri,60,-1,0.014151639700247971,0.8972858354537744,0.7856874631189313,3227974.5247809887,197.52388933941393,136.20350195335294,204.01434627414633,16425.35437107086,0.9973141143825891,29292
Cervix_Uteri,70,-1,0.014171293871445253,0.897772417433791,0.7876733602517184,3223754.1436691284,157.1462485235446,136.04894380846864,165.81512610336245,20645.735482931137,0.9973069972832027,29164
