,total_edges,signif_edges,Weighted degree per TF,#(total edges)/#(signif. edges) per TF
ENSG00000028839,100.0,53.0,77.2864262599419,1.8867924528301887
ENSG00000211460,180.0,81.0,100.87119540546412,2.2222222222222223
ENSG00000114503,103.0,35.0,46.990740798253114,2.942857142857143
ENSG00000137871,118.0,69.0,107.95124642579799,1.710144927536232
ENSG00000204859,112.0,55.0,90.45675608682906,2.036363636363636
ENSG00000154957,114.0,21.0,20.742178098499384,5.428571428571429
ENSG00000102908,72.0,29.0,44.246656009991824,2.4827586206896552
ENSG00000078403,112.0,64.0,84.24622140721989,1.75
ENSG00000173875,73.0,13.0,19.723027999338914,5.615384615384615
ENSG00000136327,109.0,22.0,32.154051312210484,4.954545454545454
ENSG00000102974,124.0,60.0,68.8008038700176,2.066666666666667
ENSG00000186280,101.0,56.0,82.32699498899031,1.8035714285714286
ENSG00000106290,127.0,35.0,69.50742069077947,3.6285714285714286
ENSG00000117505,105.0,43.0,44.73187613300559,2.441860465116279
ENSG00000080802,97.0,29.0,41.38626537606791,3.3448275862068964
ENSG00000187626,89.0,22.0,19.80139218479494,4.045454545454546
ENSG00000185278,90.0,24.0,38.69918095319397,3.75
ENSG00000099246,101.0,60.0,92.73908444070054,1.6833333333333333
ENSG00000136942,118.0,27.0,47.092279665022666,4.37037037037037
ENSG00000126746,59.0,12.0,21.07342818260977,4.916666666666667
ENSG00000109133,155.0,80.0,112.42350033758541,1.9375
ENSG00000101199,88.0,11.0,25.953992322736443,8.0
ENSG00000177463,96.0,25.0,31.41091098108887,3.84
ENSG00000260428,82.0,3.0,13.039480797674207,27.333333333333332
ENSG00000183309,74.0,16.0,22.170082543317896,4.625
ENSG00000118217,100.0,49.0,70.05054181675807,2.0408163265306123
ENSG00000064961,105.0,10.0,23.578075857469425,10.5
ENSG00000115966,128.0,63.0,84.57563055399221,2.0317460317460316
ENSG00000104903,79.0,35.0,49.186727093631795,2.257142857142857
ENSG00000170448,107.0,47.0,79.07493316325315,2.276595744680851
ENSG00000139687,134.0,59.0,72.87945395301752,2.2711864406779663
ENSG00000132005,105.0,43.0,74.53555058402871,2.441860465116279
ENSG00000124782,62.0,8.0,15.28151719341317,7.75
ENSG00000243943,76.0,21.0,20.96056170267552,3.619047619047619
ENSG00000147601,112.0,53.0,68.40170132264646,2.1132075471698113
ENSG00000084676,89.0,17.0,28.352572265384755,5.235294117647059
ENSG00000154832,111.0,41.0,57.47199199718258,2.707317073170732
ENSG00000186130,96.0,34.0,47.952759151589234,2.823529411764706
ENSG00000137309,119.0,27.0,47.77118151091924,4.407407407407407
ENSG00000074219,71.0,18.0,24.239330099545413,3.9444444444444446
ENSG00000177683,85.0,29.0,49.957546899902,2.9310344827586206
ENSG00000118260,105.0,41.0,60.950308419293755,2.5609756097560976
ENSG00000160917,95.0,25.0,31.70956516974535,3.8
ENSG00000115112,66.0,18.0,32.02045509923086,3.6666666666666665
ENSG00000105419,41.0,10.0,17.110384257897604,4.1
ENSG00000048405,101.0,47.0,75.37344723217883,2.148936170212766
ENSG00000068784,75.0,29.0,50.1003465047733,2.586206896551724
ENSG00000101115,50.0,6.0,11.41787887125981,8.333333333333334
ENSG00000106462,81.0,45.0,59.38176346058576,1.8
ENSG00000242441,111.0,61.0,81.49639209053355,1.819672131147541
ENSG00000178338,71.0,20.0,24.10589707840395,3.55
ENSG00000010244,97.0,60.0,77.41886618661218,1.6166666666666667
ENSG00000163577,66.0,15.0,20.07994071694793,4.4
ENSG00000065978,105.0,19.0,28.499375046594658,5.526315789473684
ENSG00000122729,77.0,32.0,30.567179629239796,2.40625
ENSG00000126705,62.0,22.0,32.9383062810376,2.8181818181818183
ENSG00000167157,70.0,23.0,22.452546871936637,3.0434782608695654
ENSG00000171940,60.0,22.0,29.436111785878307,2.727272727272727
ENSG00000130700,88.0,24.0,40.27960094633501,3.6666666666666665
ENSG00000135097,53.0,26.0,37.955018933860906,2.0384615384615383
ENSG00000130726,127.0,35.0,39.730704100690645,3.6285714285714286
ENSG00000162702,129.0,65.0,69.54131932211546,1.9846153846153847
ENSG00000140262,141.0,61.0,94.27035229460503,2.3114754098360657
ENSG00000137492,115.0,67.0,79.9920968016209,1.7164179104477613
ENSG00000119559,160.0,54.0,85.57252311942607,2.962962962962963
ENSG00000065970,97.0,52.0,68.29895817427976,1.8653846153846154
ENSG00000064490,103.0,32.0,45.640968030495166,3.21875
ENSG00000105698,105.0,52.0,67.92026573145368,2.019230769230769
ENSG00000141646,103.0,62.0,78.12489944048168,1.6612903225806452
ENSG00000143365,100.0,13.0,24.301132078090745,7.6923076923076925
ENSG00000087088,92.0,57.0,50.093791905174996,1.6140350877192982
ENSG00000140382,134.0,55.0,65.72191252383718,2.4363636363636365
ENSG00000140307,118.0,69.0,97.9788221095189,1.710144927536232
ENSG00000182983,63.0,14.0,24.66257555662474,4.5
ENSG00000166716,127.0,59.0,68.36959824353804,2.152542372881356
ENSG00000089009,98.0,20.0,35.317069218191065,4.9
ENSG00000116478,129.0,68.0,85.46007428380045,1.8970588235294117
ENSG00000143799,151.0,45.0,44.66786225834568,3.3555555555555556
ENSG00000167685,55.0,11.0,17.486476186317205,5.0
ENSG00000169188,128.0,82.0,95.30219200618504,1.5609756097560976
ENSG00000126432,116.0,37.0,56.84053851383624,3.135135135135135
ENSG00000188786,94.0,46.0,48.43257738936653,2.0434782608695654
ENSG00000181638,132.0,50.0,64.61917029544698,2.64
ENSG00000198146,134.0,38.0,64.93841557721181,3.526315789473684
ENSG00000089050,77.0,20.0,25.303525879931524,3.85
ENSG00000140044,63.0,28.0,36.17742446027928,2.25
ENSG00000079432,107.0,41.0,65.98442060529203,2.6097560975609757
ENSG00000054598,41.0,9.0,12.704975678410026,4.555555555555555
ENSG00000141905,73.0,18.0,24.24879875285016,4.055555555555555
ENSG00000101076,33.0,4.0,8.775764426788681,8.25
ENSG00000081059,78.0,13.0,26.076028442300625,6.0
ENSG00000154727,109.0,62.0,82.58862061232793,1.7580645161290323
ENSG00000187109,89.0,28.0,33.290819274940915,3.1785714285714284
ENSG00000167393,90.0,16.0,27.331136294159275,5.625
ENSG00000099364,88.0,23.0,31.299768153795917,3.8260869565217392
ENSG00000160741,92.0,37.0,38.959506048751294,2.4864864864864864
ENSG00000148843,72.0,19.0,27.319685243481448,3.789473684210526
ENSG00000079616,186.0,62.0,80.72140271843871,3.0
ENSG00000173473,93.0,25.0,34.165503670005776,3.72
ENSG00000106571,61.0,4.0,12.49588062302548,15.25
ENSG00000196712,97.0,27.0,42.26927896248913,3.5925925925925926
ENSG00000033050,104.0,22.0,34.83013960700906,4.7272727272727275
ENSG00000104980,91.0,39.0,42.059886109768385,2.3333333333333335
ENSG00000163795,100.0,12.0,20.45900733947426,8.333333333333334
ENSG00000111269,127.0,38.0,46.78236230952414,3.3421052631578947
ENSG00000101126,110.0,70.0,77.8320671013508,1.5714285714285714
ENSG00000165304,94.0,11.0,23.848025657180997,8.545454545454545
ENSG00000175387,109.0,30.0,40.805745692251854,3.6333333333333333
ENSG00000175213,114.0,23.0,30.897132137445166,4.956521739130435
ENSG00000171425,75.0,43.0,51.363094080556095,1.744186046511628
ENSG00000175550,87.0,34.0,62.05553385690212,2.5588235294117645
ENSG00000164164,105.0,34.0,29.642203084534916,3.088235294117647
ENSG00000169594,67.0,25.0,31.49243719758984,2.68
ENSG00000001497,84.0,9.0,14.063997604097958,9.333333333333334
ENSG00000100393,89.0,21.0,20.689098773545457,4.238095238095238
ENSG00000169375,119.0,63.0,74.66894996408398,1.8888888888888888
ENSG00000130816,118.0,45.0,57.1136483760776,2.6222222222222222
ENSG00000184271,60.0,17.0,26.763952052408648,3.5294117647058822
ENSG00000172845,92.0,61.0,82.36011901705412,1.5081967213114753
ENSG00000168813,133.0,45.0,67.68717631648117,2.9555555555555557
ENSG00000156853,120.0,80.0,74.9004376362519,1.5
ENSG00000172059,66.0,16.0,22.22958574127977,4.125
ENSG00000100714,48.0,14.0,15.66708024903785,3.4285714285714284
ENSG00000176371,50.0,8.0,11.909671046040089,6.25
ENSG00000198081,60.0,23.0,26.738733983079403,2.608695652173913
ENSG00000204435,127.0,65.0,64.66312755202296,1.9538461538461538
ENSG00000113580,92.0,26.0,31.68835921219851,3.5384615384615383
ENSG00000012048,110.0,52.0,71.00493121022015,2.1153846153846154
ENSG00000162599,78.0,39.0,39.70495995209874,2.0
ENSG00000198034,88.0,25.0,31.843652690418587,3.52
ENSG00000153207,135.0,66.0,72.18817115192415,2.0454545454545454
ENSG00000187098,35.0,11.0,12.679193169402682,3.1818181818181817
ENSG00000139793,102.0,41.0,39.52501128945431,2.4878048780487805
ENSG00000198815,93.0,25.0,33.87960455066891,3.72
ENSG00000181220,100.0,65.0,68.35079964702963,1.5384615384615385
ENSG00000265241,76.0,27.0,35.59721152987675,2.814814814814815
ENSG00000103495,97.0,12.0,16.040142623076484,8.083333333333334
ENSG00000100151,67.0,13.0,14.602563416011497,5.153846153846154
ENSG00000174953,114.0,26.0,35.50859760359114,4.384615384615385
ENSG00000165512,89.0,26.0,38.029231132615344,3.423076923076923
ENSG00000092199,110.0,27.0,37.92742955354211,4.074074074074074
ENSG00000122359,55.0,32.0,36.878556699506895,1.71875
ENSG00000169554,98.0,43.0,50.493509077881335,2.2790697674418605
ENSG00000196628,50.0,15.0,16.027231327607243,3.3333333333333335
ENSG00000143889,121.0,55.0,77.11672314717603,2.2
ENSG00000115297,57.0,8.0,12.207868968843371,7.125
ENSG00000124831,102.0,39.0,38.09971387942232,2.6153846153846154
ENSG00000169297,59.0,14.0,24.093540845875268,4.214285714285714
ENSG00000140464,42.0,20.0,19.109591622235964,2.1
ENSG00000189403,100.0,40.0,49.602880113187254,2.5
ENSG00000109787,50.0,12.0,16.336037991428114,4.166666666666667
ENSG00000136936,94.0,26.0,33.15321218567955,3.6153846153846154
ENSG00000204438,127.0,56.0,58.97688104469107,2.267857142857143
ENSG00000102038,109.0,40.0,52.73001323944664,2.725
ENSG00000139651,103.0,48.0,51.65765753409148,2.1458333333333335
ENSG00000069248,133.0,52.0,65.32073214346697,2.5576923076923075
ENSG00000213676,117.0,35.0,42.360436255917044,3.342857142857143
ENSG00000185630,60.0,15.0,20.436611596414032,4.0
ENSG00000088876,61.0,9.0,13.211271197088482,6.777777777777778
ENSG00000139154,116.0,49.0,51.0296837029457,2.36734693877551
ENSG00000025156,90.0,23.0,31.04567957966093,3.9130434782608696
ENSG00000066697,100.0,22.0,28.263745680305515,4.545454545454546
ENSG00000157212,107.0,53.0,51.70937081801771,2.018867924528302
ENSG00000119541,84.0,8.0,16.55433226759478,10.5
ENSG00000116918,85.0,28.0,25.73993774615254,3.0357142857142856
ENSG00000168286,114.0,54.0,68.53861558514565,2.111111111111111
ENSG00000066422,150.0,56.0,53.34782766392918,2.6785714285714284
ENSG00000143621,146.0,40.0,69.6847303313972,3.65
ENSG00000143032,70.0,21.0,30.37495873679514,3.3333333333333335
ENSG00000111206,107.0,39.0,40.95707621194287,2.7435897435897436
ENSG00000126351,90.0,22.0,28.332152160869388,4.090909090909091
ENSG00000167380,44.0,6.0,9.974042098024091,7.333333333333333
ENSG00000197343,102.0,43.0,52.22623812345781,2.372093023255814
ENSG00000097007,90.0,48.0,45.38033799075887,1.875
ENSG00000100281,95.0,34.0,36.87631209341158,2.7941176470588234
ENSG00000088038,90.0,14.0,21.23022370602255,6.428571428571429
ENSG00000006459,113.0,40.0,57.78024134851107,2.825
ENSG00000128191,91.0,20.0,29.06455312217261,4.55
ENSG00000175792,144.0,33.0,51.41748894951952,4.363636363636363
ENSG00000071564,89.0,31.0,42.43785272546488,2.870967741935484
ENSG00000143476,125.0,60.0,68.86549794164834,2.0833333333333335
ENSG00000114439,127.0,21.0,34.97193617785173,6.0476190476190474
ENSG00000137106,68.0,16.0,14.367685798851248,4.25
ENSG00000164654,89.0,41.0,41.63988462012472,2.1707317073170733
ENSG00000167395,86.0,24.0,28.61800703768319,3.5833333333333335
ENSG00000171222,48.0,11.0,20.115505874203443,4.363636363636363
ENSG00000227059,69.0,11.0,16.681128522589862,6.2727272727272725
ENSG00000089094,63.0,16.0,24.913382894132685,3.9375
ENSG00000163541,172.0,44.0,75.13273321008788,3.909090909090909
ENSG00000109118,55.0,19.0,24.26036025257721,2.8947368421052633
ENSG00000148229,112.0,20.0,20.828582509479443,5.6
ENSG00000198393,72.0,14.0,17.826647325790848,5.142857142857143
ENSG00000119725,81.0,18.0,22.402094382411224,4.5
ENSG00000118263,49.0,29.0,36.551002242833306,1.6896551724137931
ENSG00000011590,142.0,42.0,65.75665544831284,3.380952380952381
ENSG00000116809,120.0,45.0,44.84163741971682,2.6666666666666665
ENSG00000137166,86.0,16.0,27.733689945007914,5.375
ENSG00000136574,79.0,28.0,26.69369206035024,2.8214285714285716
ENSG00000147140,78.0,43.0,32.66928414075616,1.813953488372093
ENSG00000141644,115.0,65.0,69.36302926254844,1.7692307692307692
ENSG00000153560,101.0,46.0,45.96175504822918,2.1956521739130435
ENSG00000112200,42.0,21.0,36.083376961074734,2.0
ENSG00000188171,60.0,15.0,17.113329957361458,4.0
ENSG00000215421,84.0,29.0,39.133420791769446,2.896551724137931
ENSG00000161057,111.0,42.0,63.03498311948639,2.642857142857143
ENSG00000127483,82.0,21.0,26.57491694067554,3.9047619047619047
ENSG00000169155,80.0,13.0,20.73168248359569,6.153846153846154
ENSG00000171872,55.0,15.0,22.155808645468404,3.6666666666666665
ENSG00000115350,82.0,24.0,33.57472498704392,3.4166666666666665
ENSG00000105722,66.0,20.0,18.16734912258709,3.3
ENSG00000104852,64.0,15.0,15.496088331288089,4.266666666666667
ENSG00000163159,121.0,27.0,39.31021195628862,4.481481481481482
ENSG00000101751,104.0,21.0,24.73588503158881,4.9523809523809526
ENSG00000180626,51.0,10.0,15.273376098696907,5.1
ENSG00000198517,54.0,9.0,16.76579189605717,6.0
ENSG00000273841,71.0,19.0,20.131049169962676,3.736842105263158
ENSG00000153944,67.0,14.0,22.182627160729737,4.785714285714286
ENSG00000165821,58.0,18.0,27.451284748637768,3.2222222222222223
ENSG00000197724,65.0,7.0,13.810491101277014,9.285714285714286
ENSG00000141994,84.0,18.0,23.325678423716248,4.666666666666667
ENSG00000186660,91.0,40.0,33.62634965931846,2.275
ENSG00000170100,57.0,8.0,14.607160114017873,7.125
ENSG00000012817,53.0,29.0,26.05919258337896,1.8275862068965518
ENSG00000177485,89.0,45.0,53.54466359454145,1.9777777777777779
ENSG00000111669,102.0,8.0,15.13974982658155,12.75
ENSG00000166925,87.0,29.0,39.3558951329249,3.0
ENSG00000180884,63.0,13.0,14.49146995579619,4.846153846153846
ENSG00000124535,104.0,36.0,36.362677806505666,2.888888888888889
ENSG00000009950,49.0,5.0,11.944914738829745,9.8
ENSG00000123576,62.0,16.0,18.006126955821145,3.875
ENSG00000178177,85.0,41.0,46.15437164335809,2.073170731707317
ENSG00000100320,86.0,44.0,55.922191417854535,1.9545454545454546
ENSG00000071794,70.0,30.0,25.845455336490133,2.3333333333333335
ENSG00000136870,53.0,6.0,7.149424057302113,8.833333333333334
ENSG00000198546,97.0,23.0,29.626103923898302,4.217391304347826
ENSG00000234616,167.0,55.0,66.065088184307,3.036363636363636
ENSG00000197024,109.0,9.0,16.122628118727576,12.11111111111111
ENSG00000185591,109.0,25.0,30.09854544727205,4.36
ENSG00000100335,53.0,12.0,17.51320408903495,4.416666666666667
ENSG00000172262,170.0,87.0,98.22195896761397,1.9540229885057472
ENSG00000171970,49.0,7.0,10.03137090297899,7.0
ENSG00000125817,99.0,30.0,29.151931182366226,3.3
ENSG00000257923,86.0,12.0,15.715418311455016,7.166666666666667
ENSG00000100902,73.0,38.0,45.46474013714107,1.9210526315789473
ENSG00000177426,76.0,11.0,15.274523429231616,6.909090909090909
ENSG00000149929,103.0,30.0,41.75236743661994,3.433333333333333
ENSG00000140948,143.0,32.0,35.08435620434654,4.46875
ENSG00000120690,88.0,37.0,38.247168591026806,2.3783783783783785
ENSG00000198182,20.0,2.0,5.75791115528444,10.0
ENSG00000082258,97.0,26.0,35.125608210252885,3.730769230769231
ENSG00000082641,106.0,35.0,43.95258495639231,3.0285714285714285
ENSG00000171161,115.0,49.0,53.143316469667916,2.3469387755102042
ENSG00000130856,66.0,36.0,51.82391771504192,1.8333333333333333
ENSG00000179361,107.0,48.0,56.50881180755261,2.2291666666666665
ENSG00000095794,100.0,59.0,68.42077645543198,1.694915254237288
ENSG00000197483,74.0,15.0,18.884454397957718,4.933333333333334
ENSG00000165819,71.0,18.0,21.0173893453119,3.9444444444444446
ENSG00000162664,82.0,21.0,27.660276080723598,3.9047619047619047
ENSG00000205189,90.0,18.0,27.556652192908246,5.0
ENSG00000168066,93.0,9.0,20.168105174260536,10.333333333333334
ENSG00000169764,110.0,15.0,23.310931804110204,7.333333333333333
ENSG00000180479,47.0,19.0,24.951391765080768,2.473684210526316
ENSG00000188986,124.0,54.0,54.41291676109095,2.2962962962962963
ENSG00000205903,83.0,13.0,21.595902147119727,6.384615384615385
ENSG00000196967,44.0,5.0,8.403778130767877,8.8
ENSG00000197044,61.0,4.0,9.577324385101873,15.25
ENSG00000198597,64.0,7.0,12.898985867516215,9.142857142857142
ENSG00000066135,71.0,23.0,25.583482353286435,3.0869565217391304
ENSG00000154227,95.0,28.0,32.98922558410564,3.392857142857143
ENSG00000196591,137.0,64.0,81.14236529825868,2.140625
ENSG00000074800,107.0,26.0,33.26100024983426,4.115384615384615
ENSG00000105866,64.0,20.0,23.53073049548798,3.2
ENSG00000134758,58.0,24.0,29.897613446903808,2.4166666666666665
ENSG00000129691,98.0,26.0,33.80478057155626,3.769230769230769
ENSG00000115415,46.0,3.0,6.917098426560749,15.333333333333334
ENSG00000177888,98.0,34.0,40.09021758943737,2.8823529411764706
ENSG00000071243,82.0,10.0,17.22802929506448,8.2
ENSG00000197608,93.0,13.0,13.832556408699412,7.153846153846154
ENSG00000090661,51.0,19.0,22.444302054533203,2.6842105263157894
ENSG00000106246,133.0,38.0,44.56025238044228,3.5
ENSG00000181722,66.0,26.0,29.859288354087145,2.5384615384615383
ENSG00000073614,95.0,18.0,20.887590976625976,5.277777777777778
ENSG00000188283,47.0,7.0,10.256716694544792,6.714285714285714
ENSG00000119396,163.0,105.0,93.17843913195647,1.5523809523809524
ENSG00000168214,131.0,36.0,31.7678879521786,3.638888888888889
ENSG00000119772,47.0,14.0,15.986655159514651,3.357142857142857
ENSG00000168779,28.0,4.0,7.552804547531263,7.0
ENSG00000153147,135.0,51.0,67.14156286674796,2.6470588235294117
ENSG00000143033,127.0,32.0,36.677589583015546,3.96875
ENSG00000116604,85.0,41.0,47.03079575855821,2.073170731707317
ENSG00000174279,44.0,7.0,8.916161839617082,6.285714285714286
ENSG00000185811,68.0,8.0,13.959235752327205,8.5
ENSG00000134453,75.0,18.0,21.43287649497058,4.166666666666667
ENSG00000109819,31.0,1.0,4.318810653426872,31.0
ENSG00000167967,119.0,32.0,40.59694266526382,3.71875
ENSG00000172818,90.0,37.0,50.37063601997948,2.4324324324324325
ENSG00000162714,135.0,24.0,33.20884820319297,5.625
ENSG00000169016,109.0,33.0,34.903600502233445,3.303030303030303
ENSG00000123352,118.0,55.0,57.5764593201849,2.1454545454545455
ENSG00000177045,81.0,25.0,22.599984858385945,3.24
ENSG00000151623,69.0,18.0,20.111951391340288,3.8333333333333335
ENSG00000101057,122.0,21.0,29.58397415047227,5.809523809523809
ENSG00000152670,118.0,62.0,57.93425651084726,1.903225806451613
ENSG00000185122,102.0,60.0,59.18119669594383,1.7
ENSG00000158773,79.0,24.0,26.565802231767893,3.2916666666666665
ENSG00000180008,102.0,25.0,28.99796670941152,4.08
ENSG00000066136,129.0,32.0,33.77591037789444,4.03125
ENSG00000120837,105.0,36.0,39.845258569696746,2.9166666666666665
ENSG00000204304,91.0,38.0,38.92531949465045,2.3947368421052633
ENSG00000139800,62.0,5.0,11.98986295682877,12.4
ENSG00000187079,73.0,42.0,37.73047871362479,1.7380952380952381
ENSG00000176256,48.0,17.0,19.471324817149668,2.823529411764706
ENSG00000175727,48.0,5.0,8.881059167600705,9.6
ENSG00000196670,79.0,9.0,16.956977962800103,8.777777777777779
ENSG00000148308,122.0,38.0,44.262171790051944,3.210526315789474
ENSG00000113658,100.0,50.0,56.09692266136734,2.0
ENSG00000196182,111.0,16.0,30.822559939867332,6.9375
ENSG00000178605,47.0,30.0,27.742180048289132,1.5666666666666667
ENSG00000224051,62.0,31.0,35.783045199895795,2.0
ENSG00000126767,89.0,36.0,32.920495642400056,2.4722222222222223
ENSG00000119042,86.0,24.0,28.570790451887827,3.5833333333333335
ENSG00000085644,47.0,10.0,12.410233382472558,4.7
ENSG00000102554,70.0,21.0,21.92516325670183,3.3333333333333335
ENSG00000133884,201.0,59.0,52.83651065348559,3.406779661016949
ENSG00000071575,44.0,16.0,15.02019864636043,2.75
ENSG00000091831,57.0,6.0,10.868445609132559,9.5
ENSG00000122145,73.0,12.0,18.30541906346857,6.083333333333333
ENSG00000124151,70.0,21.0,29.76383361943006,3.3333333333333335
ENSG00000177383,44.0,10.0,12.385872410971128,4.4
ENSG00000182568,51.0,13.0,20.72199326067661,3.923076923076923
ENSG00000071626,138.0,46.0,49.51675803670218,3.0
ENSG00000174586,55.0,2.0,6.703967389349985,27.5
ENSG00000112511,120.0,54.0,63.06082989892354,2.2222222222222223
ENSG00000169951,123.0,39.0,41.2884613403015,3.1538461538461537
ENSG00000102984,106.0,43.0,48.48835984084066,2.4651162790697674
ENSG00000167034,75.0,16.0,19.205765443535483,4.6875
ENSG00000149136,108.0,30.0,28.272554771826773,3.6
ENSG00000131931,99.0,28.0,31.294851707936395,3.5357142857142856
ENSG00000198795,47.0,18.0,16.67465499005737,2.611111111111111
ENSG00000196757,83.0,16.0,17.13089284745103,5.1875
ENSG00000132010,51.0,14.0,11.441009694896007,3.642857142857143
ENSG00000107371,97.0,34.0,30.08927113105826,2.8529411764705883
ENSG00000118707,124.0,21.0,23.51929417313158,5.904761904761905
ENSG00000113300,141.0,73.0,71.64556890420286,1.9315068493150684
ENSG00000148200,148.0,41.0,47.11823537909588,3.6097560975609757
ENSG00000081665,56.0,8.0,12.659772727102702,7.0
ENSG00000197162,46.0,15.0,15.25912597943326,3.066666666666667
ENSG00000164167,88.0,15.0,20.342216546175568,5.866666666666666
ENSG00000143867,47.0,5.0,8.714357467604009,9.4
ENSG00000176165,90.0,25.0,20.6365604854533,3.6
ENSG00000158710,95.0,37.0,27.44857713905662,2.5675675675675675
ENSG00000147180,54.0,5.0,10.298754774695903,10.8
ENSG00000152430,93.0,39.0,38.53864239429891,2.3846153846153846
ENSG00000218891,49.0,17.0,18.44249854139907,2.8823529411764706
ENSG00000028277,34.0,8.0,10.029105395500698,4.25
ENSG00000184058,46.0,6.0,8.89544261388326,7.666666666666667
ENSG00000179912,66.0,12.0,15.59118852926286,5.5
ENSG00000083520,86.0,21.0,25.277022166779485,4.095238095238095
ENSG00000139445,62.0,14.0,21.95950905431971,4.428571428571429
ENSG00000125812,91.0,23.0,20.76089926245914,3.9565217391304346
ENSG00000172115,121.0,28.0,34.39186470438953,4.321428571428571
ENSG00000169926,61.0,19.0,22.18683058219429,3.210526315789474
ENSG00000163666,60.0,4.0,11.365399250620875,15.0
ENSG00000101216,117.0,36.0,35.872185741665795,3.25
ENSG00000196189,62.0,9.0,11.936231256845033,6.888888888888889
ENSG00000128272,74.0,12.0,14.450676737970255,6.166666666666667
ENSG00000185219,90.0,21.0,22.045682792946845,4.285714285714286
ENSG00000167637,42.0,8.0,12.193999874090562,5.25
ENSG00000214717,104.0,25.0,26.878308824095274,4.16
ENSG00000178913,101.0,38.0,31.32798679604729,2.6578947368421053
ENSG00000115816,123.0,42.0,42.52783029550028,2.9285714285714284
ENSG00000007372,48.0,3.0,8.2351158367061,16.0
ENSG00000173545,52.0,12.0,14.494626372992544,4.333333333333333
ENSG00000236287,74.0,31.0,29.742444521943273,2.3870967741935485
ENSG00000156599,128.0,29.0,34.539761649086294,4.413793103448276
ENSG00000197128,49.0,18.0,17.92000502564318,2.7222222222222223
ENSG00000174306,97.0,33.0,32.032093408545755,2.9393939393939394
ENSG00000112033,108.0,28.0,34.493749489902974,3.857142857142857
ENSG00000171163,86.0,34.0,44.89471537643958,2.5294117647058822
ENSG00000169057,72.0,47.0,34.11328763862416,1.5319148936170213
ENSG00000156467,110.0,12.0,22.854796502388474,9.166666666666666
ENSG00000125676,95.0,42.0,40.360788994957346,2.261904761904762
ENSG00000173120,133.0,48.0,56.603122308985974,2.7708333333333335
ENSG00000126456,89.0,27.0,24.830065726913034,3.2962962962962963
ENSG00000169083,48.0,16.0,13.912756440017722,3.0
ENSG00000197928,61.0,26.0,27.475849904960747,2.3461538461538463
ENSG00000167962,103.0,25.0,33.49518504266751,4.12
ENSG00000178175,46.0,2.0,5.786644039940154,23.0
ENSG00000176302,95.0,9.0,14.225745663586892,10.555555555555555
ENSG00000172534,94.0,25.0,29.559265224388607,3.76
ENSG00000123933,86.0,29.0,30.73515447392624,2.9655172413793105
ENSG00000166526,113.0,19.0,24.87727375721311,5.947368421052632
ENSG00000204071,69.0,4.0,8.310320475401928,17.25
ENSG00000153879,157.0,28.0,36.00162985916988,5.607142857142857
ENSG00000133250,60.0,18.0,23.096104409203576,3.3333333333333335
ENSG00000139624,77.0,40.0,40.461028666949574,1.925
ENSG00000169957,128.0,30.0,33.402164400945814,4.266666666666667
ENSG00000108055,100.0,40.0,45.13092176755732,2.5
ENSG00000119574,95.0,20.0,22.541786267902605,4.75
ENSG00000166529,74.0,10.0,11.83031203057886,7.4
ENSG00000177030,104.0,20.0,25.677736608848324,5.2
ENSG00000134046,71.0,12.0,12.230071036564603,5.916666666666667
