	tissue	num_clusters	cluster_id	mean_intra_dist
0	cd8+_tcells	1	0	0.4843728151644592
1	cd8+_tcells	2	0	0.36881483943578747
2	cd8+_tcells	2	1	0.26201937986376095
3	cd8+_tcells	3	0	0.2508995554058391
4	cd8+_tcells	3	1	0.21000923320764167
5	cd8+_tcells	3	2	0.26201937986376095
6	cd8+_tcells	4	0	0.2508995554058391
7	cd8+_tcells	4	1	0.21000923320764167
8	cd8+_tcells	4	2	0.15640699459574883
9	cd8+_tcells	4	3	0.1580771442637808
10	cd8+_tcells	5	0	0.17711719235783238
11	cd8+_tcells	5	1	0.21000923320764167
12	cd8+_tcells	5	2	0.15640699459574883
13	cd8+_tcells	5	3	0.1580771442637808
14	cd8+_tcells	5	4	0.15076949727387198
15	cd8+_tcells	6	0	0.17711719235783238
16	cd8+_tcells	6	1	0.11458846303775896
17	cd8+_tcells	6	2	0.15640699459574883
18	cd8+_tcells	6	3	0.1580771442637808
19	cd8+_tcells	6	4	0.127506072327194
20	cd8+_tcells	6	5	0.15076949727387198
21	cd8+_tcells	7	0	0.17711719235783238
22	cd8+_tcells	7	1	0.11458846303775896
23	cd8+_tcells	7	2	0.10651448724247152
24	cd8+_tcells	7	3	0.1580771442637808
25	cd8+_tcells	7	4	0.127506072327194
26	cd8+_tcells	7	5	0.08346411906210321
27	cd8+_tcells	7	6	0.15076949727387198
28	cd8+_tcells	8	0	0.17711719235783238
29	cd8+_tcells	8	1	0.11458846303775896
30	cd8+_tcells	8	2	0.10651448724247152
31	cd8+_tcells	8	3	0.08637156138568751
32	cd8+_tcells	8	4	0.127506072327194
33	cd8+_tcells	8	5	0.10427005152764737
34	cd8+_tcells	8	6	0.08346411906210321
35	cd8+_tcells	8	7	0.15076949727387198
36	cd8+_tcells	9	0	0.10605069169740522
37	cd8+_tcells	9	1	0.11458846303775896
38	cd8+_tcells	9	2	0.10651448724247152
39	cd8+_tcells	9	3	0.08637156138568751
40	cd8+_tcells	9	4	0.127506072327194
41	cd8+_tcells	9	5	0.12396174664446598
42	cd8+_tcells	9	6	0.10427005152764737
43	cd8+_tcells	9	7	0.08346411906210321
44	cd8+_tcells	9	8	0.15076949727387198
45	cd8+_tcells	10	0	0.10605069169740522
46	cd8+_tcells	10	1	0.11458846303775896
47	cd8+_tcells	10	2	0.10651448724247152
48	cd8+_tcells	10	3	0.08637156138568751
49	cd8+_tcells	10	4	0.127506072327194
50	cd8+_tcells	10	5	0.12396174664446598
51	cd8+_tcells	10	6	0.10427005152764737
52	cd8+_tcells	10	7	0.08346411906210321
53	cd8+_tcells	10	8	0.12808500758342398
54	cd8+_tcells	10	9	0.09847348981588097
55	cd8+_tcells	20	0	0.07556164793999164
56	cd8+_tcells	20	1	0.0921534707697353
57	cd8+_tcells	20	2	0.06495541510939595
58	cd8+_tcells	20	3	0.08637156138568751
59	cd8+_tcells	20	4	0.07763706463858876
60	cd8+_tcells	20	5	0.07557132936833948
61	cd8+_tcells	20	6	0.07979237068384717
62	cd8+_tcells	20	7	0.06140538722746893
63	cd8+_tcells	20	8	0.06493977081190948
64	cd8+_tcells	20	9	0.08346411906210321
65	cd8+_tcells	20	10	0.06924972071027716
66	cd8+_tcells	20	11	0.060019552959905166
67	cd8+_tcells	20	12	0.06743087089953778
68	cd8+_tcells	20	13	0.07422837647518643
69	cd8+_tcells	20	14	0.08726970822721165
