	tissue	num_clusters	cluster_id	mean_intra_dist
0	Adipose_Tissue	1	0	0.20549561698794272
1	Adipose_Tissue	2	0	0.16641815655249964
2	Adipose_Tissue	2	1	0.19671425369497275
3	Adipose_Tissue	3	0	0.15653440006954925
4	Adipose_Tissue	3	1	0.19671425369497275
5	Adipose_Tissue	3	2	0.054411847603988366
6	Adipose_Tissue	4	0	0.1364833098893093
7	Adipose_Tissue	4	1	0.10180787952094465
8	Adipose_Tissue	4	2	0.19671425369497275
9	Adipose_Tissue	4	3	0.054411847603988366
10	Adipose_Tissue	5	0	0.1364833098893093
11	Adipose_Tissue	5	1	0.10180787952094465
12	Adipose_Tissue	5	2	0.15502823555866468
13	Adipose_Tissue	5	3	0.054411847603988366
14	Adipose_Tissue	5	4	0.08986365894628055
15	Adipose_Tissue	6	0	0.10330393368866736
16	Adipose_Tissue	6	1	0.10180787952094465
17	Adipose_Tissue	6	2	0.11940485822024818
18	Adipose_Tissue	6	3	0.15502823555866468
19	Adipose_Tissue	6	4	0.054411847603988366
20	Adipose_Tissue	6	5	0.08986365894628055
21	Adipose_Tissue	7	0	0.10330393368866736
22	Adipose_Tissue	7	1	0.10180787952094465
23	Adipose_Tissue	7	2	0.11940485822024818
24	Adipose_Tissue	7	3	0.11218844424413608
25	Adipose_Tissue	7	4	0.054411847603988366
26	Adipose_Tissue	7	5	0.13235662187376965
27	Adipose_Tissue	7	6	0.08986365894628055
28	Adipose_Tissue	8	0	0.10330393368866736
29	Adipose_Tissue	8	1	0.10180787952094465
30	Adipose_Tissue	8	2	0.11940485822024818
31	Adipose_Tissue	8	3	0.11218844424413608
32	Adipose_Tissue	8	4	0.053796164928857436
33	Adipose_Tissue	8	5	0.13235662187376965
34	Adipose_Tissue	8	6	0.08986365894628055
35	Adipose_Tissue	8	7	0.08942984626130748
36	Adipose_Tissue	9	0	0.10330393368866736
37	Adipose_Tissue	9	1	0.10180787952094465
38	Adipose_Tissue	9	2	0.09138050314771193
39	Adipose_Tissue	9	3	0.11218844424413608
40	Adipose_Tissue	9	4	0.053796164928857436
41	Adipose_Tissue	9	5	0.08631173186810401
42	Adipose_Tissue	9	6	0.13235662187376965
43	Adipose_Tissue	9	7	0.08986365894628055
44	Adipose_Tissue	9	8	0.08942984626130748
45	Adipose_Tissue	10	0	0.10330393368866736
46	Adipose_Tissue	10	1	0.08588107584708175
47	Adipose_Tissue	10	2	0.09138050314771193
48	Adipose_Tissue	10	3	0.11218844424413608
49	Adipose_Tissue	10	4	0.053796164928857436
50	Adipose_Tissue	10	5	0.08631173186810401
51	Adipose_Tissue	10	6	0.0735049557962545
52	Adipose_Tissue	10	7	0.13235662187376965
53	Adipose_Tissue	10	8	0.08986365894628055
54	Adipose_Tissue	10	9	0.08942984626130748
55	Adipose_Tissue	20	0	0.08354002916415294
56	Adipose_Tissue	20	1	0.0804806227125823
57	Adipose_Tissue	20	2	0.09138050314771193
58	Adipose_Tissue	20	3	0.09021615616232649
59	Adipose_Tissue	20	4	0.053245354020845126
60	Adipose_Tissue	20	5	0.07987014794868605
61	Adipose_Tissue	20	6	0.06456093069233372
62	Adipose_Tissue	20	7	0.0731725346604668
63	Adipose_Tissue	20	8	0.07332480381618833
64	Adipose_Tissue	20	9	0.08039365898768804
65	Adipose_Tissue	20	10	0.07860794064373453
66	Adipose_Tissue	20	11	0.0716076438204813
67	Adipose_Tissue	20	12	0.09304625339076604
68	Adipose_Tissue	20	13	0.07926921942282897
69	Adipose_Tissue	20	14	0.06923937285661759
70	Adipose_Tissue	20	15	0.06741343460708542
71	Adipose_Tissue	20	16	0.07884496821292458
72	Adipose_Tissue	20	17	0.07777548042916113
73	Adipose_Tissue	20	18	0.0
74	Adipose_Tissue	20	19	0.08942984626130748
75	Adipose_Tissue	30	0	0.058811180341241324
76	Adipose_Tissue	30	1	0.05892375193207687
77	Adipose_Tissue	30	2	0.06449892694794841
78	Adipose_Tissue	30	3	0.0814094993286013
79	Adipose_Tissue	30	4	0.079751524840151
80	Adipose_Tissue	30	5	0.05144710469548854
81	Adipose_Tissue	30	6	0.07102796769170572
82	Adipose_Tissue	30	7	0.060569877192917634
83	Adipose_Tissue	30	8	0.05558296114466346
84	Adipose_Tissue	30	9	0.06919221344231558
85	Adipose_Tissue	30	10	0.058233949917676685
86	Adipose_Tissue	30	11	0.06350659531677424
87	Adipose_Tissue	30	12	0.07844345773026055
88	Adipose_Tissue	30	13	0.07332480381618833
89	Adipose_Tissue	30	14	0.05264966593560988
90	Adipose_Tissue	30	15	0.0618841618774461
91	Adipose_Tissue	30	16	0.07860794064373453
92	Adipose_Tissue	30	17	0.0716076438204813
93	Adipose_Tissue	30	18	0.06967452630417562
94	Adipose_Tissue	30	19	0.07768659204938712
95	Adipose_Tissue	30	20	0.07926921942282897
96	Adipose_Tissue	30	21	0.06923937285661759
97	Adipose_Tissue	30	22	0.04616446849454789
98	Adipose_Tissue	30	23	0.06540447746354197
99	Adipose_Tissue	30	24	0.06741343460708542
100	Adipose_Tissue	30	25	0.07884496821292458
101	Adipose_Tissue	30	26	0.07777548042916113
102	Adipose_Tissue	30	27	0.06794479027906493
103	Adipose_Tissue	30	28	0.0
104	Adipose_Tissue	30	29	0.08942984626130748
105	Adipose_Tissue	40	0	0.058811180341241324
106	Adipose_Tissue	40	1	0.057489654582928665
107	Adipose_Tissue	40	2	0.06449892694794841
108	Adipose_Tissue	40	3	0.07089361310092421
109	Adipose_Tissue	40	4	0.079751524840151
110	Adipose_Tissue	40	5	0.05144710469548854
111	Adipose_Tissue	40	6	0.07102796769170572
112	Adipose_Tissue	40	7	0.060569877192917634
113	Adipose_Tissue	40	8	0.05558296114466346
114	Adipose_Tissue	40	9	0.06919221344231558
115	Adipose_Tissue	40	10	0.0522271057323838
116	Adipose_Tissue	40	11	0.05978070731233902
117	Adipose_Tissue	40	12	0.059629642099119154
118	Adipose_Tissue	40	13	0.062318193190322675
119	Adipose_Tissue	40	14	0.05682412170845276
120	Adipose_Tissue	40	15	0.049036329905207086
121	Adipose_Tissue	40	16	0.0618841618774461
122	Adipose_Tissue	40	17	0.07860794064373453
123	Adipose_Tissue	40	18	0.0716076438204813
124	Adipose_Tissue	40	19	0.06967452630417562
125	Adipose_Tissue	40	20	0.07768659204938712
126	Adipose_Tissue	40	21	0.06781320944169941
127	Adipose_Tissue	40	22	0.06923937285661759
128	Adipose_Tissue	40	23	0.055747776750970576
129	Adipose_Tissue	40	24	0.04616446849454789
130	Adipose_Tissue	40	25	0.06439513357864975
131	Adipose_Tissue	40	26	0.06540447746354197
132	Adipose_Tissue	40	27	0.06741343460708542
133	Adipose_Tissue	40	28	0.06610004900944305
134	Adipose_Tissue	40	29	0.0650431183732901
135	Adipose_Tissue	40	30	0.069032118635959
136	Adipose_Tissue	40	31	0.06651976393480694
137	Adipose_Tissue	40	32	0.05852038277463429
138	Adipose_Tissue	40	33	0.07262818368842223
139	Adipose_Tissue	40	34	0.07777548042916113
140	Adipose_Tissue	40	35	0.06794479027906493
141	Adipose_Tissue	40	36	0.06950421827298392
142	Adipose_Tissue	40	37	0.09180192194987429
143	Adipose_Tissue	40	38	0.0
144	Adipose_Tissue	40	39	0.08942984626130748
145	Adipose_Tissue	50	0	0.058811180341241324
146	Adipose_Tissue	50	1	0.045568107919567793
147	Adipose_Tissue	50	2	0.05665567190660826
148	Adipose_Tissue	50	3	0.07089361310092421
149	Adipose_Tissue	50	4	0.07256438517916021
150	Adipose_Tissue	50	5	0.051948350608801534
151	Adipose_Tissue	50	6	0.04557421257097417
152	Adipose_Tissue	50	7	0.07102796769170572
153	Adipose_Tissue	50	8	0.060569877192917634
154	Adipose_Tissue	50	9	0.05323975109819797
155	Adipose_Tissue	50	10	0.05558296114466346
156	Adipose_Tissue	50	11	0.04591795406995118
157	Adipose_Tissue	50	12	0.06919221344231558
158	Adipose_Tissue	50	13	0.050019391413283404
159	Adipose_Tissue	50	14	0.05978070731233902
160	Adipose_Tissue	50	15	0.059629642099119154
161	Adipose_Tissue	50	16	0.062318193190322675
162	Adipose_Tissue	50	17	0.05682412170845276
163	Adipose_Tissue	50	18	0.049036329905207086
164	Adipose_Tissue	50	19	0.0618841618774461
165	Adipose_Tissue	50	20	0.07489098520619471
166	Adipose_Tissue	50	21	0.0716076438204813
167	Adipose_Tissue	50	22	0.06967452630417562
168	Adipose_Tissue	50	23	0.060403711691050195
