tissue,num_non_tfs,num_tfs,mae,f1_005,f1_001,abs_time_saving,rel_time_saving,abs_emission_saving,rel_emission_saving,total_runtime,correlation,tp_001
Kidney,3,-1,0.01281543293850574,0.7630086292708522,0.0,88147.8276643753,8.437271849264693,10.187980102147144,33.651700010977024,11852.172335624695,0.9907919275377632,0
Kidney,4,-1,0.012878175823818075,0.7604517946737634,0.0,87753.77345299721,8.165780668533731,10.181862972061941,33.00464604215876,12246.226547002792,0.9907554261202897,0
Kidney,5,-1,0.01264937869916701,0.7639645557985331,0.0,88526.83660030365,8.715991964574183,10.190739270941162,33.951934446880074,11473.16339969635,0.9909799440170196,0
Kidney,6,-1,0.012578330976931486,0.7719805385923424,0.0,90175.12146759033,10.178242883118251,10.240907560987711,40.52607648462476,9824.878532409668,0.9910740034378747,0
Kidney,7,-1,0.012574980670359417,0.7697213440118281,0.0,81051.48873233795,5.277459457760264,10.01571517034974,21.681455534303822,18948.51126766205,0.9910820216461921,0
Kidney,8,-1,0.012448094174777182,0.7699223979371587,0.0,79100.91389942169,4.784898225632596,9.957628425109233,19.359421632880892,20899.086100578308,0.9912489110066662,0
Kidney,9,-1,0.012490618148724509,0.7707673952990867,0.0,73702.9124853611,3.802702483472081,9.818673491332994,15.41111327158387,26297.0875146389,0.9912374844355056,0
Kidney,10,-1,0.01245639154878908,0.7709792756994802,0.0,71770.95599222183,3.5424508166995037,9.804483242331978,15.096688734294677,28229.044007778168,0.9912393112107073,0
Kidney,20,-1,0.012247534602291516,0.7771606285831355,0.0,66500.33959078789,2.9851048869886716,9.590058978114312,11.539209407485169,33499.66040921211,0.9914397001470874,0
Kidney,30,-1,0.012109881447868776,0.7804365077498571,0.0,65545.99846744537,2.9024204896929833,9.600930102365686,11.678736022224982,34454.00153255463,0.9916275726949699,0
Kidney,40,-1,0.01213627742484544,0.781894202762379,0.0,45617.5454955101,1.838828366817166,9.1221053037949,7.620321080354224,54382.4545044899,0.9915716964232082,0
Kidney,50,-1,0.01218250953641059,0.779282628744691,0.0,28486.78268790245,1.3983429044113707,8.527741155910965,5.323844804382072,71513.21731209755,0.9915102792555035,0
Kidney,70,-1,0.012113606647527765,0.7818710180085584,0.0,37713.11326408386,1.6054743661210724,8.86926610194566,6.438818750580799,62286.88673591614,0.9915933771602458,0
Kidney,100,-1,0.012125985288454504,0.781246518769453,0.0,14395.72738289833,1.1681659915187739,8.437865650512897,5.091811793257592,85604.27261710167,0.9915749332225133,0
