tissue,num_non_tfs,num_tfs,mae,f1_005,f1_001,abs_time_saving,rel_time_saving,abs_emission_saving,rel_emission_saving,total_runtime,correlation,tp_001
Breast,1,-1,0.00815393274268528,0.8651163607931335,0.0,322731.6746709347,246.01195371408255,12.6548143479532,358.23316297398475,1317.2078740596771,0.8382209181345562,0
Breast,2,-1,0.008093177712000332,0.866098065317247,0.0,322840.8912026882,268.2543087820176,12.66255484328024,458.3956888469734,1207.991342306137,0.8415723015278718,0
Breast,3,-1,0.008305675709403227,0.8678215609473988,0.0,322916.0455467701,286.0507584524045,12.662682915494997,460.52618116444626,1132.8369982242584,0.8447175483653216,0
Breast,4,-1,0.007935913193023697,0.8671782431589206,0.0,322971.7647264004,300.84813095747796,12.663815373267328,480.2634037756972,1077.1178185939789,0.8420200933788414,0
Breast,5,-1,0.00787986710413523,0.8689001253143813,0.0,322951.9813783169,295.42213317772445,12.66305837603088,466.8877065213829,1096.901166677475,0.8455631868862719,0
Breast,6,-1,0.008106321627345477,0.8667472265756234,0.0,322903.7340271473,282.9754197771859,12.660547176472406,427.40029333992254,1145.1485178470612,0.8393451124276927,0
Breast,7,-1,0.007957928611929755,0.8666738159321968,0.0,322903.0896575451,282.8162804068228,12.661885892642372,447.5804550253938,1145.7928874492645,0.8447749737800736,0
Breast,8,-1,0.008066417776370478,0.8685094881448747,0.0,322812.6527006626,262.1267267011846,12.659623855090228,414.51028429445506,1236.2298443317413,0.834330653749233,0
Breast,9,-1,0.007957943447172633,0.8662490139734055,0.0,322824.9717891216,264.7651235926322,12.658852945191551,404.32896655597943,1223.9107558727264,0.8386598337137348,0
Breast,10,-1,0.007983112128489657,0.867964802764746,0.0,322905.97261476517,283.5296762886757,12.655777728958341,368.24777671135985,1142.909930229187,0.8416519531332555,0
Breast,20,-1,0.007950183036755461,0.866986173045684,0.0,322811.60428905487,261.9046127978215,12.655647931060273,366.86597593556905,1237.2782559394836,0.8418088354351141,0
Breast,30,-1,0.007980664409373199,0.8686766012558732,0.0,322578.1594939232,220.3330411588918,12.646851273801735,292.48540470211674,1470.723051071167,0.8414542528648821,0
Breast,40,-1,0.007884916454610664,0.8699264448336252,0.0,322194.17979741096,174.71742195196418,12.634682805736754,228.4222047306387,1854.7027475833893,0.8437997618755723,0
Breast,50,-1,0.007887352915213535,0.8683154717641398,0.0,322127.36269021034,168.64196419215196,12.626736742298194,199.83958282450988,1921.5198547840118,0.8399905152882072,0
Breast,60,-1,0.007950816682325763,0.8685848404199585,0.0,322228.1324310303,177.97548387322914,12.627654226235444,202.76920890941858,1820.7501139640808,0.8443295143584156,0
Breast,70,-1,0.007931237718116234,0.8693824007835866,0.0,321667.5675907135,136.07980832709956,12.610535300545672,159.21794755608437,2381.3149542808533,0.84656990663724,0
Breast,80,-1,0.007894904213424219,0.8692168700012606,0.0,321731.74413847923,139.84873826866053,12.609049092186032,156.303405249589,2317.1384065151215,0.8413319811672563,0
Breast,90,-1,0.007940030679824866,0.8698549396427184,0.0,321726.57996559143,139.5377524957618,12.603899171227495,146.9803454468245,2322.3025794029236,0.8450924136619069,0
Breast,100,-1,0.007819000004534931,0.8696540385489908,0.0,321254.8920645714,115.98066808586177,12.582941870810458,118.27207536598735,2793.9904804229736,0.8469600822879357,0
Kidney,1,-1,0.014531717049053467,0.8272962433763327,0.0,274087.3059604168,233.02794707484404,5.720039728485176,245.1230877882771,1181.2685041427612,0.8153263784019054,0
Kidney,2,-1,0.01471488190900202,0.824906212828255,0.0,274025.4051706791,221.42485003416445,5.717100142720101,217.79865595252383,1243.1692938804626,0.8159743142571427,0
Kidney,3,-1,0.014599238182906343,0.8288928741129045,0.0,274473.0905892849,346.0391631062503,5.726238103638061,333.2911923489957,795.4838752746582,0.817712427008096,0
Kidney,4,-1,0.01473390469590021,0.829337003703068,0.0,274552.16010046005,384.2309538426949,5.72753085829468,360.32181803060803,716.4143640995026,0.8149011652897946,0
Kidney,5,-1,0.014365883253483121,0.8315292837005644,0.0,274548.54985904694,382.3043995400449,5.727571553774621,361.2440986582897,720.024605512619,0.8234779292545652,0
Kidney,6,-1,0.01447371835892436,0.8305486757326112,0.0,274516.1053507328,365.82042957837245,5.722704835358305,276.58238005053994,752.4691138267517,0.8197542673843311,0
Kidney,7,-1,0.014635312292924384,0.8299520698236023,0.0,273664.77542734146,171.63532841498204,5.71113651631257,177.62847392331614,1603.7990372180939,0.8156133307966096,0
Kidney,8,-1,0.014267204802196681,0.826451726595003,0.0,273604.50401854515,165.4188229373655,5.710196770959996,172.61176666375252,1664.0704460144043,0.8251519889724501,0
Kidney,9,-1,0.014529440871352738,0.8294193311282617,0.0,274090.7005534172,233.69952578166289,5.719368982444611,238.30135904709132,1177.8739111423492,0.8147057698841319,0
Kidney,10,-1,0.014435090076380701,0.829032475407627,0.0,274217.7794959545,261.9622121240131,5.720490125537001,249.92726461853326,1050.7949686050415,0.8186072644909881,0
Kidney,20,-1,0.014380682830910435,0.8287694639362626,0.0,273866.6324195862,196.34804124145347,5.71455621996026,198.6365245188534,1401.9420449733734,0.8176130399063518,0
Kidney,30,-1,0.014123371674963341,0.830896924620165,0.0,273235.49332261086,135.39478025983544,5.700743297224399,134.42126329393315,2033.0811419487,0.825593092358855,0
