,tissue,gtA,gtB,mae,f1,precision,recall,tp,fp,tn,fn
172,kidney,6,3,0.0180203329819965,0.8714098160380599,0.8682119527938649,0.8746313235892138,0.8746313235892138,0.2140696599405097,0.7859303400594904,0.12536867641078614
173,testis,6,3,0.012481146118521658,0.8618829528339724,0.8615261816775337,0.8622400196016032,0.8622400196016032,0.28542933839754675,0.7145706616024533,0.1377599803983968
174,breast,6,4,0.014311619558379715,0.8399728091737488,0.8388836425891746,0.8410648076792366,0.8410648076792366,0.24054256327647774,0.7594574367235223,0.15893519232076342
175,kidney,6,4,0.018116672162222052,0.8710594633727755,0.8694837488269489,0.872640899438007,0.872640899438007,0.21121196438620468,0.7887880356137953,0.12735910056199296
176,testis,6,4,0.012553176590541969,0.861768391147081,0.8602646805989987,0.8632773677598572,0.8632773677598572,0.28879901104512107,0.7112009889548789,0.13672263224014283
177,breast,6,5,0.014313884673458295,0.8402566739131888,0.8380036468723071,0.8425218484313837,0.8425218484313837,0.2425297761178072,0.7574702238821928,0.1574781515686164
178,kidney,6,5,0.018264872170789346,0.8698006479798185,0.8704045508656911,0.8691975825110662,0.8691975825110662,0.20867332583005066,0.7913266741699494,0.13080241748893387
179,testis,6,5,0.012449067847630377,0.8623199410516823,0.862298375989817,0.862341507192208,0.862341507192208,0.28361685164781025,0.7163831483521897,0.13765849280779194
180,breast,6,7,0.014239369310305838,0.8409465921698063,0.8390619907251217,0.8428396786085931,0.8428396786085931,0.24073216105832626,0.7592678389416737,0.1571603213914069
181,kidney,6,7,0.018193433297325996,0.8699418358019128,0.8684004406110489,0.871488712620146,0.871488712620146,0.21294919205723933,0.7870508079427607,0.12851128737985396
182,testis,6,7,0.0123118293189982,0.8640597035892902,0.8631368486840583,0.8649845340161032,0.8649845340161032,0.28247919522005144,0.7175208047799486,0.13501546598389683
183,breast,6,8,0.01424111892432714,0.8404906034767855,0.8416023005738956,0.8393818394517238,0.8393818394517238,0.235248080857039,0.764751919142961,0.1606181605482762
184,kidney,6,8,0.01821056973090254,0.8696725956045119,0.8689110644856746,0.8704354627366112,0.8704354627366112,0.21174205120990433,0.7882579487900957,0.12956453726338882
185,testis,6,8,0.012531578856189935,0.8613309218883933,0.8612975196906898,0.8613643266769556,0.8613643266769556,0.2856861322368834,0.7143138677631167,0.1386356733230444
186,breast,6,9,0.014309511782691525,0.8409303578619137,0.8391862595740056,0.8426817208397992,0.8426817208397992,0.2404655837259528,0.7595344162740472,0.15731827916020077
187,kidney,6,9,0.01816171492362099,0.8700048108884886,0.86936864754194,0.8706419059460319,0.8706419059460319,0.21094189645469894,0.789058103545301,0.12935809405396814
188,testis,6,9,0.012418824974667841,0.8627483542159483,0.8630619154327566,0.8624350207578368,0.8624350207578368,0.2818252667222058,0.7181747332777942,0.13756497924216315
189,breast,7,0,0.014343950800606565,0.8402505697905999,0.8395466615669899,0.8409556593721826,0.8409556593721826,0.24203265870817559,0.7579673412918244,0.1590443406278174
190,kidney,7,0,0.018374678882568805,0.8693066510003935,0.8690827271845601,0.8695306902363045,0.8695306902363045,0.21317674228804684,0.7868232577119532,0.13046930976369556
191,testis,7,0,0.012365728106938314,0.8636129378801737,0.8666147566298198,0.8606318430128932,0.8606318430128932,0.2746110415463863,0.7253889584536136,0.13936815698710678
192,breast,7,1,0.014301150481413803,0.8401088407071498,0.8411784208419284,0.8390419771158674,0.8390419771158674,0.2385624198099262,0.7614375801900738,0.16095802288413263
193,kidney,7,1,0.018062031556974677,0.8709005750432621,0.8709911851689088,0.8708099837681871,0.8708099837681871,0.2099172363432386,0.7900827636567614,0.12919001623181295
194,testis,7,1,0.012482909855495414,0.8624315017477991,0.8621509514707966,0.8627122346704937,0.8627122346704937,0.2859600056984757,0.7140399943015243,0.13728776532950626
195,breast,7,2,0.014268136672304216,0.84072005321013,0.8412121836652325,0.8402284982359433,0.8402284982359433,0.23883940744737953,0.7611605925526205,0.1597715017640567
196,kidney,7,2,0.018259573926574946,0.8702052203738425,0.8706901040351203,0.8697208764713235,0.8697208764713235,0.21021665607537798,0.789783343924622,0.1302791235286766
197,testis,7,2,0.012481372313644873,0.8630326327809869,0.8633887693550676,0.8626767898891229,0.8626767898891229,0.28297430437358007,0.7170256956264199,0.13732321011087706
198,breast,7,3,0.014260386992147744,0.8409243832525277,0.8415516314903844,0.8402980693538272,0.8402980693538272,0.23825242328303545,0.7617475767169646,0.15970193064617272
199,kidney,7,3,0.018193929497350787,0.8706241855030782,0.8689659332305858,0.8722887787792528,0.8722887787792528,0.21407247473567048,0.7859275252643295,0.1277112212207472
200,testis,7,3,0.012417990392661468,0.8624420659169165,0.8630073981147628,0.8618774739010671,0.8618774739010671,0.28362662987650805,0.716373370123492,0.13812252609893289
201,breast,7,4,0.014273639545965725,0.8407061960283032,0.8415037157487977,0.8399101865458989,0.8399101865458989,0.23822802540823385,0.7617719745917662,0.16008981345410117
202,kidney,7,4,0.01827201927647079,0.8702380499573455,0.8702056264539431,0.8702704758770108,0.8702704758770108,0.21125514982988663,0.7887448501701133,0.12972952412298916
203,testis,7,4,0.012472285022067224,0.8625459114004848,0.8619608324724953,0.8631317851438625,0.8631317851438625,0.2865568460436833,0.7134431539563166,0.1368682148561376
204,breast,7,5,0.014280320462553925,0.8408969559909711,0.8405250353499045,0.8412692059171666,0.8412692059171666,0.24036642737613773,0.7596335726238622,0.15873079408283347
205,kidney,7,5,0.01832369805272215,0.8703988246266552,0.8725529813568657,0.868255278056157,0.868255278056157,0.2063974752726046,0.7936025247273953,0.13174472194384304
206,testis,7,5,0.012382850687774831,0.8631170392254832,0.8640192294867595,0.8622167310941876,0.8622167310941876,0.2813127488396854,0.7186872511603146,0.13778326890581236
207,breast,7,6,0.014239369310305838,0.8409465921698063,0.8428396786085931,0.8390619907251217,0.8390619907251217,0.23560740662072213,0.7643925933792779,0.16093800927487834
208,kidney,7,6,0.018193433297325996,0.8699418358019128,0.871488712620146,0.8684004406110489,0.8684004406110489,0.2084100306873641,0.7915899693126359,0.13159955938895104
209,testis,7,6,0.0123118293189982,0.8640597035892902,0.8649845340161032,0.8631368486840583,0.8631368486840583,0.2793017867720385,0.7206982132279616,0.13686315131594176
210,breast,7,8,0.014234807040127351,0.8408268706664824,0.8438368366341052,0.8378383014735734,0.8378383014735734,0.2334948376967258,0.7665051623032741,0.16216169852642653
211,kidney,7,8,0.018328914637687557,0.8693369239608735,0.8701187808053205,0.8685564709507992,0.8685564709507992,0.21100121157604693,0.7889987884239531,0.13144352904920079
212,testis,7,8,0.012447507881263293,0.8623796079533153,0.8632691256652358,0.861491921483299,0.861491921483299,0.2828723316512833,0.7171276683487168,0.138508078516701
213,breast,7,9,0.014277672011505978,0.8414942189093613,0.8416354127142414,0.8413530724702322,0.8413530724702322,0.23840168087005692,0.7615983191299431,0.15864692752976786
214,kidney,7,9,0.0182595239703285,0.869475785598917,0.870383796204822,0.8685696675466985,0.8685696675466985,0.21050975893553125,0.7894902410644687,0.13143033245330152
215,testis,7,9,0.012332231729121474,0.8636648292283448,0.8649038032553318,0.8624293997824124,0.8624293997824124,0.27926579639946314,0.7207342036005369,0.13757060021758755
216,breast,8,0,0.014373345231593603,0.8392583595572404,0.8355772862678834,0.8429720097482596,0.8429720097482596,0.24539326736159922,0.7546067326384007,0.15702799025174044
217,kidney,8,0,0.018378344422151777,0.8689387375120059,0.8679352148191252,0.8699445834739614,0.8699445834739614,0.21441870191120674,0.7855812980887933,0.1300554165260386
218,testis,8,0,0.012575011244785998,0.8608052246815047,0.8629050585335439,0.8587155856901998,0.8587155856901998,0.28104902111570856,0.7189509788842914,0.14128441430980018
219,breast,8,1,0.01432389546369072,0.8388190656410885,0.8368979793067405,0.8407489919151644,0.8407489919151644,0.24239713393568396,0.757602866064316,0.15925100808483558
220,kidney,8,1,0.018108666193380554,0.8703808821135416,0.8696898853443048,0.8710729777945062,0.8710729777945062,0.21141685268138324,0.7885831473186168,0.12892702220549374
221,testis,8,1,0.012664363193354638,0.8603404082205842,0.8591755269161705,0.8615084525357607,0.8615084525357607,0.2908908735521308,0.7091091264478693,0.13849154746423928
222,breast,8,2,0.014326482695412215,0.8397108741816539,0.8372143171329095,0.8422223651335586,0.8422223651335586,0.24225939699619875,0.7577406030038013,0.15777763486644136
223,kidney,8,2,0.018250989618111117,0.8694304566258855,0.869133501764486,0.8697276144764203,0.8697276144764203,0.2121273197252861,0.7878726802747139,0.13027238552357964
224,testis,8,2,0.012686406493100271,0.8604683003015707,0.8599369286146593,0.8610003290842325,0.8610003290842325,0.28889144396445526,0.7111085560355448,0.13899967091576748
225,breast,8,3,0.014270231288697923,0.8403503146610514,0.8379858034995891,0.8427282072743363,0.8427282072743363,0.24103396422531492,0.7589660357746851,0.15727179272566366
226,kidney,8,3,0.018157985497684378,0.8706395996952349,0.8682026730346437,0.8730902451049772,0.8730902451049772,0.2146920553660417,0.7853079446339583,0.1269097548950228
227,testis,8,3,0.012606905244650182,0.8602257511028154,0.8599030002419199,0.860548744333445,0.860548744333445,0.28882126234337924,0.7111787376566208,0.13945125566655503
228,breast,8,4,0.01428220338594964,0.8401360186029947,0.8379412183149225,0.8423423466660012,0.8423423466660012,0.2410027249194523,0.7589972750805477,0.15765765333399884
229,kidney,8,4,0.018275915383345064,0.8699649017852114,0.8691515298760311,0.8707797974644956,0.8707797974644956,0.2123502854465109,0.7876497145534891,0.12922020253550437
230,testis,8,4,0.012688921451377682,0.8598586922228623,0.8583915452463682,0.861330863027024,0.861330863027024,0.29271708892608683,0.7072829110739132,0.13866913697297595
231,breast,8,5,0.01428318461160254,0.8402871452867581,0.8369314854577397,0.8436698223409452,0.8436698223409452,0.24317953655069785,0.7568204634493022,0.15633017765905471
232,kidney,8,5,0.018307728866057752,0.8697107678119952,0.8710785682746871,0.8683472561587311,0.8683472561587311,0.20817692141025188,0.7918230785897481,0.1316527438412689
233,testis,8,5,0.012599129299799833,0.8603634328742279,0.860375282338853,0.8603515837359904,0.8603515837359904,0.2876236951071464,0.7123763048928535,0.13964841626400964
234,breast,8,6,0.01424111892432714,0.8404906034767855,0.8393818394517238,0.8416023005738956,0.8416023005738956,0.2382408862875067,0.7617591137124933,0.15839769942610432
235,kidney,8,6,0.01821056973090254,0.8696725956045119,0.8704354627366112,0.8689110644856746,0.8689110644856746,0.20950589788421906,0.790494102115781,0.1310889355143254
236,testis,8,6,0.012531578856189935,0.8613309218883933,0.8613643266769556,0.8612975196906898,0.8612975196906898,0.285572002610159,0.714427997389841,0.13870248030931018
237,breast,8,7,0.014234807040127351,0.8408268706664824,0.8378383014735734,0.8438368366341052,0.8438368366341052,0.24161331135222175,0.7583866886477783,0.15616316336589472
238,kidney,8,7,0.018328914637687557,0.8693369239608735,0.8685564709507992,0.8701187808053205,0.8701187808053205,0.21330009422506185,0.7866999057749382,0.12988121919467951
239,testis,8,7,0.012447507881263293,0.8623796079533153,0.861491921483299,0.8632691256652358,0.8632691256652358,0.28591992426357826,0.7140800757364217,0.1367308743347642
240,breast,8,9,0.01432169728937095,0.840594405577682,0.8377467028430768,0.8434615344006251,0.8434615344006251,0.2416686901217055,0.7583313098782946,0.15653846559937495
241,kidney,8,9,0.018314360077424933,0.8687256555122764,0.8688513495643029,0.8685999978225334,0.8685999978225334,0.21237799869999646,0.7876220013000035,0.13140000217746664
242,testis,8,9,0.012538385184445245,0.8610194908528195,0.861365840706809,0.8606734194171295,0.8606734194171295,0.28536145774693106,0.714638542253069,0.1393265805828705
243,breast,9,0,0.014435241975635591,0.8396733113299597,0.8388292816591456,0.8405190412361502,0.8405190412361502,0.24299202161994682,0.7570079783800532,0.15948095876384977
244,kidney,9,0,0.01829650408176015,0.8695319804490442,0.8684022888177675,0.8706646151069679,0.8706646151069679,0.21356029090323037,0.7864397090967696,0.12933538489303212
245,testis,9,0,0.012450360669757084,0.8620731891261246,0.8638279306105087,0.8603255621965401,0.8603255621965401,0.27869558735837807,0.7213044126416219,0.1396744378034599
246,breast,9,1,0.0143841513009266,0.8390464578596124,0.839973591204457,0.8381213689326498,0.8381213689326498,0.24025079826833864,0.7597492017316614,0.1618786310673503
247,kidney,9,1,0.01798405754184884,0.8710553731169872,0.8702380462489412,0.8718742366937736,0.8718742366937736,0.21042890095389669,0.7895710990461033,0.1281257633062264
248,testis,9,1,0.012563765349747926,0.8613578998402859,0.8598463709362612,0.8628747523535032,0.8628747523535032,0.2890265354800238,0.7109734645199761,0.13712524764649683
249,breast,9,2,0.014366436601996735,0.840004711508336,0.8403553616733409,0.8396543538487645,0.8396543538487645,0.24000694271115738,0.7599930572888426,0.16034564615123545
250,kidney,9,2,0.018175797301284987,0.8694877702976671,0.8690651138464551,0.8699108380538394,0.8699108380538394,0.21213876325835793,0.7878612367416421,0.13008916194616055
251,testis,9,2,0.012583544748303354,0.8615308020345182,0.8606529249427348,0.8624104718468281,0.8624104718468281,0.2869394752534287,0.7130605247465712,0.13758952815317194
252,breast,9,3,0.014319213615575506,0.8400868620856916,0.8405723650239615,0.839601919663201,0.839601919663201,0.23960386381958132,0.7603961361804187,0.1603980803367991
253,kidney,9,3,0.018090315438736553,0.8708792114363141,0.8683163500851031,0.8734572462945129,0.8734572462945129,0.21440640833224212,0.7855935916677579,0.1265427537054871
254,testis,9,3,0.012484138329009482,0.8618603391904386,0.8611908255844105,0.862530894603247,0.862530894603247,0.28569320214669053,0.7143067978533095,0.13746910539675308
255,breast,9,4,0.01434517804785172,0.8399944090184631,0.8406500913301741,0.8393397487353828,0.8393397487353828,0.2393901315959342,0.7606098684040657,0.16066025126461722
256,kidney,9,4,0.018136812695464688,0.8706889685539039,0.8697492135026822,0.871630756593021,0.871630756593021,0.21128131389949334,0.7887186861005067,0.12836924340697894
257,testis,9,4,0.012561694981885141,0.8608778020165869,0.8590640824670774,0.8626991962869166,0.8626991962869166,0.290845259391771,0.709154740608229,0.13730080371308334
258,breast,9,5,0.014353390019744377,0.8405215637384483,0.8400089505482211,0.8410348029523307,0.8410348029523307,0.24102252938459465,0.7589774706154053,0.15896519704766934
259,kidney,9,5,0.018248290059408947,0.8700136169311115,0.8712556538670969,0.8687751161781248,0.8687751161781248,0.2077935977114538,0.7922064022885462,0.13122488382187525
260,testis,9,5,0.01249121618891056,0.8617202527170711,0.8613857582338563,0.8620550070839049,0.8620550070839049,0.28507006559332143,0.7149299344066786,0.13794499291609508
261,breast,9,6,0.014309511782691525,0.8409303578619137,0.8426817208397992,0.8391862595740056,0.8391862595740056,0.23572512601594528,0.7642748739840547,0.1608137404259944
262,kidney,9,6,0.01816171492362099,0.8700048108884886,0.8706419059460319,0.86936864754194,0.86936864754194,0.20907410578482427,0.7909258942151757,0.13063135245805996
263,testis,9,6,0.012418824974667841,0.8627483542159483,0.8624350207578368,0.8630619154327566,0.8630619154327566,0.2828980322003578,0.7171019677996422,0.1369380845672434
264,breast,9,7,0.014277672011505978,0.8414942189093613,0.8413530724702322,0.8416354127142414,0.8416354127142414,0.23878623048079708,0.7612137695192029,0.1583645872857587
265,kidney,9,7,0.0182595239703285,0.869475785598917,0.8685696675466985,0.870383796204822,0.870383796204822,0.21317878259818487,0.7868212174018151,0.129616203795178
266,testis,9,7,0.012332231729121474,0.8636648292283448,0.8624293997824124,0.8649038032553318,0.8649038032553318,0.28351520572450806,0.7164847942754919,0.13509619674466822
267,breast,9,8,0.01432169728937095,0.840594405577682,0.8434615344006251,0.8377467028430768,0.8377467028430768,0.23393780822625204,0.7660621917737479,0.16225329715692313
268,kidney,9,8,0.018314360077424933,0.8687256555122764,0.8685999978225334,0.8688513495643029,0.8688513495643029,0.21274691016046013,0.7872530898395399,0.13114865043569715
269,testis,9,8,0.012538385184445245,0.8610194908528195,0.8606734194171295,0.861365840706809,0.861365840706809,0.28654293381037566,0.7134570661896243,0.13863415929319095
