	tissue	num_clusters	cluster_id	max_intra_dist
0	Adipose_Tissue	1	0	0.9693101511647813
1	Adipose_Tissue	2	0	0.8582383646565748
2	Adipose_Tissue	2	1	0.5675813037503892
3	Adipose_Tissue	3	0	0.5936027115278122
4	Adipose_Tissue	3	1	0.5675813037503892
5	Adipose_Tissue	3	2	0.4191408267921846
6	Adipose_Tissue	4	0	0.4742089620501689
7	Adipose_Tissue	4	1	0.3824077589830555
8	Adipose_Tissue	4	2	0.5675813037503892
9	Adipose_Tissue	4	3	0.4191408267921846
10	Adipose_Tissue	5	0	0.4742089620501689
11	Adipose_Tissue	5	1	0.3824077589830555
12	Adipose_Tissue	5	2	0.4271518307274634
13	Adipose_Tissue	5	3	0.4191408267921846
14	Adipose_Tissue	5	4	0.2568081588903018
15	Adipose_Tissue	6	0	0.313646566219834
16	Adipose_Tissue	6	1	0.3824077589830555
17	Adipose_Tissue	6	2	0.3939754380219138
18	Adipose_Tissue	6	3	0.4271518307274634
19	Adipose_Tissue	6	4	0.4191408267921846
20	Adipose_Tissue	6	5	0.2568081588903018
21	Adipose_Tissue	7	0	0.313646566219834
22	Adipose_Tissue	7	1	0.3824077589830555
23	Adipose_Tissue	7	2	0.3939754380219138
24	Adipose_Tissue	7	3	0.294489060119617
25	Adipose_Tissue	7	4	0.4191408267921846
26	Adipose_Tissue	7	5	0.3819729920169664
27	Adipose_Tissue	7	6	0.2568081588903018
28	Adipose_Tissue	8	0	0.313646566219834
29	Adipose_Tissue	8	1	0.3824077589830555
30	Adipose_Tissue	8	2	0.3939754380219138
31	Adipose_Tissue	8	3	0.294489060119617
32	Adipose_Tissue	8	4	0.3354417378654451
33	Adipose_Tissue	8	5	0.3819729920169664
34	Adipose_Tissue	8	6	0.2568081588903018
35	Adipose_Tissue	8	7	0.1578960103040105
36	Adipose_Tissue	9	0	0.313646566219834
37	Adipose_Tissue	9	1	0.3824077589830555
38	Adipose_Tissue	9	2	0.2332100237763387
39	Adipose_Tissue	9	3	0.294489060119617
40	Adipose_Tissue	9	4	0.3354417378654451
41	Adipose_Tissue	9	5	0.2786066309532498
42	Adipose_Tissue	9	6	0.3819729920169664
43	Adipose_Tissue	9	7	0.2568081588903018
44	Adipose_Tissue	9	8	0.1578960103040105
