,total_edges,signif_edges,Weighted degree per TF,#(total edges)/#(signif. edges) per TF
ENSG00000169764,143.0,18.0,39.94162260424662,7.944444444444445
ENSG00000109320,101.0,27.0,27.367483387086715,3.740740740740741
ENSG00000175395,99.0,14.0,22.390844120918945,7.071428571428571
ENSG00000141994,64.0,23.0,26.76809504758148,2.782608695652174
ENSG00000136932,54.0,4.0,9.995578811667329,13.5
ENSG00000170345,37.0,2.0,5.917219364523403,18.5
ENSG00000134852,165.0,30.0,53.69038158675933,5.5
ENSG00000112033,73.0,8.0,15.01763861830614,9.125
ENSG00000173334,20.0,2.0,5.405532976962948,10.0
ENSG00000151702,103.0,13.0,25.78557323221482,7.923076923076923
ENSG00000171867,56.0,9.0,13.534543543299186,6.222222222222222
ENSG00000100889,76.0,8.0,17.224017329091417,9.5
ENSG00000156467,110.0,9.0,25.79496554327112,12.222222222222221
ENSG00000074657,152.0,17.0,27.936976117278046,8.941176470588236
ENSG00000119138,35.0,2.0,5.266713816226156,17.5
ENSG00000165684,85.0,29.0,33.853750195718554,2.9310344827586206
ENSG00000168795,54.0,18.0,23.898236230638847,3.0
ENSG00000118217,165.0,45.0,52.97150096425807,3.6666666666666665
ENSG00000180806,84.0,10.0,20.11841389352506,8.4
ENSG00000185551,73.0,10.0,14.130884001599581,7.3
ENSG00000275111,38.0,5.0,7.345799571002873,7.6
ENSG00000178175,73.0,11.0,20.416713157221523,6.636363636363637
ENSG00000168286,118.0,23.0,29.9020295941489,5.130434782608695
ENSG00000221944,35.0,6.0,6.902251262403138,5.833333333333333
ENSG00000053254,111.0,13.0,24.081637770279748,8.538461538461538
ENSG00000166261,64.0,26.0,31.163171868204266,2.4615384615384617
ENSG00000256683,35.0,5.0,8.458991825142029,7.0
ENSG00000122386,96.0,16.0,20.66106026151691,6.0
ENSG00000066136,102.0,48.0,48.771372421912616,2.125
ENSG00000116809,88.0,12.0,19.881190299856243,7.333333333333333
ENSG00000198911,44.0,1.0,4.684440413444455,44.0
ENSG00000178177,81.0,11.0,18.24986007382828,7.363636363636363
ENSG00000119927,79.0,10.0,18.328792201648852,7.9
ENSG00000267680,73.0,12.0,14.99139116677071,6.083333333333333
ENSG00000173757,136.0,25.0,30.815347820668837,5.44
ENSG00000184677,74.0,7.0,17.54436067381737,10.571428571428571
ENSG00000141644,122.0,64.0,68.04548266447289,1.90625
ENSG00000102034,95.0,6.0,16.384835886489736,15.833333333333334
ENSG00000187079,116.0,20.0,31.229526844860583,5.8
ENSG00000125676,139.0,65.0,63.42473324468454,2.1384615384615384
ENSG00000177508,59.0,30.0,37.328792604225235,1.9666666666666666
ENSG00000112592,88.0,37.0,43.260284407916316,2.3783783783783785
ENSG00000196793,52.0,7.0,9.77200379533207,7.428571428571429
ENSG00000119950,72.0,13.0,23.41836537359064,5.538461538461538
ENSG00000104064,70.0,10.0,12.545577911781411,7.0
ENSG00000107371,92.0,31.0,30.310283643145134,2.967741935483871
ENSG00000172922,121.0,20.0,30.082576934869206,6.05
ENSG00000164002,68.0,8.0,12.559525755359962,8.5
ENSG00000001497,84.0,16.0,19.582611541804525,5.25
ENSG00000198551,54.0,24.0,30.05497079918528,2.25
ENSG00000196456,81.0,10.0,18.925829771209365,8.1
ENSG00000120738,28.0,1.0,5.187667983813249,28.0
ENSG00000143171,55.0,4.0,9.218200336715391,13.75
ENSG00000102878,63.0,15.0,16.966718570410297,4.2
ENSG00000171222,105.0,34.0,46.11125591937563,3.088235294117647
ENSG00000181135,85.0,16.0,22.505012328436273,5.3125
ENSG00000167635,88.0,28.0,34.19510528244185,3.142857142857143
ENSG00000167182,49.0,1.0,5.487393181297137,49.0
ENSG00000140968,61.0,2.0,8.486090974383641,30.5
ENSG00000122299,102.0,33.0,36.56522614408037,3.090909090909091
ENSG00000137871,98.0,26.0,27.85074336935412,3.769230769230769
ENSG00000171827,81.0,17.0,20.908379060069038,4.764705882352941
ENSG00000132005,50.0,10.0,9.952275791579234,5.0
ENSG00000113356,58.0,4.0,8.540202232658912,14.5
ENSG00000080802,102.0,29.0,26.502708349262548,3.5172413793103448
ENSG00000164654,117.0,32.0,35.901095524874954,3.65625
ENSG00000131759,43.0,7.0,9.443739043447737,6.142857142857143
ENSG00000121691,79.0,11.0,24.023502615353994,7.181818181818182
ENSG00000153207,122.0,10.0,27.33374548421777,12.2
ENSG00000155506,120.0,24.0,38.93808169153189,5.0
ENSG00000083520,98.0,34.0,42.12058580304245,2.8823529411764706
ENSG00000136944,50.0,19.0,22.22741020681511,2.6315789473684212
ENSG00000167157,72.0,7.0,12.061245127884916,10.285714285714286
ENSG00000131848,68.0,9.0,12.354864851944141,7.555555555555555
ENSG00000153922,135.0,24.0,34.23028435922809,5.625
ENSG00000173875,55.0,15.0,15.449050845199153,3.6666666666666665
ENSG00000170260,60.0,28.0,28.577073129964322,2.142857142857143
ENSG00000161813,149.0,10.0,25.737287416011327,14.9
ENSG00000083812,82.0,26.0,29.62138662751323,3.1538461538461537
ENSG00000123411,74.0,4.0,8.784709989448565,18.5
ENSG00000092820,50.0,5.0,9.599136221901395,10.0
ENSG00000112200,108.0,36.0,43.41885243835172,3.0
ENSG00000116096,123.0,13.0,31.668574331294447,9.461538461538462
ENSG00000204859,62.0,28.0,26.571566822587183,2.2142857142857144
ENSG00000171163,82.0,25.0,31.083492219806296,3.28
ENSG00000143418,93.0,30.0,30.34742871827739,3.1
ENSG00000128928,72.0,11.0,13.263913492391987,6.545454545454546
ENSG00000100714,99.0,24.0,31.90988896162483,4.125
ENSG00000175213,62.0,13.0,14.496021783950681,4.769230769230769
ENSG00000185880,87.0,5.0,17.080434340591978,17.4
ENSG00000138380,39.0,11.0,14.407475425079884,3.5454545454545454
ENSG00000126767,88.0,12.0,22.50467099367286,7.333333333333333
ENSG00000164749,33.0,2.0,4.842172428420265,16.5
ENSG00000125846,68.0,25.0,28.196046935588274,2.72
ENSG00000166188,67.0,12.0,18.05862531666848,5.583333333333333
ENSG00000120798,71.0,7.0,14.540304020716281,10.142857142857142
ENSG00000186448,86.0,26.0,23.93143818295885,3.3076923076923075
ENSG00000140836,92.0,3.0,13.584722457846356,30.666666666666668
ENSG00000233608,118.0,5.0,17.074963011293317,23.6
ENSG00000181894,54.0,18.0,20.867748204107162,3.0
ENSG00000126953,131.0,24.0,36.74189217342402,5.458333333333333
ENSG00000131931,122.0,26.0,34.0398898273414,4.6923076923076925
ENSG00000049245,117.0,16.0,24.94993598883114,7.3125
ENSG00000112992,155.0,26.0,44.30582201026996,5.961538461538462
ENSG00000010030,26.0,4.0,6.833055943663772,6.5
ENSG00000095574,69.0,26.0,27.57739768862448,2.6538461538461537
ENSG00000119866,50.0,8.0,8.731614704150907,6.25
ENSG00000165156,126.0,26.0,37.873947546825896,4.846153846153846
ENSG00000165030,79.0,5.0,12.784021162900725,15.8
ENSG00000143889,100.0,21.0,24.04880374456403,4.761904761904762
ENSG00000058729,117.0,13.0,22.68291583697328,9.0
ENSG00000071243,69.0,5.0,8.97007272707514,13.8
ENSG00000143498,57.0,7.0,12.159458106778995,8.142857142857142
ENSG00000162367,57.0,4.0,13.800243667000867,14.25
ENSG00000176182,63.0,5.0,9.108800469862928,12.6
ENSG00000127022,174.0,34.0,46.887386534276736,5.117647058823529
ENSG00000197608,77.0,24.0,22.18647850907344,3.2083333333333335
ENSG00000196189,63.0,17.0,21.860230554017022,3.7058823529411766
ENSG00000157933,91.0,12.0,19.41301007289697,7.583333333333333
ENSG00000181449,33.0,1.0,3.831883710589176,33.0
ENSG00000123933,62.0,4.0,9.083882075480536,15.5
ENSG00000214029,59.0,9.0,10.431079854826034,6.555555555555555
ENSG00000067955,99.0,23.0,20.38036020455811,4.304347826086956
ENSG00000104856,46.0,3.0,7.604541466667201,15.333333333333334
ENSG00000184905,31.0,1.0,4.719192886884184,31.0
ENSG00000140548,82.0,16.0,22.03811073641374,5.125
ENSG00000101457,121.0,40.0,38.16611870725646,3.025
ENSG00000054392,43.0,8.0,13.198894405969071,5.375
ENSG00000170265,70.0,29.0,27.378289064661782,2.413793103448276
ENSG00000153071,73.0,10.0,21.340207872154235,7.3
ENSG00000059728,74.0,18.0,21.21698577475012,4.111111111111111
ENSG00000100968,55.0,5.0,8.63798212572992,11.0
ENSG00000139793,67.0,6.0,12.473435958037147,11.166666666666666
ENSG00000168874,79.0,3.0,14.670140923704546,26.333333333333332
ENSG00000126603,59.0,4.0,8.342793999127046,14.75
ENSG00000120784,35.0,9.0,9.657580729285568,3.888888888888889
ENSG00000139687,125.0,26.0,34.15363235900896,4.8076923076923075
ENSG00000178665,31.0,2.0,5.122368932721318,15.5
ENSG00000260027,77.0,3.0,10.798982744166718,25.666666666666668
ENSG00000157212,78.0,45.0,46.22345431971624,1.7333333333333334
ENSG00000229809,126.0,23.0,32.944244459798334,5.478260869565218
ENSG00000068784,132.0,17.0,29.474869956745056,7.764705882352941
ENSG00000126705,58.0,11.0,12.834960579281713,5.2727272727272725
ENSG00000164164,129.0,9.0,18.426451671713153,14.333333333333334
ENSG00000088876,53.0,2.0,5.998918830166686,26.5
ENSG00000177311,97.0,28.0,23.88411790661192,3.4642857142857144
ENSG00000153560,101.0,15.0,19.99581388195755,6.733333333333333
ENSG00000173039,76.0,16.0,20.272352493544357,4.75
ENSG00000075407,76.0,10.0,11.7338322918477,7.6
ENSG00000198131,25.0,4.0,5.065703273977907,6.25
ENSG00000166529,42.0,3.0,6.506845369816077,14.0
ENSG00000198353,59.0,6.0,10.895869570289003,9.833333333333334
ENSG00000111328,108.0,5.0,14.050985595584134,21.6
ENSG00000163884,114.0,15.0,27.282710356217976,7.6
ENSG00000006704,37.0,15.0,13.927117803433408,2.466666666666667
ENSG00000187187,51.0,12.0,13.862394390083356,4.25
ENSG00000107077,111.0,39.0,38.522117318179134,2.8461538461538463
ENSG00000184271,77.0,6.0,12.056887069280165,12.833333333333334
ENSG00000167562,38.0,7.0,9.840735030107673,5.428571428571429
ENSG00000067225,115.0,38.0,41.491960995796646,3.026315789473684
ENSG00000157554,91.0,10.0,18.49656446959399,9.1
ENSG00000185869,41.0,4.0,7.272215215908343,10.25
ENSG00000180884,44.0,5.0,9.381350093151962,8.8
ENSG00000126561,112.0,8.0,16.00935052697863,14.0
ENSG00000116016,72.0,6.0,16.628504368945638,12.0
ENSG00000108312,66.0,4.0,7.7969338597162885,16.5
ENSG00000153879,93.0,8.0,21.015380990081702,11.625
ENSG00000082641,96.0,17.0,26.65248243481997,5.647058823529412
ENSG00000126746,80.0,22.0,23.22110537233868,3.6363636363636362
ENSG00000172530,69.0,15.0,17.01181774596242,4.6
ENSG00000178913,71.0,21.0,25.818470999205502,3.380952380952381
ENSG00000028839,92.0,10.0,16.085376940190393,9.2
ENSG00000124444,100.0,19.0,26.089633263580946,5.2631578947368425
ENSG00000100281,71.0,19.0,20.212420348803395,3.736842105263158
ENSG00000136936,68.0,11.0,13.736690562353775,6.181818181818182
ENSG00000100335,101.0,15.0,26.70914313069769,6.733333333333333
ENSG00000167394,117.0,18.0,28.80488930160207,6.5
ENSG00000176624,69.0,24.0,19.106398077239763,2.875
ENSG00000198298,53.0,3.0,6.9396951177334625,17.666666666666668
ENSG00000178605,61.0,3.0,9.27469024098821,20.333333333333332
ENSG00000182742,30.0,1.0,4.2337358542541494,30.0
ENSG00000134107,48.0,10.0,10.507910209210474,4.8
ENSG00000196843,46.0,3.0,9.331705855163175,15.333333333333334
ENSG00000085644,70.0,13.0,15.984334091421985,5.384615384615385
ENSG00000139613,96.0,23.0,27.661402890880986,4.173913043478261
ENSG00000167785,70.0,9.0,9.473171371786846,7.777777777777778
ENSG00000172748,40.0,1.0,4.427245198249196,40.0
ENSG00000116833,67.0,4.0,11.046801309439743,16.75
ENSG00000029363,88.0,27.0,32.17082605981423,3.259259259259259
ENSG00000196437,56.0,10.0,14.261577125027248,5.6
ENSG00000171448,45.0,10.0,11.537210528889547,4.5
ENSG00000177683,49.0,7.0,9.536285301496505,7.0
ENSG00000198093,54.0,15.0,16.138906341147795,3.6
ENSG00000187098,65.0,7.0,10.159835504598725,9.285714285714286
ENSG00000169857,91.0,4.0,16.51944175377956,22.75
ENSG00000162924,105.0,27.0,26.561145590189142,3.888888888888889
ENSG00000168612,65.0,8.0,17.13514290342463,8.125
ENSG00000071626,82.0,10.0,20.724930238396418,8.2
ENSG00000182141,34.0,6.0,8.560296117463198,5.666666666666667
ENSG00000278129,71.0,12.0,14.014725736432174,5.916666666666667
ENSG00000239672,132.0,51.0,55.65716833879983,2.588235294117647
ENSG00000114439,99.0,37.0,33.464914591177795,2.675675675675676
ENSG00000198556,58.0,8.0,11.534635250874064,7.25
ENSG00000163577,117.0,24.0,29.738075948863898,4.875
ENSG00000081386,94.0,35.0,33.074392556266005,2.6857142857142855
ENSG00000108953,176.0,27.0,41.84988546887451,6.518518518518518
ENSG00000130584,65.0,3.0,9.00094181008953,21.666666666666668
ENSG00000123352,68.0,12.0,15.901994041025057,5.666666666666667
ENSG00000177045,101.0,16.0,20.481421303820056,6.3125
ENSG00000243943,94.0,12.0,15.42666401233344,7.833333333333333
ENSG00000167393,78.0,16.0,18.282296863386012,4.875
ENSG00000010244,84.0,35.0,35.06532069529333,2.4
ENSG00000177853,46.0,9.0,8.373488768317545,5.111111111111111
ENSG00000150907,88.0,3.0,10.953747619656111,29.333333333333332
ENSG00000129514,64.0,18.0,18.651304324803895,3.5555555555555554
ENSG00000143178,85.0,6.0,9.652447393431498,14.166666666666666
ENSG00000198521,37.0,6.0,8.948517218103392,6.166666666666667
ENSG00000113300,81.0,24.0,23.762358667216024,3.375
ENSG00000170684,47.0,6.0,7.562178117564114,7.833333333333333
ENSG00000141905,136.0,19.0,33.1834945414998,7.157894736842105
ENSG00000165819,68.0,29.0,30.346107326095634,2.3448275862068964
ENSG00000119042,91.0,6.0,11.723868173053617,15.166666666666666
ENSG00000183621,104.0,16.0,22.8484886408023,6.5
ENSG00000141510,61.0,3.0,8.657905918383925,20.333333333333332
ENSG00000126456,85.0,22.0,19.012574837956357,3.8636363636363638
ENSG00000149136,130.0,41.0,43.12678989074244,3.1707317073170733
ENSG00000110851,101.0,26.0,26.401896709758386,3.8846153846153846
ENSG00000125398,28.0,4.0,4.839748795542099,7.0
ENSG00000205189,49.0,9.0,11.524649778680823,5.444444444444445
ENSG00000186951,119.0,16.0,25.996381968241224,7.4375
ENSG00000188785,61.0,6.0,9.598957563163282,10.166666666666666
ENSG00000196263,48.0,5.0,7.93157473124455,9.6
ENSG00000101493,58.0,18.0,23.273046716141668,3.2222222222222223
ENSG00000188290,54.0,4.0,7.5795491412029286,13.5
ENSG00000167962,102.0,26.0,25.507641786586266,3.923076923076923
ENSG00000149929,81.0,6.0,13.841532831973286,13.5
ENSG00000198453,63.0,24.0,22.04855583619358,2.625
ENSG00000180626,78.0,8.0,10.225709272411663,9.75
ENSG00000214717,99.0,10.0,19.282593070388582,9.9
ENSG00000189164,59.0,7.0,11.016078634981264,8.428571428571429
ENSG00000125347,39.0,2.0,6.084125168035655,19.5
ENSG00000135899,41.0,5.0,10.892868063863261,8.2
ENSG00000189403,107.0,17.0,17.568492143302045,6.294117647058823
ENSG00000164916,100.0,5.0,11.561910257170213,20.0
ENSG00000167528,103.0,4.0,13.623443221336691,25.75
ENSG00000185122,66.0,3.0,8.456650732084617,22.0
ENSG00000162419,76.0,14.0,16.50821590304788,5.428571428571429
ENSG00000096746,64.0,14.0,17.9655492057531,4.571428571428571
ENSG00000120690,90.0,13.0,16.931520352180947,6.923076923076923
ENSG00000177888,123.0,39.0,34.154602962193024,3.1538461538461537
ENSG00000102984,52.0,7.0,9.374098063222547,7.428571428571429
ENSG00000079263,28.0,2.0,6.181027406433394,14.0
ENSG00000158711,113.0,36.0,33.95745170107692,3.138888888888889
ENSG00000186130,57.0,10.0,13.031895738210716,5.7
ENSG00000105866,51.0,11.0,13.067478073997922,4.636363636363637
ENSG00000197062,64.0,15.0,15.876910319683562,4.266666666666667
ENSG00000112365,74.0,12.0,11.869863235715476,6.166666666666667
ENSG00000184517,86.0,12.0,16.641712008255038,7.166666666666667
ENSG00000177733,101.0,8.0,13.58240401338028,12.625
ENSG00000106852,65.0,4.0,9.97067847817774,16.25
ENSG00000134453,76.0,9.0,13.062854777100005,8.444444444444445
ENSG00000204611,60.0,9.0,10.72205985222732,6.666666666666667
ENSG00000086589,103.0,41.0,32.680400429803534,2.5121951219512195
ENSG00000187607,56.0,16.0,14.022761363267119,3.5
ENSG00000171291,48.0,19.0,17.128858759223686,2.526315789473684
ENSG00000159882,37.0,4.0,7.689955958920957,9.25
ENSG00000156853,57.0,7.0,9.757947884140291,8.142857142857142
ENSG00000167384,76.0,18.0,20.106726302320016,4.222222222222222
ENSG00000160908,59.0,2.0,6.705957875128636,29.5
ENSG00000174099,72.0,13.0,14.343139707583202,5.538461538461538
ENSG00000178935,37.0,3.0,6.118644188466185,12.333333333333334
ENSG00000130856,58.0,9.0,11.96518762514533,6.444444444444445
ENSG00000165259,35.0,7.0,7.443996900792987,5.0
ENSG00000197008,53.0,15.0,19.288383006371898,3.533333333333333
ENSG00000142611,46.0,7.0,10.539145333251016,6.571428571428571
ENSG00000197905,109.0,24.0,25.468247609483303,4.541666666666667
ENSG00000135363,58.0,5.0,9.598578521264304,11.6
ENSG00000071575,48.0,3.0,7.0448097727766426,16.0
ENSG00000123685,95.0,7.0,18.676109977160777,13.571428571428571
ENSG00000138029,70.0,4.0,11.968778210864796,17.5
ENSG00000196693,51.0,8.0,11.685340520209627,6.375
ENSG00000147140,86.0,25.0,24.849906953088166,3.44
ENSG00000187109,82.0,4.0,10.920239688423688,20.5
ENSG00000078403,133.0,52.0,43.95791922201359,2.5576923076923075
ENSG00000105722,65.0,7.0,11.442030131825163,9.285714285714286
ENSG00000115524,75.0,25.0,21.680172616682107,3.0
ENSG00000139187,54.0,2.0,7.72639416674858,27.0
ENSG00000109787,82.0,7.0,16.396756715949948,11.714285714285714
ENSG00000196267,38.0,7.0,7.439164732786921,5.428571428571429
ENSG00000179922,33.0,3.0,5.620342967681988,11.0
ENSG00000100823,125.0,29.0,34.18900542331406,4.310344827586207
ENSG00000172534,105.0,20.0,20.828875455340526,5.25
ENSG00000221869,43.0,2.0,4.628308813136597,21.5
ENSG00000102935,73.0,3.0,10.119294305377927,24.333333333333332
ENSG00000152926,73.0,2.0,10.423019201524593,36.5
ENSG00000143067,64.0,5.0,10.781074697794091,12.8
ENSG00000175387,155.0,57.0,57.724904413083514,2.719298245614035
ENSG00000196268,35.0,7.0,8.198166961884597,5.0
ENSG00000107485,57.0,9.0,12.660117195767722,6.333333333333333
ENSG00000272602,25.0,2.0,5.032285921033587,12.5
ENSG00000114315,48.0,2.0,6.7250803246551225,24.0
ENSG00000179943,72.0,10.0,12.59797035133796,7.2
ENSG00000256771,30.0,6.0,8.032743281769825,5.0
ENSG00000143621,193.0,50.0,49.206145478378126,3.86
ENSG00000109906,68.0,3.0,14.262654690447663,22.666666666666668
ENSG00000096654,56.0,10.0,11.607521568117573,5.6
ENSG00000161940,24.0,3.0,5.526202090037842,8.0
ENSG00000173480,41.0,8.0,9.347201446801652,5.125
ENSG00000130818,47.0,14.0,15.025121177003138,3.357142857142857
ENSG00000197714,74.0,7.0,13.29109057286269,10.571428571428571
ENSG00000129691,206.0,26.0,37.01610175676377,7.923076923076923
ENSG00000198393,59.0,7.0,7.946484768836957,8.428571428571429
ENSG00000181007,55.0,7.0,9.220412675331753,7.857142857142857
ENSG00000204435,150.0,21.0,25.838869077458753,7.142857142857143
ENSG00000197037,77.0,21.0,24.238499213540255,3.6666666666666665
ENSG00000108001,81.0,8.0,14.285002835289298,10.125
ENSG00000102908,99.0,11.0,16.744965735255196,9.0
ENSG00000124920,32.0,1.0,4.116818421657825,32.0
ENSG00000189120,32.0,2.0,4.03453775592491,16.0
ENSG00000182318,81.0,8.0,14.975604721480954,10.125
ENSG00000069399,65.0,8.0,9.475959318654356,8.125
ENSG00000137265,44.0,1.0,3.86425130042437,44.0
ENSG00000162714,77.0,13.0,14.656323876492548,5.923076923076923
ENSG00000050344,51.0,3.0,7.996209951223648,17.0
ENSG00000197170,141.0,19.0,29.519609760968116,7.421052631578948
ENSG00000104413,51.0,17.0,17.32000886413282,3.0
ENSG00000112242,74.0,3.0,13.050256135549317,24.666666666666668
ENSG00000167491,131.0,16.0,27.87037338661735,8.1875
ENSG00000116017,92.0,5.0,11.86187865875955,18.4
ENSG00000018189,80.0,23.0,16.77205237510522,3.4782608695652173
ENSG00000189298,35.0,5.0,6.911238439935598,7.0
ENSG00000152217,56.0,10.0,10.762439243268371,5.6
ENSG00000213762,39.0,2.0,4.218490516610596,19.5
ENSG00000124813,43.0,3.0,6.002128411205416,14.333333333333334
ENSG00000197050,43.0,15.0,15.564371551209916,2.8666666666666667
ENSG00000104907,82.0,6.0,9.212234325777093,13.666666666666666
ENSG00000105732,49.0,10.0,9.742733228036592,4.9
ENSG00000106290,129.0,35.0,28.529625578457402,3.6857142857142855
ENSG00000221818,55.0,5.0,8.407389154289202,11.0
ENSG00000168610,86.0,20.0,23.296880633944482,4.3
ENSG00000106006,53.0,1.0,5.552638572984096,53.0
ENSG00000203326,32.0,16.0,14.024297739856953,2.0
ENSG00000162664,94.0,30.0,26.198428321890837,3.1333333333333333
ENSG00000126804,85.0,24.0,21.406656411483095,3.5416666666666665
ENSG00000137834,53.0,3.0,8.31919520904288,17.666666666666668
ENSG00000172292,41.0,3.0,6.348464753071727,13.666666666666666
ENSG00000215421,71.0,9.0,9.737473610313835,7.888888888888889
ENSG00000196453,60.0,29.0,23.48273194272344,2.0689655172413794
ENSG00000048405,70.0,24.0,20.954508930018935,2.9166666666666665
ENSG00000187815,69.0,11.0,13.774822694495906,6.2727272727272725
ENSG00000218891,25.0,1.0,4.687596039939617,25.0
ENSG00000177732,45.0,9.0,8.56008488586399,5.0
ENSG00000080298,62.0,5.0,10.754535240032382,12.4
ENSG00000125740,14.0,1.0,2.577453447221381,14.0
ENSG00000253293,89.0,14.0,30.457694770133934,6.357142857142857
ENSG00000165410,99.0,6.0,17.773200310733184,16.5
ENSG00000112511,63.0,22.0,23.215966469781055,2.8636363636363638
ENSG00000128645,33.0,3.0,5.0494012143300715,11.0
ENSG00000090447,35.0,6.0,6.615191630460515,5.833333333333333
ENSG00000186446,33.0,2.0,5.076550721944006,16.5
ENSG00000164252,197.0,39.0,47.319292748876755,5.051282051282051
ENSG00000136866,52.0,7.0,8.825110204667121,7.428571428571429
ENSG00000169926,108.0,20.0,24.419972558564343,5.4
ENSG00000103241,47.0,1.0,6.5308277744445995,47.0
ENSG00000245848,65.0,13.0,16.702561659312963,5.0
ENSG00000082258,95.0,19.0,18.565873325512314,5.0
ENSG00000143578,93.0,29.0,24.45758363129402,3.206896551724138
ENSG00000140044,56.0,8.0,11.478294212612997,7.0
ENSG00000122359,96.0,7.0,15.391083825277912,13.714285714285714
ENSG00000073861,54.0,1.0,5.8235846301579945,54.0
ENSG00000198039,33.0,3.0,5.149357611639277,11.0
ENSG00000236609,48.0,3.0,4.496958578033683,16.0
ENSG00000135486,82.0,8.0,15.637082097262137,10.25
ENSG00000069667,67.0,5.0,9.98302070195136,13.4
ENSG00000008196,31.0,2.0,5.594933971128599,15.5
ENSG00000117595,43.0,7.0,8.746450928533815,6.142857142857143
ENSG00000175592,82.0,4.0,12.288735987665426,20.5
ENSG00000128573,77.0,1.0,8.687321102100741,77.0
ENSG00000121892,195.0,53.0,47.746172703666176,3.6792452830188678
ENSG00000145734,118.0,39.0,31.972258456033078,3.0256410256410255
ENSG00000213999,81.0,4.0,9.190604869482856,20.25
ENSG00000109534,87.0,15.0,18.010010870570465,5.8
ENSG00000140488,40.0,4.0,6.150054854182247,10.0
ENSG00000177565,78.0,8.0,11.980375192775037,9.75
ENSG00000168066,70.0,13.0,15.094896484540675,5.384615384615385
ENSG00000162702,41.0,3.0,8.75262307211628,13.666666666666666
ENSG00000143190,118.0,17.0,20.399577513754437,6.9411764705882355
ENSG00000196391,38.0,7.0,7.7122251569158715,5.428571428571429
ENSG00000154727,79.0,18.0,17.85377359300943,4.388888888888889
ENSG00000149922,40.0,5.0,7.178799885761164,8.0
ENSG00000159592,97.0,28.0,25.25900875605658,3.4642857142857144
ENSG00000143842,50.0,4.0,9.802507350936756,12.5
ENSG00000163909,11.0,1.0,2.179656456624572,11.0
ENSG00000174332,55.0,2.0,7.1070937462512305,27.5
ENSG00000110536,167.0,23.0,32.96059669824737,7.260869565217392
ENSG00000101751,54.0,6.0,7.724340088236618,9.0
ENSG00000163132,52.0,3.0,7.876260563030539,17.333333333333332
ENSG00000162409,38.0,3.0,4.407898200626657,12.666666666666666
ENSG00000138738,56.0,6.0,7.4762629878372255,9.333333333333334
ENSG00000105698,126.0,8.0,20.144382054950288,15.75
ENSG00000185591,88.0,22.0,20.817838088431085,4.0
ENSG00000179348,40.0,2.0,6.785136656839389,20.0
ENSG00000137185,48.0,10.0,10.112218006905062,4.8
ENSG00000172789,75.0,8.0,11.490773112833836,9.375
ENSG00000076604,63.0,19.0,15.861819979163641,3.3157894736842106
ENSG00000105856,83.0,6.0,12.676618826383699,13.833333333333334
ENSG00000139436,136.0,19.0,22.098796013113258,7.157894736842105
ENSG00000196967,56.0,8.0,8.672076515858627,7.0
ENSG00000153944,37.0,9.0,8.893350065278053,4.111111111111111
ENSG00000173041,48.0,11.0,12.68973291876038,4.363636363636363
ENSG00000132010,69.0,23.0,22.983374857835667,3.0
ENSG00000203780,35.0,9.0,9.349074198605615,3.888888888888889
ENSG00000189420,52.0,1.0,7.27150077298268,52.0
ENSG00000164758,92.0,7.0,12.557828224379472,13.142857142857142
ENSG00000170166,50.0,2.0,5.863063741909662,25.0
ENSG00000137947,97.0,15.0,15.371441651231226,6.466666666666667
ENSG00000145216,65.0,17.0,16.479915987530877,3.823529411764706
ENSG00000164754,83.0,6.0,11.194826441762475,13.833333333333334
ENSG00000178860,78.0,2.0,9.71603000993199,39.0
ENSG00000109854,50.0,3.0,7.493533555319717,16.666666666666668
ENSG00000204438,103.0,18.0,22.964744334143774,5.722222222222222
ENSG00000188868,56.0,15.0,13.944679232799162,3.7333333333333334
ENSG00000116793,120.0,7.0,18.282490351170416,17.142857142857142
ENSG00000040341,77.0,11.0,15.855708146417863,7.0
ENSG00000112658,47.0,2.0,5.249051102919126,23.5
ENSG00000163508,48.0,1.0,5.431144888577662,48.0
ENSG00000180479,55.0,14.0,11.181415514016502,3.9285714285714284
ENSG00000125968,47.0,1.0,4.991469005235841,47.0
ENSG00000107175,204.0,59.0,51.08204161415086,3.457627118644068
ENSG00000197779,83.0,10.0,13.324740590599045,8.3
ENSG00000162772,69.0,5.0,11.606039563953539,13.8
ENSG00000251247,27.0,10.0,8.89840886034931,2.7
ENSG00000172273,49.0,10.0,9.38568451856053,4.9
ENSG00000198816,87.0,3.0,13.379974239366712,29.0
ENSG00000091640,123.0,10.0,17.516141574184726,12.3
ENSG00000170549,61.0,2.0,8.074308570417628,30.5
ENSG00000121864,130.0,31.0,27.730479774091513,4.193548387096774
ENSG00000182158,94.0,4.0,12.414993520852743,23.5
ENSG00000111087,29.0,1.0,4.234437247639948,29.0
ENSG00000196591,166.0,40.0,34.6536458723695,4.15
ENSG00000196812,50.0,6.0,7.401697063532552,8.333333333333334
ENSG00000144026,28.0,2.0,4.33813001606399,14.0
ENSG00000067066,80.0,11.0,11.258333693690448,7.2727272727272725
ENSG00000111424,49.0,4.0,7.11569259337705,12.25
ENSG00000196705,67.0,16.0,14.234288251372288,4.1875
ENSG00000198105,88.0,18.0,17.177179951730402,4.888888888888889
ENSG00000102038,68.0,9.0,10.054872961034958,7.555555555555555
