tissue,num_non_tfs,num_tfs,mae,f1_005,f1_001,abs_time_saving,rel_time_saving,abs_emission_saving,rel_emission_saving,total_runtime,correlation,tp_001,num_samples
Adipose_Tissue,1,-1,0.0128325980884495,0.9149490905771368,0.8535745321209809,880350.9037418365,330.09000328465123,37.58760273246293,510.5532760760625,2675.1067943573,0.9899925247672052,80545,1204
Adipose_Tissue,2,-1,0.012503057760689,0.916333475783157,0.8547859754785976,880253.0082893372,318.43681754572674,37.58508484480514,493.7014967681672,2773.002246856689,0.9910514295094603,79478,1204
Adipose_Tissue,3,-1,0.0123399179243385,0.9175334091872476,0.8529104179918708,880420.1116437912,338.8565892217101,37.58701680180401,506.52984806526587,2605.898892402649,0.9913721995811396,79110,1204
Adipose_Tissue,4,-1,0.012299704076578,0.9155684647487472,0.852593086881089,880481.9835736752,347.0977405294327,37.5887051070554,518.2988646132392,2544.026962518692,0.9914835959948362,79856,1204
Adipose_Tissue,5,-1,0.0122008870004105,0.916770679614466,0.8534302201325069,880351.9712061882,330.22177371427426,37.59299587979661,550.8250677286914,2674.0393300056458,0.9916950002178764,79864,1204
Adipose_Tissue,6,-1,0.0122267611048006,0.9169275324808618,0.8554905171901264,880220.4669997692,314.7432927244877,37.575951570322026,440.91208105926046,2805.543536424637,0.9916329373429288,79141,1204
Adipose_Tissue,7,-1,0.0121443089273817,0.9158243315546686,0.8551618204668249,880207.1541583538,313.25682907364563,37.5772119797327,447.5156044722512,2818.856377840042,0.991841799902632,79613,1204
Adipose_Tissue,8,-1,0.0122431138809031,0.9160251496193176,0.8559745764982664,880262.7186694145,319.55582439627653,37.57401913520269,431.1577603528387,2763.2918667793274,0.9916565994755824,79862,1204
Adipose_Tissue,9,-1,0.0121333244630584,0.9164383332496948,0.8569310680081001,880172.7346258163,309.47796086757177,37.57381014690257,430.128653528522,2853.2759103775024,0.9918902698233498,79767,1204
Adipose_Tissue,10,-1,0.0121557675218633,0.914887334662238,0.8556730556200995,880315.6582891941,325.7975089819675,37.58592225751516,499.181315799433,2710.3522469997406,0.9918266124428448,79175,1204
Adipose_Tissue,20,-1,0.0121044479833187,0.9167517523195572,0.8561045115430181,880015.0106623173,293.2667045911644,37.5696542574349,410.6380428342471,3010.999873876572,0.9918792250944948,80211,1204
Adipose_Tissue,30,-1,0.0119994412860989,0.916888557769084,0.8558301869516274,879667.447132349,262.917772975588,37.55242307311703,345.6901308957012,3358.5634038448334,0.9921054527178084,79448,1204
Adipose_Tissue,40,-1,0.0119915299125608,0.9161263828847024,0.8571489882191369,878824.1767647266,210.1525330517433,37.51816339631673,262.98895932617296,4201.833771467209,0.9920722533633264,79888,1204
Adipose_Tissue,50,-1,0.0119779700594226,0.9171011882805647,0.8550802426064087,878255.156512022,185.0876187077382,37.48029004984158,207.9836816038276,4770.854024171829,0.9920924236478472,79655,1204
Adipose_Tissue,60,-1,0.0119381525548415,0.9176853244221664,0.8550257835899145,878123.7561433315,180.1265172655828,37.46896130470421,195.7378101528352,4902.25439286232,0.9921542111850464,79505,1204
Adipose_Tissue,70,-1,0.0118989933772913,0.9172864171628012,0.8550744858970506,877175.0035588741,150.91863912640528,37.454990451982624,182.48725480483492,5851.006977319717,0.9922042006591066,79669,1204
Adipose_Tissue,80,-1,0.0119223264403637,0.9172280171871748,0.8561070201012323,876774.3496222496,141.2466259272982,37.408694337673,149.05111001867164,6251.660913944244,0.9921747538893806,79579,1204
Adipose_Tissue,90,-1,0.0118894622835389,0.9173358662816824,0.8554773545371515,876557.3926432133,136.50922424934237,37.39851998282376,143.28163207271083,6468.617892980576,0.992226416620378,79615,1204
Adipose_Tissue,100,-1,0.0118711752719037,0.9177710735994012,0.8567938832720835,875658.735114336,119.85787960585267,37.383317835146855,135.4478500076133,7367.275421857834,0.9922524194389656,79618,1204
Adrenal_Gland,1,-1,0.0117765747997668,0.917529205427044,0.8189682836818741,141405.95909881592,143.1596877020154,6.187883938302848,252.1796701555877,994.698014497757,0.9903234427418804,61249,258
