	tissue	num_clusters	cluster_id	mean_intra_dist
260	cd8+_tcells	70	5	0.09772851672334291
261	cd8+_tcells	70	6	0.09657480429394817
262	cd8+_tcells	70	7	0.08840490169827096
263	cd8+_tcells	70	8	0.07999232489913548
264	cd8+_tcells	70	9	0.0623659688472618
265	cd8+_tcells	70	10	0.10716817665706047
266	cd8+_tcells	70	11	0.09915350942363119
267	cd8+_tcells	70	12	0.09215986204610957
268	cd8+_tcells	70	13	0.09857609095100879
269	cd8+_tcells	70	14	0.08653663054755065
270	cd8+_tcells	70	15	0.09217751037463985
271	cd8+_tcells	70	16	0.09409491890489921
272	cd8+_tcells	70	17	0.10511524538904894
273	cd8+_tcells	70	18	0.07790330590778104
274	cd8+_tcells	70	19	0.09580362481268023
275	cd8+_tcells	70	20	0.10363445699135426
276	cd8+_tcells	70	21	0.10374960741786747
277	cd8+_tcells	70	22	0.0
278	cd8+_tcells	70	23	0.10187538270893372
279	cd8+_tcells	70	24	0.09426422161383283
280	cd8+_tcells	70	25	0.08744365740633998
281	cd8+_tcells	70	26	0.10136201979827084
282	cd8+_tcells	70	27	0.0815146446700288
283	cd8+_tcells	70	28	0.0999948913599424
284	cd8+_tcells	70	29	0.08354819114236309
285	cd8+_tcells	70	30	0.07447897729682992
286	cd8+_tcells	70	31	0.10031984594034578
287	cd8+_tcells	70	32	0.07295566306829959
288	cd8+_tcells	70	33	0.04927142896253612
289	cd8+_tcells	70	34	0.09235286324582141
290	cd8+_tcells	70	35	0.10091012984149872
291	cd8+_tcells	70	36	0.07358816086455369
292	cd8+_tcells	70	37	0.09529681573487031
293	cd8+_tcells	70	38	0.10501410829971192
294	cd8+_tcells	70	39	0.07768946651296837
295	cd8+_tcells	70	40	0.09422180478386172
296	cd8+_tcells	70	41	0.09744920317233452
297	cd8+_tcells	70	42	0.10028344934668577
298	cd8+_tcells	70	43	0.06007371079250721
299	cd8+_tcells	70	44	0.08712798008645532
300	cd8+_tcells	70	45	0.08206894080691644
301	cd8+_tcells	70	46	0.07657622554466868
302	cd8+_tcells	70	47	0.07210653262247844
303	cd8+_tcells	70	48	0.0669618695634006
304	cd8+_tcells	70	49	0.07950829480115282
305	cd8+_tcells	70	50	0.10432712384380399
306	cd8+_tcells	70	51	0.0
307	cd8+_tcells	70	52	0.08656115287319895
308	cd8+_tcells	70	53	0.0875086427002882
309	cd8+_tcells	70	54	0.041725428726224804
310	cd8+_tcells	70	55	0.08389015989798264
311	cd8+_tcells	70	56	0.04790392122334299
312	cd8+_tcells	70	57	0.10096830503409221
313	cd8+_tcells	70	58	0.08787725021757938
314	cd8+_tcells	70	59	0.05558302571469738
315	cd8+_tcells	70	60	0.05123162282420757
316	cd8+_tcells	70	61	0.09631304886495669
317	cd8+_tcells	70	62	0.0
318	cd8+_tcells	70	63	0.0
319	cd8+_tcells	70	64	0.05934466835734872
320	cd8+_tcells	70	65	0.0
321	cd8+_tcells	70	66	0.03455566846512968
322	cd8+_tcells	70	67	0.0
323	cd8+_tcells	70	68	0.045345269184438
324	cd8+_tcells	70	69	0.0
325	cd8+_tcells	80	0	0.09326933162219019
326	cd8+_tcells	80	1	0.09883384661095086
327	cd8+_tcells	80	2	0.06346020296829986
328	cd8+_tcells	80	3	0.07464557927953885
329	cd8+_tcells	80	4	0.07497383561959658
330	cd8+_tcells	80	5	0.09772851672334291
331	cd8+_tcells	80	6	0.09657480429394817
332	cd8+_tcells	80	7	0.08840490169827096
333	cd8+_tcells	80	8	0.07999232489913548
334	cd8+_tcells	80	9	0.0623659688472618
335	cd8+_tcells	80	10	0.07053349149855907
336	cd8+_tcells	80	11	0.09915350942363119
337	cd8+_tcells	80	12	0.09215986204610957
338	cd8+_tcells	80	13	0.09857609095100879
339	cd8+_tcells	80	14	0.08653663054755065
340	cd8+_tcells	80	15	0.09217751037463985
341	cd8+_tcells	80	16	0.09409491890489921
342	cd8+_tcells	80	17	0.08730078322766574
343	cd8+_tcells	80	18	0.07790330590778104
344	cd8+_tcells	80	19	0.09580362481268023
345	cd8+_tcells	80	20	0.09660916550432282
346	cd8+_tcells	80	21	0.0952708605475504
347	cd8+_tcells	80	22	0.07829323521037458
348	cd8+_tcells	80	23	0.0
349	cd8+_tcells	80	24	0.09597381844380411
350	cd8+_tcells	80	25	0.09426422161383283
351	cd8+_tcells	80	26	0.08744365740633998
352	cd8+_tcells	80	27	0.08079296233429403
353	cd8+_tcells	80	28	0.0815146446700288
354	cd8+_tcells	80	29	0.0999948913599424
355	cd8+_tcells	80	30	0.07157694181556196
356	cd8+_tcells	80	31	0.08354819114236309
357	cd8+_tcells	80	32	0.07447897729682992
358	cd8+_tcells	80	33	0.10031984594034578
359	cd8+_tcells	80	34	0.07295566306829959
360	cd8+_tcells	80	35	0.04927142896253612
361	cd8+_tcells	80	36	0.09235286324582141
362	cd8+_tcells	80	37	0.10091012984149872
363	cd8+_tcells	80	38	0.07358816086455369
364	cd8+_tcells	80	39	0.09529681573487031
365	cd8+_tcells	80	40	0.054643343890489804
366	cd8+_tcells	80	41	0.07768946651296837
367	cd8+_tcells	80	42	0.09422180478386172
368	cd8+_tcells	80	43	0.09744920317233452
369	cd8+_tcells	80	44	0.10028344934668577
370	cd8+_tcells	80	45	0.07552574693731999
371	cd8+_tcells	80	46	0.06007371079250721
372	cd8+_tcells	80	47	0.08712798008645532
373	cd8+_tcells	80	48	0.060432769596541806
374	cd8+_tcells	80	49	0.08206894080691644
375	cd8+_tcells	80	50	0.08436320057636885
376	cd8+_tcells	80	51	0.07657622554466868
377	cd8+_tcells	80	52	0.07210653262247844
378	cd8+_tcells	80	53	0.0669618695634006
379	cd8+_tcells	80	54	0.07950829480115282
380	cd8+_tcells	80	55	0.08166057824112384
381	cd8+_tcells	80	56	0.07853662080749271
382	cd8+_tcells	80	57	0.0
383	cd8+_tcells	80	58	0.08656115287319895
384	cd8+_tcells	80	59	0.0875086427002882
385	cd8+_tcells	80	60	0.041725428726224804
386	cd8+_tcells	80	61	0.08389015989798264
387	cd8+_tcells	80	62	0.07072744492795387
388	cd8+_tcells	80	63	0.04790392122334299
389	cd8+_tcells	80	64	0.06687505347789623
390	cd8+_tcells	80	65	0.08787725021757938
391	cd8+_tcells	80	66	0.05558302571469738
392	cd8+_tcells	80	67	0.05451826011527388
393	cd8+_tcells	80	68	0.05123162282420757
394	cd8+_tcells	80	69	0.0403099226974063
395	cd8+_tcells	80	70	0.09631304886495669
396	cd8+_tcells	80	71	0.0
397	cd8+_tcells	80	72	0.0
398	cd8+_tcells	80	73	0.05934466835734872
399	cd8+_tcells	80	74	0.0
400	cd8+_tcells	80	75	0.03455566846512968
401	cd8+_tcells	80	76	0.0
402	cd8+_tcells	80	77	0.060063819624207516
403	cd8+_tcells	80	78	0.045345269184438
404	cd8+_tcells	80	79	0.0
405	cd8+_tcells	90	0	0.09326933162219019
406	cd8+_tcells	90	1	0.05821111636887612
407	cd8+_tcells	90	2	0.06346020296829986
408	cd8+_tcells	90	3	0.07464557927953885
409	cd8+_tcells	90	4	0.07497383561959658
410	cd8+_tcells	90	5	0.06597860181844384
411	cd8+_tcells	90	6	0.09657480429394817
412	cd8+_tcells	90	7	0.08840490169827096
413	cd8+_tcells	90	8	0.07999232489913548
414	cd8+_tcells	90	9	0.0623659688472618
415	cd8+_tcells	90	10	0.07053349149855907
416	cd8+_tcells	90	11	0.07272115899135452
417	cd8+_tcells	90	12	0.09215986204610957
418	cd8+_tcells	90	13	0.06423808930835756
419	cd8+_tcells	90	14	0.08653663054755065
420	cd8+_tcells	90	15	0.09217751037463985
421	cd8+_tcells	90	16	0.09409491890489921
422	cd8+_tcells	90	17	0.08730078322766574
423	cd8+_tcells	90	18	0.07790330590778104
424	cd8+_tcells	90	19	0.09580362481268023
425	cd8+_tcells	90	20	0.058917665360230735
426	cd8+_tcells	90	21	0.0952708605475504
427	cd8+_tcells	90	22	0.07829323521037458
428	cd8+_tcells	90	23	0.0
429	cd8+_tcells	90	24	0.09597381844380411
430	cd8+_tcells	90	25	0.09426422161383283
431	cd8+_tcells	90	26	0.08744365740633998
432	cd8+_tcells	90	27	0.08079296233429403
433	cd8+_tcells	90	28	0.0815146446700288
434	cd8+_tcells	90	29	0.07037885376195961
435	cd8+_tcells	90	30	0.07157694181556196
436	cd8+_tcells	90	31	0.08354819114236309
437	cd8+_tcells	90	32	0.07447897729682992
438	cd8+_tcells	90	33	0.0
439	cd8+_tcells	90	34	0.07295566306829959
440	cd8+_tcells	90	35	0.07635740597982707
441	cd8+_tcells	90	36	0.04927142896253612
442	cd8+_tcells	90	37	0.09235286324582141
443	cd8+_tcells	90	38	0.07924197297406335
444	cd8+_tcells	90	39	0.07358816086455369
445	cd8+_tcells	90	40	0.09529681573487031
446	cd8+_tcells	90	41	0.054643343890489804
447	cd8+_tcells	90	42	0.07768946651296837
448	cd8+_tcells	90	43	0.09422180478386172
449	cd8+_tcells	90	44	0.05141445169827093
450	cd8+_tcells	90	45	0.06258009448645539
451	cd8+_tcells	90	46	0.07552574693731999
452	cd8+_tcells	90	47	0.06007371079250721
453	cd8+_tcells	90	48	0.08712798008645532
454	cd8+_tcells	90	49	0.060432769596541806
455	cd8+_tcells	90	50	0.08206894080691644
456	cd8+_tcells	90	51	0.08436320057636885
457	cd8+_tcells	90	52	0.061657827838616765
458	cd8+_tcells	90	53	0.07657622554466868
459	cd8+_tcells	90	54	0.06960382832853025
460	cd8+_tcells	90	55	0.07210653262247844
461	cd8+_tcells	90	56	0.0669618695634006
462	cd8+_tcells	90	57	0.07950829480115282
463	cd8+_tcells	90	58	0.08166057824112384
464	cd8+_tcells	90	59	0.07853662080749271
465	cd8+_tcells	90	60	0.0
466	cd8+_tcells	90	61	0.08656115287319895
467	cd8+_tcells	90	62	0.0875086427002882
468	cd8+_tcells	90	63	0.041725428726224804
469	cd8+_tcells	90	64	0.06444507278386172
470	cd8+_tcells	90	65	0.08389015989798264
471	cd8+_tcells	90	66	0.07072744492795387
472	cd8+_tcells	90	67	0.04790392122334299
473	cd8+_tcells	90	68	0.06687505347789623
474	cd8+_tcells	90	69	0.08787725021757938
475	cd8+_tcells	90	70	0.05558302571469738
476	cd8+_tcells	90	71	0.05451826011527388
477	cd8+_tcells	90	72	0.08070345964005757
478	cd8+_tcells	90	73	0.05123162282420757
479	cd8+_tcells	90	74	0.0403099226974063
480	cd8+_tcells	90	75	0.09631304886495669
481	cd8+_tcells	90	76	0.0
482	cd8+_tcells	90	77	0.0
483	cd8+_tcells	90	78	0.05934466835734872
484	cd8+_tcells	90	79	0.06949553491181566
485	cd8+_tcells	90	80	0.06754058879971181
486	cd8+_tcells	90	81	0.0
487	cd8+_tcells	90	82	0.0
488	cd8+_tcells	90	83	0.045623570155043196
489	cd8+_tcells	90	84	0.03455566846512968
490	cd8+_tcells	90	85	0.0
491	cd8+_tcells	90	86	0.060063819624207516
492	cd8+_tcells	90	87	0.045345269184438
493	cd8+_tcells	90	88	0.06626058145244956
494	cd8+_tcells	90	89	0.0
495	cd8+_tcells	100	0	0.06920510575734874
496	cd8+_tcells	100	1	0.05821111636887612
497	cd8+_tcells	100	2	0.06346020296829986
498	cd8+_tcells	100	3	0.07464557927953885
499	cd8+_tcells	100	4	0.07497383561959658
500	cd8+_tcells	100	5	0.06597860181844384
501	cd8+_tcells	100	6	0.09229265409221897
502	cd8+_tcells	100	7	0.08840490169827096
503	cd8+_tcells	100	8	0.07999232489913548
504	cd8+_tcells	100	9	0.0623659688472618
505	cd8+_tcells	100	10	0.07053349149855907
506	cd8+_tcells	100	11	0.07272115899135452
507	cd8+_tcells	100	12	0.09215986204610957
508	cd8+_tcells	100	13	0.06423808930835756
509	cd8+_tcells	100	14	0.08653663054755065
510	cd8+_tcells	100	15	0.09217751037463985
511	cd8+_tcells	100	16	0.06814571100864573
512	cd8+_tcells	100	17	0.08730078322766574
513	cd8+_tcells	100	18	0.07790330590778104
514	cd8+_tcells	100	19	0.07835678397694526
515	cd8+_tcells	100	20	0.058917665360230735
516	cd8+_tcells	100	21	0.06742797815561966
517	cd8+_tcells	100	22	0.07829323521037458
518	cd8+_tcells	100	23	0.0
519	cd8+_tcells	100	24	0.07325264870317004
520	cd8+_tcells	100	25	0.05841816097982722
521	cd8+_tcells	100	26	0.08744365740633998
522	cd8+_tcells	100	27	0.08079296233429403
523	cd8+_tcells	100	28	0.0815146446700288
524	cd8+_tcells	100	29	0.07037885376195961
525	cd8+_tcells	100	30	0.05179722363112387
526	cd8+_tcells	100	31	0.07041431550432269
527	cd8+_tcells	100	32	0.07157694181556196
528	cd8+_tcells	100	33	0.08354819114236309
529	cd8+_tcells	100	34	0.07447897729682992
530	cd8+_tcells	100	35	0.0
531	cd8+_tcells	100	36	0.07295566306829959
532	cd8+_tcells	100	37	0.07635740597982707
533	cd8+_tcells	100	38	0.04927142896253612
534	cd8+_tcells	100	39	0.06091302293948129
535	cd8+_tcells	100	40	0.09235286324582141
536	cd8+_tcells	100	41	0.07924197297406335
537	cd8+_tcells	100	42	0.07358816086455369
538	cd8+_tcells	100	43	0.05341184651296824
539	cd8+_tcells	100	44	0.054643343890489804
540	cd8+_tcells	100	45	0.07768946651296837
541	cd8+_tcells	100	46	0.0740348646397694
542	cd8+_tcells	100	47	0.07014677974063407
543	cd8+_tcells	100	48	0.05141445169827093
544	cd8+_tcells	100	49	0.06258009448645539
545	cd8+_tcells	100	50	0.07552574693731999
546	cd8+_tcells	100	51	0.06007371079250721
547	cd8+_tcells	100	52	0.08712798008645532
548	cd8+_tcells	100	53	0.07107294951008648
549	cd8+_tcells	100	54	0.060432769596541806
550	cd8+_tcells	100	55	0.08206894080691644
551	cd8+_tcells	100	56	0.08436320057636885
552	cd8+_tcells	100	57	0.061657827838616765
553	cd8+_tcells	100	58	0.07657622554466868
554	cd8+_tcells	100	59	0.06960382832853025
555	cd8+_tcells	100	60	0.07210653262247844
556	cd8+_tcells	100	61	0.0669618695634006
557	cd8+_tcells	100	62	0.07950829480115282
558	cd8+_tcells	100	63	0.08166057824112384
559	cd8+_tcells	100	64	0.07853662080749271
560	cd8+_tcells	100	65	0.0
561	cd8+_tcells	100	66	0.08656115287319895
562	cd8+_tcells	100	67	0.0875086427002882
563	cd8+_tcells	100	68	0.041725428726224804
564	cd8+_tcells	100	69	0.06444507278386172
565	cd8+_tcells	100	70	0.08389015989798264
566	cd8+_tcells	100	71	0.07072744492795387
567	cd8+_tcells	100	72	0.04790392122334299
568	cd8+_tcells	100	73	0.06687505347789623
569	cd8+_tcells	100	74	0.08787725021757938
570	cd8+_tcells	100	75	0.06002143487031684
571	cd8+_tcells	100	76	0.05558302571469738
572	cd8+_tcells	100	77	0.04924077325648422
573	cd8+_tcells	100	78	0.05451826011527388
574	cd8+_tcells	100	79	0.08070345964005757
575	cd8+_tcells	100	80	0.05123162282420757
576	cd8+_tcells	100	81	0.0403099226974063
577	cd8+_tcells	100	82	0.051000167678789635
578	cd8+_tcells	100	83	0.0
579	cd8+_tcells	100	84	0.0
580	cd8+_tcells	100	85	0.05934466835734872
581	cd8+_tcells	100	86	0.06949553491181566
582	cd8+_tcells	100	87	0.06754058879971181
583	cd8+_tcells	100	88	0.0
584	cd8+_tcells	100	89	0.0
585	cd8+_tcells	100	90	0.045623570155043196
586	cd8+_tcells	100	91	0.03455566846512968
587	cd8+_tcells	100	92	0.0
588	cd8+_tcells	100	93	0.05169219466858787
589	cd8+_tcells	100	94	0.0
590	cd8+_tcells	100	95	0.0
