,total_edges,signif_edges,Weighted degree per TF,#(total edges)/#(signif. edges) per TF
ENSG00000088280,71.0,4.0,14.982350682576653,17.75
ENSG00000177565,120.0,26.0,32.16203490208824,4.615384615384615
ENSG00000181827,55.0,18.0,15.74351109356436,3.0555555555555554
ENSG00000146007,190.0,58.0,60.98691044439208,3.2758620689655173
ENSG00000145734,74.0,16.0,21.297715581147155,4.625
ENSG00000145216,137.0,59.0,61.70646998144829,2.3220338983050848
ENSG00000132356,70.0,23.0,25.289863745906008,3.0434782608695654
ENSG00000163795,102.0,4.0,12.982098792737853,25.5
ENSG00000105967,128.0,8.0,20.879881128234512,16.0
ENSG00000197782,71.0,20.0,23.22462062625201,3.55
ENSG00000180035,110.0,39.0,49.478146351523876,2.8205128205128207
ENSG00000080298,68.0,10.0,20.26988609658792,6.8
ENSG00000105732,105.0,17.0,20.445711301263522,6.176470588235294
ENSG00000126254,209.0,50.0,74.00280668271422,4.18
ENSG00000124766,36.0,4.0,7.3929489594248095,9.0
ENSG00000112561,82.0,6.0,12.52785332561143,13.666666666666666
ENSG00000141027,144.0,69.0,56.33202185304876,2.0869565217391304
ENSG00000149136,81.0,32.0,35.02907757377929,2.53125
ENSG00000157212,73.0,41.0,43.37328317642881,1.7804878048780488
ENSG00000100889,141.0,25.0,33.63361791315074,5.64
ENSG00000109534,94.0,10.0,18.100063701877016,9.4
ENSG00000180008,80.0,22.0,25.617610572455675,3.6363636363636362
ENSG00000114126,80.0,19.0,24.899202694143703,4.2105263157894735
ENSG00000155506,150.0,41.0,49.05123680671484,3.658536585365854
ENSG00000164104,118.0,27.0,30.810454557500343,4.37037037037037
ENSG00000030419,36.0,3.0,5.271068919783894,12.0
ENSG00000175105,73.0,25.0,27.262004912924798,2.92
ENSG00000184221,74.0,1.0,8.938674642233988,74.0
ENSG00000164754,121.0,44.0,54.754485889464,2.75
ENSG00000126003,71.0,5.0,11.757607882843645,14.2
ENSG00000164736,47.0,5.0,9.00376883218367,9.4
ENSG00000185024,123.0,26.0,34.07018200394619,4.730769230769231
ENSG00000121892,133.0,63.0,77.7402413811059,2.111111111111111
ENSG00000273841,136.0,57.0,65.58267954733073,2.3859649122807016
ENSG00000049541,76.0,22.0,21.135250387963783,3.4545454545454546
ENSG00000138303,145.0,42.0,65.92169372119697,3.4523809523809526
ENSG00000196437,144.0,44.0,46.386918304902686,3.272727272727273
ENSG00000162385,165.0,37.0,44.0573669091394,4.45945945945946
ENSG00000111269,189.0,40.0,52.784895655351114,4.725
ENSG00000167962,63.0,18.0,23.982526815870308,3.5
ENSG00000126432,186.0,61.0,80.96176391923157,3.0491803278688523
ENSG00000109787,82.0,30.0,33.388240464820015,2.7333333333333334
ENSG00000121766,185.0,38.0,50.302517794099096,4.868421052631579
ENSG00000012174,228.0,18.0,25.374116907079586,12.666666666666666
ENSG00000064490,131.0,49.0,55.73816899443747,2.673469387755102
ENSG00000100811,136.0,51.0,57.48919643514212,2.6666666666666665
ENSG00000080802,132.0,48.0,42.209952953641654,2.75
ENSG00000079616,124.0,11.0,20.35166650452353,11.272727272727273
ENSG00000221869,167.0,2.0,12.444596871944444,83.5
ENSG00000154832,95.0,21.0,21.037148566087463,4.523809523809524
ENSG00000153922,68.0,20.0,22.20746386206725,3.4
ENSG00000083520,84.0,27.0,28.216480428423964,3.111111111111111
ENSG00000107175,241.0,93.0,94.00265621376087,2.5913978494623655
ENSG00000196591,168.0,59.0,60.01475766604443,2.847457627118644
ENSG00000147789,76.0,21.0,22.08538417329097,3.619047619047619
ENSG00000081386,57.0,5.0,8.36471257680817,11.4
ENSG00000049245,181.0,42.0,56.37945755284418,4.309523809523809
ENSG00000164920,82.0,1.0,6.867994301822094,82.0
ENSG00000177485,90.0,49.0,37.27737223957034,1.836734693877551
ENSG00000128710,61.0,7.0,10.926660168665318,8.714285714285714
ENSG00000143373,96.0,18.0,26.575304544222536,5.333333333333333
ENSG00000113658,66.0,28.0,24.857162420662398,2.357142857142857
ENSG00000178605,178.0,45.0,65.83656303429692,3.9555555555555557
ENSG00000159692,122.0,74.0,65.2185093294106,1.6486486486486487
ENSG00000147133,99.0,32.0,39.80221126937788,3.09375
ENSG00000104529,73.0,32.0,35.859944014601595,2.28125
ENSG00000160685,80.0,15.0,23.943506742962686,5.333333333333333
ENSG00000173039,87.0,33.0,36.62554844844147,2.6363636363636362
ENSG00000239672,230.0,35.0,52.2831474147736,6.571428571428571
ENSG00000168286,235.0,25.0,38.69745726315253,9.4
ENSG00000119396,177.0,74.0,88.15122833246554,2.391891891891892
ENSG00000196182,82.0,5.0,12.041011084940466,16.4
ENSG00000120690,86.0,36.0,42.87099124381327,2.388888888888889
ENSG00000127022,85.0,9.0,19.805126883439527,9.444444444444445
ENSG00000092820,139.0,11.0,23.946594128173796,12.636363636363637
ENSG00000096654,105.0,25.0,25.953840987915182,4.2
ENSG00000115758,97.0,6.0,23.606718048982984,16.166666666666668
ENSG00000167785,50.0,19.0,28.387151292147315,2.6315789473684212
ENSG00000167685,98.0,22.0,26.19401374913734,4.454545454545454
ENSG00000111424,137.0,15.0,28.514751662226516,9.133333333333333
ENSG00000272333,87.0,20.0,23.38080826367752,4.35
ENSG00000173575,62.0,7.0,12.416035223408024,8.857142857142858
ENSG00000109320,98.0,41.0,47.076803367537494,2.3902439024390243
ENSG00000130584,78.0,9.0,13.519129000985528,8.666666666666666
ENSG00000143418,121.0,9.0,22.81581265726844,13.444444444444445
ENSG00000153147,149.0,41.0,42.52464272667232,3.6341463414634148
ENSG00000006194,108.0,52.0,36.41278432511017,2.076923076923077
ENSG00000135363,58.0,1.0,6.510541881847715,58.0
ENSG00000139793,101.0,12.0,21.241323230673913,8.416666666666666
ENSG00000169594,79.0,3.0,7.887342111056624,26.333333333333332
ENSG00000186660,115.0,49.0,49.03656531222165,2.3469387755102042
ENSG00000179912,118.0,37.0,46.45408569213723,3.189189189189189
ENSG00000169288,178.0,30.0,61.85566398460314,5.933333333333334
ENSG00000100823,244.0,83.0,105.71784723311049,2.9397590361445785
ENSG00000196652,103.0,39.0,43.01429362148232,2.641025641025641
ENSG00000159267,104.0,20.0,27.530194753977252,5.2
ENSG00000185730,82.0,12.0,20.517604317076138,6.833333333333333
ENSG00000095794,75.0,3.0,9.06348182644539,25.0
ENSG00000153944,69.0,13.0,14.39419070590907,5.3076923076923075
ENSG00000156599,139.0,31.0,47.5581592607313,4.483870967741935
ENSG00000168883,162.0,75.0,76.57465513612138,2.16
ENSG00000180346,102.0,20.0,28.005301263098982,5.1
ENSG00000196498,78.0,15.0,20.700962132422973,5.2
ENSG00000011485,161.0,56.0,64.31570257468438,2.875
ENSG00000123268,109.0,31.0,39.01788713105274,3.5161290322580645
ENSG00000189180,54.0,7.0,8.88235338727429,7.714285714285714
ENSG00000124782,109.0,20.0,31.55721122153219,5.45
ENSG00000170315,151.0,22.0,42.52209782217329,6.863636363636363
ENSG00000165821,47.0,4.0,7.534280618722827,11.75
ENSG00000179627,63.0,5.0,11.164359739371205,12.6
ENSG00000204060,58.0,2.0,6.761254482776644,29.0
ENSG00000100393,93.0,36.0,34.065195257984044,2.5833333333333335
ENSG00000198026,75.0,14.0,19.71851955427265,5.357142857142857
ENSG00000164011,102.0,11.0,19.34040396297876,9.272727272727273
ENSG00000117707,80.0,5.0,12.80596080174489,16.0
ENSG00000169554,75.0,25.0,24.242443245761212,3.0
ENSG00000073282,76.0,2.0,7.164213428445513,38.0
ENSG00000118217,118.0,56.0,53.137625495022796,2.107142857142857
ENSG00000139436,120.0,46.0,30.07288365256235,2.608695652173913
ENSG00000143437,111.0,36.0,29.715418127170317,3.0833333333333335
ENSG00000170370,95.0,8.0,13.976249724624992,11.875
ENSG00000071626,80.0,12.0,20.61012298222328,6.666666666666667
ENSG00000173153,162.0,24.0,34.664917180155165,6.75
ENSG00000188283,77.0,17.0,10.270593619588913,4.529411764705882
ENSG00000175727,56.0,13.0,14.130648132399047,4.3076923076923075
ENSG00000124226,101.0,38.0,41.44456411065413,2.6578947368421053
ENSG00000129351,91.0,34.0,20.706976652979037,2.676470588235294
ENSG00000188786,64.0,19.0,26.120386126618587,3.3684210526315788
ENSG00000130726,121.0,53.0,44.365716088475025,2.2830188679245285
ENSG00000107077,97.0,25.0,28.46423946423946,3.88
ENSG00000068784,124.0,40.0,56.74902985460817,3.1
ENSG00000102878,82.0,12.0,16.815859208695667,6.833333333333333
ENSG00000174953,120.0,39.0,34.316622579317745,3.076923076923077
ENSG00000169951,97.0,23.0,23.641626031013207,4.217391304347826
ENSG00000179774,108.0,,9.745555548290309,
ENSG00000165512,81.0,18.0,20.665534501907775,4.5
ENSG00000171634,145.0,14.0,10.533196552590152,10.357142857142858
ENSG00000178177,86.0,4.0,9.55369190488935,21.5
ENSG00000177045,54.0,26.0,24.04220660290216,2.076923076923077
ENSG00000044574,141.0,3.0,9.936623773709233,47.0
ENSG00000154727,76.0,19.0,21.781036748994058,4.0
ENSG00000011590,47.0,2.0,8.310877232052107,23.5
ENSG00000127124,90.0,8.0,12.655648292683134,11.25
ENSG00000198453,76.0,16.0,17.022532066528935,4.75
ENSG00000104490,138.0,3.0,14.254513852241924,46.0
ENSG00000146587,66.0,11.0,20.696745169310457,6.0
ENSG00000089009,132.0,32.0,38.128163974381906,4.125
ENSG00000175806,127.0,16.0,23.185077554481747,7.9375
ENSG00000102984,54.0,3.0,6.9653202552974225,18.0
ENSG00000105497,99.0,29.0,28.4573112824855,3.413793103448276
ENSG00000143578,42.0,3.0,6.762075884905199,14.0
ENSG00000065029,146.0,47.0,49.16875649446157,3.106382978723404
ENSG00000153071,109.0,7.0,20.002889931490206,15.571428571428571
ENSG00000171163,60.0,12.0,19.222674481273213,5.0
ENSG00000168214,76.0,37.0,34.92333121207973,2.054054054054054
ENSG00000060971,168.0,13.0,33.44993129150854,12.923076923076923
ENSG00000120963,116.0,58.0,55.74888675843834,2.0
ENSG00000171448,60.0,18.0,15.246009030003236,3.3333333333333335
ENSG00000188785,66.0,19.0,20.35513018404353,3.473684210526316
ENSG00000176624,78.0,39.0,38.72946338319748,2.0
ENSG00000185049,50.0,28.0,24.42467089473047,1.7857142857142858
ENSG00000178913,131.0,53.0,53.20645388633165,2.4716981132075473
ENSG00000126746,89.0,39.0,32.06438443763672,2.282051282051282
ENSG00000111669,201.0,15.0,36.1958798840145,13.4
ENSG00000019485,64.0,9.0,10.248001569592109,7.111111111111111
ENSG00000263002,70.0,8.0,11.271467914632492,8.75
ENSG00000134758,89.0,23.0,24.920147661404947,3.869565217391304
ENSG00000101457,111.0,32.0,33.222091829310976,3.46875
ENSG00000110851,117.0,12.0,18.196939576407832,9.75
ENSG00000213676,161.0,48.0,66.5121320231658,3.3541666666666665
ENSG00000085644,80.0,17.0,20.136383225005893,4.705882352941177
ENSG00000204435,194.0,85.0,80.18459499869347,2.2823529411764705
ENSG00000133884,118.0,30.0,33.18923373411454,3.933333333333333
ENSG00000185022,58.0,2.0,7.20214254576116,29.0
ENSG00000170260,93.0,16.0,18.10289920895935,5.8125
ENSG00000256771,45.0,10.0,6.655435468556058,4.5
ENSG00000106261,56.0,15.0,14.529346331341353,3.7333333333333334
ENSG00000186026,54.0,5.0,6.577701778834931,10.8
ENSG00000078403,106.0,53.0,28.600075391129888,2.0
ENSG00000118263,82.0,25.0,24.27781784981859,3.28
ENSG00000006704,65.0,13.0,18.35894090816699,5.0
ENSG00000001497,64.0,23.0,22.032868437775424,2.782608695652174
ENSG00000197037,77.0,30.0,27.238512716762195,2.566666666666667
ENSG00000149557,95.0,15.0,19.702497955912385,6.333333333333333
ENSG00000163666,91.0,6.0,13.430514904842676,15.166666666666666
ENSG00000120837,56.0,23.0,24.526090653071208,2.4347826086956523
ENSG00000204304,109.0,19.0,22.10630875908906,5.7368421052631575
ENSG00000139613,86.0,41.0,33.266100588307374,2.097560975609756
ENSG00000105996,32.0,2.0,6.61790786625646,16.0
ENSG00000221994,236.0,7.0,17.240957098320123,33.714285714285715
ENSG00000124831,113.0,18.0,24.923645837781628,6.277777777777778
ENSG00000187987,44.0,5.0,6.788043207172688,8.8
ENSG00000197134,68.0,2.0,7.172579110939679,34.0
ENSG00000196387,99.0,22.0,29.939487746200495,4.5
ENSG00000127337,131.0,25.0,33.28605554921444,5.24
ENSG00000139651,103.0,18.0,17.995592479653773,5.722222222222222
ENSG00000166949,51.0,7.0,14.287603530380027,7.285714285714286
ENSG00000149929,141.0,21.0,30.17523507486768,6.714285714285714
ENSG00000108312,89.0,24.0,32.17209168850874,3.7083333333333335
ENSG00000108788,153.0,11.0,28.937470701738608,13.909090909090908
ENSG00000185129,76.0,14.0,18.512659468975137,5.428571428571429
ENSG00000025434,89.0,8.0,15.582887585804015,11.125
ENSG00000131848,88.0,12.0,16.085106469331595,7.333333333333333
ENSG00000110693,93.0,9.0,12.096281644162074,10.333333333333334
ENSG00000108001,32.0,1.0,3.5078208544167357,32.0
ENSG00000186951,107.0,15.0,23.433894845511823,7.133333333333334
ENSG00000010244,91.0,59.0,54.45335007923779,1.5423728813559323
ENSG00000123685,49.0,1.0,5.959359980562289,49.0
ENSG00000172292,95.0,9.0,20.91212987718271,10.555555555555555
ENSG00000198795,72.0,1.0,8.417965243464938,72.0
ENSG00000167588,151.0,15.0,30.081398522570126,10.066666666666666
ENSG00000164048,38.0,6.0,6.671309213229291,6.333333333333333
ENSG00000103495,113.0,23.0,30.01443001085038,4.913043478260869
ENSG00000170265,71.0,18.0,15.732001228732072,3.9444444444444446
ENSG00000160199,112.0,35.0,28.68837278896051,3.2
ENSG00000087903,53.0,14.0,17.248474382470658,3.7857142857142856
ENSG00000125812,70.0,6.0,10.12020373640035,11.666666666666666
ENSG00000135374,56.0,2.0,7.913844316069794,28.0
ENSG00000179456,81.0,13.0,14.88836446168716,6.230769230769231
ENSG00000105717,30.0,4.0,6.250575836972293,7.5
ENSG00000173757,230.0,18.0,18.936338234179267,12.777777777777779
ENSG00000164654,78.0,21.0,20.48270340465101,3.7142857142857144
ENSG00000077463,126.0,23.0,28.98884999542196,5.478260869565218
ENSG00000069248,132.0,40.0,39.0251784077144,3.3
