tissue,groundtruth,approximation,f1_005,f1_005_bh
Breast,gt-3,gt-8,0.9714529102435988,0.0
Breast,gt-3,gt-9,0.9716882644373462,0.0
Breast,gt-4,approx,0.9068192521582457,0.0
Breast,gt-4,gt-0,0.9716825005653014,0.0
Breast,gt-4,gt-1,0.971437094244313,0.0
Breast,gt-4,gt-2,0.9715168187496517,0.0
Breast,gt-4,gt-3,0.9715445222262834,0.0
Breast,gt-4,gt-5,0.9716742249049826,0.0
Breast,gt-4,gt-6,0.9714838307846126,0.0
Breast,gt-4,gt-7,0.9715879665139209,0.0
Breast,gt-4,gt-8,0.9715797838785525,0.0
Breast,gt-4,gt-9,0.9714742822672389,0.0
Breast,gt-5,approx,0.9068395529978411,0.0
Breast,gt-5,gt-0,0.971272435986692,0.0
Breast,gt-5,gt-1,0.9715742628118998,0.0
Breast,gt-5,gt-2,0.9716376104461443,0.0
Breast,gt-5,gt-3,0.9715669631445444,0.0
Breast,gt-5,gt-4,0.9716742249049826,0.0
Breast,gt-5,gt-6,0.97167670312564,0.0
Breast,gt-5,gt-7,0.9716759321611786,0.0
Breast,gt-5,gt-8,0.9716316936131177,0.0
Breast,gt-5,gt-9,0.971532797671625,0.0
Breast,gt-6,approx,0.9068152399139666,0.0
Breast,gt-6,gt-0,0.971537536573299,0.0
Breast,gt-6,gt-1,0.9715117222257726,0.0
Breast,gt-6,gt-2,0.9718373113827614,0.0
Breast,gt-6,gt-3,0.9716879562791384,0.0
Breast,gt-6,gt-4,0.9714838307846126,0.0
Breast,gt-6,gt-5,0.97167670312564,0.0
Breast,gt-6,gt-7,0.971796922108906,0.0
Breast,gt-6,gt-8,0.9716478083446232,0.0
Breast,gt-6,gt-9,0.9715390792729895,0.0
Breast,gt-7,approx,0.9071319012114799,0.0
Breast,gt-7,gt-0,0.9716285103985113,0.0
Breast,gt-7,gt-1,0.9715437363285571,0.0
Breast,gt-7,gt-2,0.9717775242890296,0.0
Breast,gt-7,gt-3,0.9717134013557511,0.0
Breast,gt-7,gt-4,0.9715879665139209,0.0
Breast,gt-7,gt-5,0.9716759321611786,0.0
Breast,gt-7,gt-6,0.971796922108906,0.0
Breast,gt-7,gt-8,0.9716929054535507,0.0
Breast,gt-7,gt-9,0.9716137025092425,0.0
Breast,gt-8,approx,0.9069811685904816,0.0
Breast,gt-8,gt-0,0.9715286114118108,0.0
Breast,gt-8,gt-1,0.9715126317479351,0.0
Breast,gt-8,gt-2,0.9716578758071942,0.0
Breast,gt-8,gt-3,0.9714529102435988,0.0
Breast,gt-8,gt-4,0.9715797838785525,0.0
Breast,gt-8,gt-5,0.9716316936131177,0.0
Breast,gt-8,gt-6,0.9716478083446232,0.0
Breast,gt-8,gt-7,0.9716929054535507,0.0
Breast,gt-8,gt-9,0.9712090306619809,0.0
Breast,gt-9,approx,0.9068678041633099,0.0
Breast,gt-9,gt-0,0.9716066413917169,0.0
Breast,gt-9,gt-1,0.9714202367470955,0.0
Breast,gt-9,gt-2,0.9716442034378412,0.0
Breast,gt-9,gt-3,0.9716882644373462,0.0
Breast,gt-9,gt-4,0.9714742822672389,0.0
Breast,gt-9,gt-5,0.971532797671625,0.0
Breast,gt-9,gt-6,0.9715390792729895,0.0
Breast,gt-9,gt-7,0.9716137025092425,0.0
Breast,gt-9,gt-8,0.9712090306619809,0.0
Kidney,gt-0,approx,0.965759647506861,0.846550315045741
Kidney,gt-0,gt-1,0.9904982124340546,0.9545159967728709
Kidney,gt-0,gt-2,0.9904901473156358,0.9542200875904683
Kidney,gt-0,gt-3,0.9903655021909422,0.9533852891752782
Kidney,gt-0,gt-4,0.9906352321737589,0.9542196424671224
Kidney,gt-0,gt-5,0.9904286778836726,0.9543335207169075
Kidney,gt-0,gt-6,0.9905873493975904,0.9541227362321908
Kidney,gt-0,gt-7,0.9906386637151342,0.9541453090379973
Kidney,gt-0,gt-8,0.9905998609827547,0.9543476823381604
Kidney,gt-0,gt-9,0.9904005898640645,0.9545887205520742
Kidney,gt-1,approx,0.9658659368664202,0.8466790567704008
Kidney,gt-1,gt-0,0.9904982124340546,0.9545159967728709
Kidney,gt-1,gt-2,0.9906261081873272,0.954368649449619
Kidney,gt-1,gt-3,0.9903633739174094,0.9531105289619222
Kidney,gt-1,gt-4,0.9906362575154702,0.9537858783197993
Kidney,gt-1,gt-5,0.9904704826573453,0.9545481599047714
Kidney,gt-1,gt-6,0.990466000316911,0.953900896849123
Kidney,gt-1,gt-7,0.9905957588347151,0.9542938394894349
Kidney,gt-1,gt-8,0.9904094499555935,0.9543374768579741
Kidney,gt-1,gt-9,0.9905553516013542,0.9543802133594194
Kidney,gt-2,approx,0.9658814813884721,0.8459195379564065
Kidney,gt-2,gt-0,0.9904901473156358,0.9542200875904683
Kidney,gt-2,gt-1,0.9906261081873272,0.954368649449619
Kidney,gt-2,gt-3,0.9904996547611575,0.9545213892418467
Kidney,gt-2,gt-4,0.9905999698696863,0.9549857323508186
Kidney,gt-2,gt-5,0.9907040679902334,0.9544639608349046
Kidney,gt-2,gt-6,0.9906085679360661,0.9543986872750371
Kidney,gt-2,gt-7,0.9906944191622781,0.9543550894836085
Kidney,gt-2,gt-8,0.9905112261328931,0.9545574811483001
Kidney,gt-2,gt-9,0.9906132017737942,0.9543753388788235
Kidney,gt-3,approx,0.9659599177639323,0.8457308630579548
Kidney,gt-3,gt-0,0.9903655021909422,0.9533852891752782
Kidney,gt-3,gt-1,0.9903633739174094,0.9531105289619222
Kidney,gt-3,gt-2,0.9904996547611575,0.9545213892418467
Kidney,gt-3,gt-4,0.9906196551020728,0.9541635493289724
Kidney,gt-3,gt-5,0.9905134891719466,0.9545421465951267
Kidney,gt-3,gt-6,0.9904713489325181,0.9536828732498743
Kidney,gt-3,gt-7,0.9906105349045206,0.9543538814749142
Kidney,gt-3,gt-8,0.9905999698696863,0.954119701539927
Kidney,gt-3,gt-9,0.9905952276350308,0.9539641605501554
Kidney,gt-4,approx,0.9657994105294877,0.8458316568496178
Kidney,gt-4,gt-0,0.9906352321737589,0.9542196424671224
Kidney,gt-4,gt-1,0.9906362575154702,0.9537858783197993
Kidney,gt-4,gt-2,0.9905999698696863,0.9549857323508186
Kidney,gt-4,gt-3,0.9906196551020728,0.9541635493289724
Kidney,gt-4,gt-5,0.9905259226947929,0.9545298104415969
Kidney,gt-4,gt-6,0.9904775054798669,0.9543718433298691
Kidney,gt-4,gt-7,0.9907202550753018,0.9545665153099724
Kidney,gt-4,gt-8,0.9905182479002674,0.9545307154248808
Kidney,gt-4,gt-9,0.9905637285667662,0.9536208299430431
Kidney,gt-5,approx,0.9658170359280498,0.846567054000435
Kidney,gt-5,gt-0,0.9904286778836726,0.9543335207169075
Kidney,gt-5,gt-1,0.9904704826573453,0.9545481599047714
Kidney,gt-5,gt-2,0.9907040679902334,0.9544639608349046
Kidney,gt-5,gt-3,0.9905134891719466,0.9545421465951267
Kidney,gt-5,gt-4,0.9905259226947929,0.9545298104415969
Kidney,gt-5,gt-6,0.9906098351190598,0.9540358373626664
Kidney,gt-5,gt-7,0.9905670146766707,0.9546536853801788
Kidney,gt-5,gt-8,0.990452876376989,0.9546311174591838
Kidney,gt-5,gt-9,0.9905360202333361,0.9545812098016274
Kidney,gt-6,approx,0.9656436499679081,0.8462512030164401
Kidney,gt-6,gt-0,0.9905873493975904,0.9541227362321908
Kidney,gt-6,gt-1,0.990466000316911,0.953900896849123
Kidney,gt-6,gt-2,0.9906085679360661,0.9543986872750371
Kidney,gt-6,gt-3,0.9904713489325181,0.9536828732498743
Kidney,gt-6,gt-4,0.9904775054798669,0.9543718433298691
Kidney,gt-6,gt-5,0.9906098351190598,0.9540358373626664
Kidney,gt-6,gt-7,0.9905970474760455,0.9539401877319362
Kidney,gt-6,gt-8,0.9904735004511396,0.9546717104915083
Kidney,gt-6,gt-9,0.9905942931913352,0.954330896061139
Kidney,gt-7,approx,0.965819316323552,0.8462273665060542
Kidney,gt-7,gt-0,0.9906386637151342,0.9541453090379973
Kidney,gt-7,gt-1,0.9905957588347151,0.9542938394894349
Kidney,gt-7,gt-2,0.9906944191622781,0.9543550894836085
Kidney,gt-7,gt-3,0.9906105349045206,0.9543538814749142
Kidney,gt-7,gt-4,0.9907202550753018,0.9545665153099724
Kidney,gt-7,gt-5,0.9905670146766707,0.9546536853801788
Kidney,gt-7,gt-6,0.9905970474760455,0.9539401877319362
Kidney,gt-7,gt-8,0.9906378090652874,0.9538345556385857
Kidney,gt-7,gt-9,0.9907146488260731,0.9540096912164262
Kidney,gt-8,approx,0.9657774624719835,0.846480302610942
Kidney,gt-8,gt-0,0.9905998609827547,0.9543476823381604
Kidney,gt-8,gt-1,0.9904094499555935,0.9543374768579741
Kidney,gt-8,gt-2,0.9905112261328931,0.9545574811483001
Kidney,gt-8,gt-3,0.9905999698696863,0.954119701539927
Kidney,gt-8,gt-4,0.9905182479002674,0.9545307154248808
Kidney,gt-8,gt-5,0.990452876376989,0.9546311174591838
Kidney,gt-8,gt-6,0.9904735004511396,0.9546717104915083
Kidney,gt-8,gt-7,0.9906378090652874,0.9538345556385857
Kidney,gt-8,gt-9,0.9906632981310904,0.9541723394974423
Kidney,gt-9,approx,0.9657861864199313,0.8464822134387352
Kidney,gt-9,gt-0,0.9904005898640645,0.9545887205520742
Kidney,gt-9,gt-1,0.9905553516013542,0.9543802133594194
Kidney,gt-9,gt-2,0.9906132017737942,0.9543753388788235
Kidney,gt-9,gt-3,0.9905952276350308,0.9539641605501554
Kidney,gt-9,gt-4,0.9905637285667662,0.9536208299430431
Kidney,gt-9,gt-5,0.9905360202333361,0.9545812098016274
Kidney,gt-9,gt-6,0.9905942931913352,0.954330896061139
Kidney,gt-9,gt-7,0.9907146488260731,0.9540096912164262
Kidney,gt-9,gt-8,0.9906632981310904,0.9541723394974423
Testis,gt-0,approx,0.9258343240796184,0.0
Testis,gt-0,gt-1,0.9857895204228587,0.0
Testis,gt-0,gt-2,0.985750657743616,0.0
Testis,gt-0,gt-3,0.9856632519601664,0.0
Testis,gt-0,gt-4,0.9858678866496796,0.0
Testis,gt-0,gt-5,0.9859465699399448,0.0
Testis,gt-0,gt-6,0.9858405115212933,0.0
Testis,gt-0,gt-7,0.9858193748787393,0.0
Testis,gt-0,gt-8,0.9858070594049467,0.0
Testis,gt-0,gt-9,0.9858430827445075,0.0
Testis,gt-1,approx,0.9259045362031414,0.0
Testis,gt-1,gt-0,0.9857895204228587,0.0
Testis,gt-1,gt-2,0.9857499927620849,0.0
Testis,gt-1,gt-3,0.9858286016517694,0.0
Testis,gt-1,gt-4,0.985892303594384,0.0
Testis,gt-1,gt-5,0.9857740957285612,0.0
Testis,gt-1,gt-6,0.9856159472388506,0.0
Testis,gt-1,gt-7,0.9856951614880275,0.0
Testis,gt-1,gt-8,0.9857658527169192,0.0
Testis,gt-1,gt-9,0.9858038013536,0.0
Testis,gt-2,approx,0.9257300848058104,0.0
Testis,gt-2,gt-0,0.985750657743616,0.0
Testis,gt-2,gt-1,0.9857499927620849,0.0
Testis,gt-2,gt-3,0.9856893738123936,0.0
Testis,gt-2,gt-4,0.985722198526673,0.0
Testis,gt-2,gt-5,0.9857680504892594,0.0
Testis,gt-2,gt-6,0.9858858925506037,0.0
Testis,gt-2,gt-7,0.9857856312216212,0.0
Testis,gt-2,gt-8,0.9857038356645583,0.0
Testis,gt-2,gt-9,0.9857668692709912,0.0
Testis,gt-3,approx,0.9260201966444338,0.0
Testis,gt-3,gt-0,0.9856632519601664,0.0
Testis,gt-3,gt-1,0.9858286016517694,0.0
Testis,gt-3,gt-2,0.9856893738123936,0.0
Testis,gt-3,gt-4,0.9858027282772864,0.0
Testis,gt-3,gt-5,0.9856710074110819,0.0
Testis,gt-3,gt-6,0.9857965895602327,0.0
Testis,gt-3,gt-7,0.9858410803632096,0.0
Testis,gt-3,gt-8,0.9857264603378203,0.0
Testis,gt-3,gt-9,0.9857624762925106,0.0
Testis,gt-4,approx,0.9257697828826162,0.0
Testis,gt-4,gt-0,0.9858678866496796,0.0
Testis,gt-4,gt-1,0.985892303594384,0.0
Testis,gt-4,gt-2,0.985722198526673,0.0
Testis,gt-4,gt-3,0.9858027282772864,0.0
Testis,gt-4,gt-5,0.9858273613183275,0.0
Testis,gt-4,gt-6,0.9856692215871643,0.0
Testis,gt-4,gt-7,0.98592408366605,0.0
Testis,gt-4,gt-8,0.985859654269898,0.0
Testis,gt-4,gt-9,0.9857856497602632,0.0
Testis,gt-5,approx,0.9259003951837522,0.0
Testis,gt-5,gt-0,0.9859465699399448,0.0
Testis,gt-5,gt-1,0.9857740957285612,0.0
Testis,gt-5,gt-2,0.9857680504892594,0.0
Testis,gt-5,gt-3,0.9856710074110819,0.0
Testis,gt-5,gt-4,0.9858273613183275,0.0
Testis,gt-5,gt-6,0.9857980616964547,0.0
Testis,gt-5,gt-7,0.9858039460185131,0.0
Testis,gt-5,gt-8,0.9856140520194953,0.0
Testis,gt-5,gt-9,0.9857041102130871,0.0
Testis,gt-6,approx,0.9258048158809545,0.0
Testis,gt-6,gt-0,0.9858405115212933,0.0
Testis,gt-6,gt-1,0.9856159472388506,0.0
Testis,gt-6,gt-2,0.9858858925506037,0.0
Testis,gt-6,gt-3,0.9857965895602327,0.0
Testis,gt-6,gt-4,0.9856692215871643,0.0
Testis,gt-6,gt-5,0.9857980616964547,0.0
Testis,gt-6,gt-7,0.9856708858804955,0.0
Testis,gt-6,gt-8,0.9857473589332088,0.0
Testis,gt-6,gt-9,0.985845137094774,0.0
Testis,gt-7,approx,0.9259051431568555,0.0
Testis,gt-7,gt-0,0.9858193748787393,0.0
Testis,gt-7,gt-1,0.9856951614880275,0.0
Testis,gt-7,gt-2,0.9857856312216212,0.0
Testis,gt-7,gt-3,0.9858410803632096,0.0
Testis,gt-7,gt-4,0.98592408366605,0.0
Testis,gt-7,gt-5,0.9858039460185131,0.0
Testis,gt-7,gt-6,0.9856708858804955,0.0
Testis,gt-7,gt-8,0.9858632654341543,0.0
Testis,gt-7,gt-9,0.985885775452272,0.0
Testis,gt-8,approx,0.9259131065241935,0.0
Testis,gt-8,gt-0,0.9858070594049467,0.0
Testis,gt-8,gt-1,0.9857658527169192,0.0
Testis,gt-8,gt-2,0.9857038356645583,0.0
Testis,gt-8,gt-3,0.9857264603378203,0.0
Testis,gt-8,gt-4,0.985859654269898,0.0
Testis,gt-8,gt-5,0.9856140520194953,0.0
Testis,gt-8,gt-6,0.9857473589332088,0.0
Testis,gt-8,gt-7,0.9858632654341543,0.0
Testis,gt-8,gt-9,0.9858425734317571,0.0
Testis,gt-9,approx,0.9258229017319528,0.0
Testis,gt-9,gt-0,0.9858430827445075,0.0
Testis,gt-9,gt-1,0.9858038013536,0.0
Testis,gt-9,gt-2,0.9857668692709912,0.0
Testis,gt-9,gt-3,0.9857624762925106,0.0
Testis,gt-9,gt-4,0.9857856497602632,0.0
Testis,gt-9,gt-5,0.9857041102130871,0.0
Testis,gt-9,gt-6,0.985845137094774,0.0
Testis,gt-9,gt-7,0.985885775452272,0.0
Testis,gt-9,gt-8,0.9858425734317571,0.0
