tissue,groundtruth,approximation,f1_005,f1_005_bh
Breast,gt-4,approx,0.8393879234280891,0.8713366777741159
Breast,gt-4,gt-0,0.839580317068777,0.8684871855226175
Breast,gt-4,gt-1,0.8387283181783449,0.8682249533831042
Breast,gt-4,gt-2,0.8394412792467922,0.8680430242958898
Breast,gt-4,gt-3,0.8398040688832862,0.8698041267295037
Breast,gt-4,gt-5,0.839647315822445,0.8678771853623336
Breast,gt-4,gt-6,0.8399728091737488,0.8683839127234946
Breast,gt-4,gt-7,0.8407061960283032,0.8688063619116921
Breast,gt-4,gt-8,0.8401360186029947,0.8679511221236976
Breast,gt-4,gt-9,0.8399944090184631,0.8689583138788879
Breast,gt-5,approx,0.8401600171624823,0.8709078171888234
Breast,gt-5,gt-0,0.839352731834488,0.8683157681709918
Breast,gt-5,gt-1,0.8391748329387706,0.8692173268467058
Breast,gt-5,gt-2,0.8392488302290358,0.8687952582182353
Breast,gt-5,gt-3,0.8400763034941928,0.8689773376499714
Breast,gt-5,gt-4,0.839647315822445,0.8678771853623336
Breast,gt-5,gt-6,0.8402566739131888,0.8689462535304868
Breast,gt-5,gt-7,0.8408969559909711,0.8690535968445148
Breast,gt-5,gt-8,0.8402871452867581,0.8683371692595221
Breast,gt-5,gt-9,0.8405215637384483,0.868313219488337
Breast,gt-6,approx,0.8400523565237266,0.8719224880282648
Breast,gt-6,gt-0,0.8393199181153161,0.8684798582034137
Breast,gt-6,gt-1,0.8390611341600341,0.8689177783285297
Breast,gt-6,gt-2,0.8398025080257397,0.8685270545243138
Breast,gt-6,gt-3,0.8398389145755927,0.8698177080626327
Breast,gt-6,gt-4,0.8399728091737488,0.8683839127234946
Breast,gt-6,gt-5,0.8402566739131888,0.8689462535304868
Breast,gt-6,gt-7,0.8409465921698063,0.8697381872368444
Breast,gt-6,gt-8,0.8404906034767855,0.8689204212888724
Breast,gt-6,gt-9,0.8409303578619137,0.8693349751564718
Breast,gt-7,approx,0.8407236554343863,0.8724543919154698
Breast,gt-7,gt-0,0.8402505697905999,0.8693074073625093
Breast,gt-7,gt-1,0.8401088407071498,0.8701176870429809
Breast,gt-7,gt-2,0.84072005321013,0.8694754991742462
Breast,gt-7,gt-3,0.8409243832525277,0.8695546665372429
Breast,gt-7,gt-4,0.8407061960283032,0.8688063619116921
Breast,gt-7,gt-5,0.8408969559909711,0.8690535968445148
Breast,gt-7,gt-6,0.8409465921698063,0.8697381872368444
Breast,gt-7,gt-8,0.8408268706664824,0.8693985889919192
Breast,gt-7,gt-9,0.8414942189093613,0.8694285976305048
Breast,gt-8,approx,0.839986576200257,0.8724454209388296
Breast,gt-8,gt-0,0.8392583595572404,0.8681822508762062
Breast,gt-8,gt-1,0.8388190656410885,0.8699749581914442
Breast,gt-8,gt-2,0.8397108741816539,0.8688973857679199
Breast,gt-8,gt-3,0.8403503146610514,0.8692737314032692
Breast,gt-8,gt-4,0.8401360186029947,0.8679511221236976
Breast,gt-8,gt-5,0.8402871452867581,0.8683371692595221
Breast,gt-8,gt-6,0.8404906034767855,0.8689204212888724
Breast,gt-8,gt-7,0.8408268706664824,0.8693985889919192
Breast,gt-8,gt-9,0.840594405577682,0.8684495862623538
Breast,gt-9,approx,0.8399857210966006,0.8720292982117015
Breast,gt-9,gt-0,0.8396733113299597,0.8684316057304055
Breast,gt-9,gt-1,0.8390464578596124,0.869350003807625
Breast,gt-9,gt-2,0.840004711508336,0.8688899908940584
Breast,gt-9,gt-3,0.8400868620856916,0.8703419520592383
Breast,gt-9,gt-4,0.8399944090184631,0.8689583138788879
Breast,gt-9,gt-5,0.8405215637384483,0.868313219488337
Breast,gt-9,gt-6,0.8409303578619137,0.8693349751564718
Breast,gt-9,gt-7,0.8414942189093613,0.8694285976305048
Breast,gt-9,gt-8,0.840594405577682,0.8684495862623538
Kidney,gt-0,approx,0.8716541105928494,0.8319749994523828
Kidney,gt-0,gt-1,0.871603660017898,0.8266772220223102
Kidney,gt-0,gt-2,0.8700624152641739,0.8236921619687999
Kidney,gt-0,gt-3,0.8710044724811503,0.8244887027939203
Kidney,gt-0,gt-4,0.870816263655419,0.8228709123781199
Kidney,gt-0,gt-5,0.870174786180327,0.8252642132085718
Kidney,gt-0,gt-6,0.8698051444478004,0.8250922616032534
Kidney,gt-0,gt-7,0.8693066510003935,0.8243391713669005
Kidney,gt-0,gt-8,0.8689387375120059,0.8239329841719957
Kidney,gt-0,gt-9,0.8695319804490442,0.8256261570841623
Kidney,gt-1,approx,0.8721232537518522,0.8351502263947282
Kidney,gt-1,gt-0,0.871603660017898,0.8266772220223102
Kidney,gt-1,gt-2,0.8712947427293065,0.8272602221484594
Kidney,gt-1,gt-3,0.872794334154695,0.8287068853029447
Kidney,gt-1,gt-4,0.8723252789907812,0.8268026841920016
Kidney,gt-1,gt-5,0.8715192452046047,0.8293096121127909
Kidney,gt-1,gt-6,0.8714409650997885,0.8303157133863408
Kidney,gt-1,gt-7,0.8709005750432621,0.8276199051459276
Kidney,gt-1,gt-8,0.8703808821135416,0.8284299870921122
Kidney,gt-1,gt-9,0.8710553731169872,0.829584724928101
Kidney,gt-2,approx,0.8709768259062313,0.8324749166830898
Kidney,gt-2,gt-0,0.8700624152641739,0.8236921619687999
Kidney,gt-2,gt-1,0.8712947427293065,0.8272602221484594
Kidney,gt-2,gt-3,0.8714336989527558,0.8268313088970314
Kidney,gt-2,gt-4,0.8711412909248786,0.824760412654309
Kidney,gt-2,gt-5,0.8705834170026742,0.8273202007601033
Kidney,gt-2,gt-6,0.8699229659865322,0.826742882794384
Kidney,gt-2,gt-7,0.8702052203738425,0.8252771824401335
Kidney,gt-2,gt-8,0.8694304566258855,0.8258342573313965
Kidney,gt-2,gt-9,0.8694877702976671,0.8271847813007859
Kidney,gt-3,approx,0.871708419951719,0.8333291652262179
Kidney,gt-3,gt-0,0.8710044724811503,0.8244887027939203
Kidney,gt-3,gt-1,0.872794334154695,0.8287068853029447
Kidney,gt-3,gt-2,0.8714336989527558,0.8268313088970314
Kidney,gt-3,gt-4,0.8720289884266326,0.8260524500650792
Kidney,gt-3,gt-5,0.87077879132568,0.8285213091491576
Kidney,gt-3,gt-6,0.8714098160380599,0.8283344267074859
Kidney,gt-3,gt-7,0.8706241855030782,0.826634022240949
Kidney,gt-3,gt-8,0.8706395996952349,0.8269179200186545
Kidney,gt-3,gt-9,0.8708792114363141,0.8283590530354662
Kidney,gt-4,approx,0.8717570942813225,0.8313178072207693
Kidney,gt-4,gt-0,0.870816263655419,0.8228709123781199
Kidney,gt-4,gt-1,0.8723252789907812,0.8268026841920016
Kidney,gt-4,gt-2,0.8711412909248786,0.824760412654309
Kidney,gt-4,gt-3,0.8720289884266326,0.8260524500650792
Kidney,gt-4,gt-5,0.8709507103218344,0.8260969360135696
Kidney,gt-4,gt-6,0.8710594633727755,0.8264448905236531
Kidney,gt-4,gt-7,0.8702380499573455,0.825250410195061
Kidney,gt-4,gt-8,0.8699649017852114,0.8254392655080516
Kidney,gt-4,gt-9,0.8706889685539039,0.8265688299996538
Kidney,gt-5,approx,0.8713407379269859,0.8341604266742018
Kidney,gt-5,gt-0,0.870174786180327,0.8252642132085718
Kidney,gt-5,gt-1,0.8715192452046047,0.8293096121127909
Kidney,gt-5,gt-2,0.8705834170026742,0.8273202007601033
Kidney,gt-5,gt-3,0.87077879132568,0.8285213091491576
Kidney,gt-5,gt-4,0.8709507103218344,0.8260969360135696
Kidney,gt-5,gt-6,0.8698006479798185,0.82966078582648
Kidney,gt-5,gt-7,0.8703988246266552,0.8281851264996256
Kidney,gt-5,gt-8,0.8697107678119952,0.8274793222750819
Kidney,gt-5,gt-9,0.8700136169311115,0.8293273101545398
Kidney,gt-6,approx,0.8717520983425016,0.8355093777681163
Kidney,gt-6,gt-0,0.8698051444478004,0.8250922616032534
Kidney,gt-6,gt-1,0.8714409650997885,0.8303157133863408
Kidney,gt-6,gt-2,0.8699229659865322,0.826742882794384
Kidney,gt-6,gt-3,0.8714098160380599,0.8283344267074859
Kidney,gt-6,gt-4,0.8710594633727755,0.8264448905236531
Kidney,gt-6,gt-5,0.8698006479798185,0.82966078582648
Kidney,gt-6,gt-7,0.8699418358019128,0.8283027973016908
Kidney,gt-6,gt-8,0.8696725956045119,0.829023969341744
Kidney,gt-6,gt-9,0.8700048108884886,0.8294678723639947
Kidney,gt-7,approx,0.8713029025632635,0.8337418312673047
Kidney,gt-7,gt-0,0.8693066510003935,0.8243391713669005
Kidney,gt-7,gt-1,0.8709005750432621,0.8276199051459276
Kidney,gt-7,gt-2,0.8702052203738425,0.8252771824401335
Kidney,gt-7,gt-3,0.8706241855030782,0.826634022240949
Kidney,gt-7,gt-4,0.8702380499573455,0.825250410195061
Kidney,gt-7,gt-5,0.8703988246266552,0.8281851264996256
Kidney,gt-7,gt-6,0.8699418358019128,0.8283027973016908
Kidney,gt-7,gt-8,0.8693369239608735,0.8265743214389298
Kidney,gt-7,gt-9,0.869475785598917,0.827112351810898
Kidney,gt-8,approx,0.8703450923850867,0.8338721861755048
Kidney,gt-8,gt-0,0.8689387375120059,0.8239329841719957
Kidney,gt-8,gt-1,0.8703808821135416,0.8284299870921122
Kidney,gt-8,gt-2,0.8694304566258855,0.8258342573313965
Kidney,gt-8,gt-3,0.8706395996952349,0.8269179200186545
Kidney,gt-8,gt-4,0.8699649017852114,0.8254392655080516
Kidney,gt-8,gt-5,0.8697107678119952,0.8274793222750819
Kidney,gt-8,gt-6,0.8696725956045119,0.829023969341744
Kidney,gt-8,gt-7,0.8693369239608735,0.8265743214389298
Kidney,gt-8,gt-9,0.8687256555122764,0.8283456168419581
Kidney,gt-9,approx,0.8710636570391397,0.8349397182783711
Kidney,gt-9,gt-0,0.8695319804490442,0.8256261570841623
Kidney,gt-9,gt-1,0.8710553731169872,0.829584724928101
Kidney,gt-9,gt-2,0.8694877702976671,0.8271847813007859
Kidney,gt-9,gt-3,0.8708792114363141,0.8283590530354662
Kidney,gt-9,gt-4,0.8706889685539039,0.8265688299996538
Kidney,gt-9,gt-5,0.8700136169311115,0.8293273101545398
Kidney,gt-9,gt-6,0.8700048108884886,0.8294678723639947
Kidney,gt-9,gt-7,0.869475785598917,0.827112351810898
Kidney,gt-9,gt-8,0.8687256555122764,0.8283456168419581
Testis,gt-0,approx,0.8613062728525454,0.8939405882816627
Testis,gt-0,gt-1,0.8613086038124678,0.888381701185189
Testis,gt-0,gt-2,0.8617592168994038,0.8888300762258748
Testis,gt-0,gt-3,0.8611859045363918,0.8896231430257217
Testis,gt-0,gt-4,0.8606781232251003,0.8874212970846971
Testis,gt-0,gt-5,0.8614754348511646,0.8899267080730842
Testis,gt-0,gt-6,0.8624998047135429,0.8904778579265589
Testis,gt-0,gt-7,0.8636129378801737,0.8895179521547356
Testis,gt-0,gt-8,0.8608052246815047,0.8884499685189935
Testis,gt-0,gt-9,0.8620731891261246,0.8893206014451215
Testis,gt-1,approx,0.8597285462887723,0.8909671431136186
Testis,gt-1,gt-0,0.8613086038124678,0.888381701185189
Testis,gt-1,gt-2,0.8612556354860552,0.8872130964535477
Testis,gt-1,gt-3,0.8607603455050264,0.8875881413151017
Testis,gt-1,gt-4,0.8607066954468823,0.885311698011359
Testis,gt-1,gt-5,0.8610963921704887,0.8879394147539743
Testis,gt-1,gt-6,0.8618316634760756,0.8875532023879373
Testis,gt-1,gt-7,0.8624315017477991,0.8874383067412615
Testis,gt-1,gt-8,0.8603404082205842,0.8866547893718368
Testis,gt-1,gt-9,0.8613578998402859,0.8874253156509052
Testis,gt-2,approx,0.860008779982804,0.8916077959582169
Testis,gt-2,gt-0,0.8617592168994038,0.8888300762258748
Testis,gt-2,gt-1,0.8612556354860552,0.8872130964535477
Testis,gt-2,gt-3,0.8605162941351541,0.8881058748995143
Testis,gt-2,gt-4,0.8604549750831826,0.8861752064575495
Testis,gt-2,gt-5,0.8613465467031773,0.8883824861318821
Testis,gt-2,gt-6,0.8621033761945486,0.8883711063347678
Testis,gt-2,gt-7,0.8630326327809869,0.8878049800678772
Testis,gt-2,gt-8,0.8604683003015707,0.8868908729327055
Testis,gt-2,gt-9,0.8615308020345182,0.8879098176696836
Testis,gt-3,approx,0.8597845685107672,0.891930204629477
Testis,gt-3,gt-0,0.8611859045363918,0.8896231430257217
Testis,gt-3,gt-1,0.8607603455050264,0.8875881413151017
Testis,gt-3,gt-2,0.8605162941351541,0.8881058748995143
Testis,gt-3,gt-4,0.860334359036678,0.88665606021167
Testis,gt-3,gt-5,0.8611513058978252,0.8891627457118694
Testis,gt-3,gt-6,0.8618829528339724,0.888943398827024
Testis,gt-3,gt-7,0.8624420659169165,0.8883067164074835
Testis,gt-3,gt-8,0.8602257511028154,0.8873987349378613
Testis,gt-3,gt-9,0.8618603391904386,0.8884719187765069
Testis,gt-4,approx,0.8593057317058981,0.8896416595065957
Testis,gt-4,gt-0,0.8606781232251003,0.8874212970846971
Testis,gt-4,gt-1,0.8607066954468823,0.885311698011359
Testis,gt-4,gt-2,0.8604549750831826,0.8861752064575495
Testis,gt-4,gt-3,0.860334359036678,0.88665606021167
Testis,gt-4,gt-5,0.8604653350497746,0.886756918441052
Testis,gt-4,gt-6,0.861768391147081,0.8864424014291779
Testis,gt-4,gt-7,0.8625459114004848,0.8866028513475029
Testis,gt-4,gt-8,0.8598586922228623,0.8852105358798615
Testis,gt-4,gt-9,0.8608778020165869,0.8867082753544923
Testis,gt-5,approx,0.8602775391980955,0.8923726939526393
Testis,gt-5,gt-0,0.8614754348511646,0.8899267080730842
Testis,gt-5,gt-1,0.8610963921704887,0.8879394147539743
Testis,gt-5,gt-2,0.8613465467031773,0.8883824861318821
Testis,gt-5,gt-3,0.8611513058978252,0.8891627457118694
Testis,gt-5,gt-4,0.8604653350497746,0.886756918441052
Testis,gt-5,gt-6,0.8623199410516823,0.8893782332025174
Testis,gt-5,gt-7,0.8631170392254832,0.8887640344877324
Testis,gt-5,gt-8,0.8603634328742279,0.8876923561139548
Testis,gt-5,gt-9,0.8617202527170711,0.8885711417652785
Testis,gt-6,approx,0.8606175180168613,0.8927586348853485
Testis,gt-6,gt-0,0.8624998047135429,0.8904778579265589
Testis,gt-6,gt-1,0.8618316634760756,0.8875532023879373
Testis,gt-6,gt-2,0.8621033761945486,0.8883711063347678
Testis,gt-6,gt-3,0.8618829528339724,0.888943398827024
Testis,gt-6,gt-4,0.861768391147081,0.8864424014291779
Testis,gt-6,gt-5,0.8623199410516823,0.8893782332025174
Testis,gt-6,gt-7,0.8640597035892902,0.8891597853662395
Testis,gt-6,gt-8,0.8613309218883933,0.8880167110008649
Testis,gt-6,gt-9,0.8627483542159483,0.8888048508616816
Testis,gt-7,approx,0.8622310972099824,0.892121689622991
Testis,gt-7,gt-0,0.8636129378801737,0.8895179521547356
Testis,gt-7,gt-1,0.8624315017477991,0.8874383067412615
Testis,gt-7,gt-2,0.8630326327809869,0.8878049800678772
Testis,gt-7,gt-3,0.8624420659169165,0.8883067164074835
Testis,gt-7,gt-4,0.8625459114004848,0.8866028513475029
Testis,gt-7,gt-5,0.8631170392254832,0.8887640344877324
Testis,gt-7,gt-6,0.8640597035892902,0.8891597853662395
Testis,gt-7,gt-8,0.8623796079533153,0.887809559885524
Testis,gt-7,gt-9,0.8636648292283448,0.888250528799503
Testis,gt-8,approx,0.8588771539258381,0.8912131875620517
Testis,gt-8,gt-0,0.8608052246815047,0.8884499685189935
Testis,gt-8,gt-1,0.8603404082205842,0.8866547893718368
Testis,gt-8,gt-2,0.8604683003015707,0.8868908729327055
Testis,gt-8,gt-3,0.8602257511028154,0.8873987349378613
Testis,gt-8,gt-4,0.8598586922228623,0.8852105358798615
Testis,gt-8,gt-5,0.8603634328742279,0.8876923561139548
Testis,gt-8,gt-6,0.8613309218883933,0.8880167110008649
Testis,gt-8,gt-7,0.8623796079533153,0.887809559885524
Testis,gt-8,gt-9,0.8610194908528195,0.8871752120558487
Testis,gt-9,approx,0.8608238838949795,0.8918282975404185
Testis,gt-9,gt-0,0.8620731891261246,0.8893206014451215
Testis,gt-9,gt-1,0.8613578998402859,0.8874253156509052
Testis,gt-9,gt-2,0.8615308020345182,0.8879098176696836
Testis,gt-9,gt-3,0.8618603391904386,0.8884719187765069
Testis,gt-9,gt-4,0.8608778020165869,0.8867082753544923
Testis,gt-9,gt-5,0.8617202527170711,0.8885711417652785
Testis,gt-9,gt-6,0.8627483542159483,0.8888048508616816
Testis,gt-9,gt-7,0.8636648292283448,0.888250528799503
Testis,gt-9,gt-8,0.8610194908528195,0.8871752120558487
