tissue,num_non_tfs,num_tfs,mae,f1_005,f1_001,abs_time_saving,rel_time_saving,abs_emission_saving,rel_emission_saving,total_runtime,correlation,tp_001
Kidney,3,-1,0.022327466324071548,0.9444651862308253,0.8919771035675568,88147.8276643753,8.437271849264693,10.187980102147144,33.651700010977024,11852.172335624695,0.9947432978491582,1506936
Kidney,4,-1,0.02224103742382744,0.9440195708661933,0.8922595203609546,87753.77345299721,8.165780668533731,10.181862972061941,33.00464604215876,12246.226547002792,0.9948657156241991,1503733
Kidney,5,-1,0.022088575202595332,0.9451642415143515,0.8949259653892787,88526.83660030365,8.715991964574183,10.190739270941162,33.951934446880074,11473.16339969635,0.9948728716319397,1522325
Kidney,6,-1,0.020359241409889373,0.945646378134432,0.8958250776868655,90175.12146759033,10.178242883118251,10.240907560987711,40.52607648462476,9824.878532409668,0.995629230910884,1514627
Kidney,7,-1,0.020192967116601047,0.9458855758572651,0.8957948656946346,81051.48873233795,5.277459457760264,10.01571517034974,21.681455534303822,18948.51126766205,0.995707554560834,1521173
Kidney,8,-1,0.01996988070475353,0.9464049848665234,0.8966115104627846,79100.91389942169,4.784898225632596,9.957628425109233,19.359421632880892,20899.086100578308,0.9958169706726516,1521413
Kidney,9,-1,0.019686752220466522,0.9461123818147851,0.8966367069790819,73702.9124853611,3.802702483472081,9.818673491332994,15.41111327158387,26297.0875146389,0.9959324093648506,1512766
Kidney,10,-1,0.019258390040924035,0.946202070658343,0.8978643260974667,71770.95599222183,3.5424508166995037,9.804483242331978,15.096688734294677,28229.044007778168,0.9961026913901403,1520065
Kidney,20,-1,0.018404019358854516,0.9468417890966263,0.9016452785253588,66500.33959078789,2.9851048869886716,9.590058978114312,11.539209407485169,33499.66040921211,0.9964336389146383,1535579
Kidney,30,-1,0.017922574661185554,0.9475856526174511,0.90290471705963,65545.99846744537,2.9024204896929833,9.600930102365686,11.678736022224982,34454.00153255463,0.9965980432171421,1535445
Kidney,40,-1,0.017804592601007103,0.9476214510582827,0.902414255981852,45617.5454955101,1.838828366817166,9.1221053037949,7.620321080354224,54382.4545044899,0.9966387939459836,1535119
Kidney,50,-1,0.01775737108351459,0.9472478480216128,0.9024539500607986,28486.78268790245,1.3983429044113707,8.527741155910965,5.323844804382072,71513.21731209755,0.9966412403011007,1535913
Kidney,70,-1,0.017536524274837446,0.9474442648335906,0.9030693368338047,37713.11326408386,1.6054743661210724,8.86926610194566,6.438818750580799,62286.88673591614,0.9967286615637156,1536903
Kidney,100,-1,0.017448209190391088,0.9475419720689225,0.9026053929804512,14395.72738289833,1.1681659915187739,8.437865650512897,5.091811793257592,85604.27261710167,0.9967621061777789,1533782
