,tissue,gtA,gtB,mae,f1,precision,recall,tp,fp,tn,fn
17,testis,0,6,0.012438181232346208,0.8904778579265589,0.8902513308703577,0.8907045002930456,0.8907045002930456,0.02900958411267995,0.97099041588732,0.1092954997069544
18,breast,0,7,0.014343950800606565,0.8727779801368503,0.873442951235157,0.8721140207821746,0.8721140207821746,0.028364233589951094,0.9716357664100489,0.12788597921782544
19,kidney,0,7,0.018374678882568805,0.8092537996270979,0.8155141506032164,0.8030888324679969,0.8030888324679969,0.04249642387375013,0.9575035761262498,0.19691116753200308
20,testis,0,7,0.012365728106938314,0.8895179521547356,0.8864680973428753,0.8925888652013608,0.8925888652013608,0.030201429227102016,0.969798570772898,0.10741113479863915
21,breast,0,8,0.014373345231593603,0.8719920894691058,0.8733804291275159,0.8706081566598559,0.8706081566598559,0.028331273939575845,0.9716687260604242,0.12939184334014409
22,kidney,0,8,0.018378344422151777,0.8084742410504442,0.8188603554267488,0.798348293888028,0.798348293888028,0.04130982038976365,0.9586901796102364,0.20165170611197208
23,testis,0,8,0.012575011244785998,0.8884499685189935,0.8872726764617523,0.8896303889450592,0.8896303889450592,0.029860902051552854,0.9701390979484471,0.1103696110549408
24,breast,0,9,0.014435241975635591,0.8720052618340491,0.8721183503698449,0.8718922026230779,0.8718922026230779,0.028697336439488186,0.9713026635605119,0.12810779737692216
25,kidney,0,9,0.01829650408176015,0.8101269706530577,0.8166941173134967,0.8036645961157514,0.8036645961157514,0.04219383998533358,0.9578061600146665,0.19633540388424867
26,testis,0,9,0.012450360669757084,0.8893206014451215,0.889305027599025,0.8893361758366977,0.8893361758366977,0.029245855685570036,0.97075414431443,0.11066382416330228
27,breast,1,0,0.014428486108283234,0.8726535135084375,0.8709768121918758,0.8743366828497234,0.8743366828497234,0.028936054528536675,0.9710639454714634,0.12566331715027662
28,kidney,1,0,0.018039288975780145,0.8114676043627923,0.8051128826482085,0.8179234392554189,0.8179234392554189,0.04542052826280489,0.9545794717371952,0.18207656074458106
29,testis,1,0,0.012600149615301794,0.888381701185189,0.8907091703423846,0.8860663639214411,0.8860663639214411,0.028913892753272233,0.9710861072467277,0.1139336360785589
30,breast,1,2,0.01437180216128116,0.8725972942209809,0.8712291507089149,0.8739697414474427,0.8739697414474427,0.028858981401553793,0.9711410185984463,0.1260302585525573
31,kidney,1,2,0.017993925821916033,0.8116986210427994,0.8105660765218285,0.8128343348347266,0.8128343348347266,0.043579730654777736,0.9564202693452223,0.1871656651652735
32,testis,1,2,0.012698756064343049,0.8872130964535477,0.8882997673785025,0.886129080963055,0.886129080963055,0.02963357409196601,0.970366425908034,0.11387091903694499
33,breast,1,3,0.014355042369415243,0.8736676875116629,0.8736635774882,0.873671797573796,0.873671797573796,0.028224879765921907,0.9717751202340781,0.12632820242620402
34,kidney,1,3,0.017844949570134723,0.8135316505894411,0.8130082556152595,0.8140557198956927,0.8140557198956927,0.04295312645936708,0.9570468735406329,0.1859442801043073
35,testis,1,3,0.01262107802658447,0.8875881413151017,0.8905676349401591,0.8846285176711072,0.8846285176711072,0.028908950735495795,0.9710910492645042,0.11537148232889281
36,breast,1,4,0.014372782814790812,0.8723725911339001,0.8715328969815349,0.8732139048837705,0.8732139048837705,0.028755983677313034,0.971244016322687,0.12678609511622949
37,kidney,1,4,0.01799161774726053,0.812060226824306,0.8075615648061321,0.8166092907721009,0.8166092907721009,0.044642002106808826,0.9553579978931912,0.1833907092278991
38,testis,1,4,0.012686711661520838,0.885311698011359,0.8867848894254411,0.8838433932242367,0.8838433932242367,0.03000916744297529,0.9699908325570247,0.11615660677576335
39,breast,1,5,0.014348526802222766,0.8726945244956772,0.8716351508628781,0.8737564763589377,0.8737564763589377,0.02874757569982399,0.971252424300176,0.1262435236410623
40,kidney,1,5,0.018061774570514603,0.8138675130552171,0.8137102881252029,0.8140247987549087,0.8140247987549087,0.04275332248007576,0.9572466775199242,0.18597520124509126
41,testis,1,5,0.012594354340248137,0.8879394147539743,0.8900688528416385,0.8858201414617717,0.8858201414617717,0.02909612965877838,0.9709038703412216,0.11417985853822836
42,breast,1,6,0.014344248887233476,0.8734277776646103,0.8727645089670161,0.8740920552482029,0.8740920552482029,0.028468711113104114,0.9715312888868959,0.12590794475179706
43,kidney,1,6,0.017912927052137602,0.8151307360744425,0.8204459549764023,0.8098839426515909,0.8098839426515909,0.040661292057850934,0.959338707942149,0.1901160573484091
44,testis,1,6,0.012558500463259077,0.8875532023879373,0.8896515348476821,0.885464744892626,0.885464744892626,0.029208560563192345,0.9707914394368077,0.1145352551073739
45,breast,1,7,0.014301150481413803,0.8739018274030578,0.8728859963391167,0.8749200255918106,0.8749200255918106,0.028464507124359592,0.9715354928756404,0.12507997440818938
46,kidney,1,7,0.018062031556974677,0.8127254178603079,0.8125495811998393,0.8129013306397584,0.8129013306397584,0.04302169823924221,0.9569783017607578,0.1870986693602416
47,testis,1,7,0.012482909855495414,0.8874383067412615,0.8867046366339068,0.8881731919489901,0.8881731919489901,0.030180284808484455,0.9698197151915156,0.11182680805100986
48,breast,1,8,0.01432389546369072,0.8731435701767312,0.8728507581503513,0.8734365787261802,0.8734365787261802,0.0284252698960774,0.9715747301039226,0.12656342127381984
49,kidney,1,8,0.018108666193380554,0.8128424903588114,0.8167556837841424,0.8089666154750003,0.8089666154750003,0.0416372576490047,0.9583627423509953,0.19103338452499974
50,testis,1,8,0.012664363193354638,0.8866547893718368,0.887796664640579,0.8855158476672744,0.8855158476672744,0.029763302058597504,0.9702366979414025,0.11448415233272552
51,breast,1,9,0.0143841513009266,0.8730549063866222,0.8714902234069482,0.8746252179694655,0.8746252179694655,0.02881343819015482,0.9711865618098452,0.12537478203053454
52,kidney,1,9,0.01798405754184884,0.8141660427831604,0.8142867084741306,0.8140454128487647,0.8140454128487647,0.042591942342955845,0.9574080576570442,0.1859545871512353
53,testis,1,9,0.012563765349747926,0.8874253156509052,0.8897346570902875,0.8851279311506254,0.8851279311506254,0.02917273093431317,0.9708272690656868,0.11487206884937458
54,breast,2,0,0.014427214806008767,0.8717514380321812,0.8714423179060365,0.8720607775398227,0.8720607775398227,0.028851931653967534,0.9711480683460325,0.12793922246017728
55,kidney,2,0,0.018244148014090644,0.8085072163527263,0.8032892083630304,0.8137934578718812,0.8137934578718812,0.045875005619399827,0.9541249943806002,0.18620654212811882
56,testis,2,0,0.012605357953009837,0.8888300762258748,0.8900670385582624,0.8875965472356696,0.8875965472356696,0.02906488606169559,0.9709351139383045,0.11240345276433043
57,breast,2,1,0.01437180216128116,0.8725972942209809,0.8739697414474427,0.8712291507089149,0.8712291507089149,0.028176015784458563,0.9718239842155414,0.128770849291085
58,kidney,2,1,0.017993925821916033,0.8116986210427994,0.8128343348347266,0.8105660765218285,0.8105660765218285,0.04296533954188286,0.9570346604581171,0.1894339234781715
59,testis,2,1,0.012698756064343049,0.8872130964535477,0.886129080963055,0.8882997673785025,0.8882997673785025,0.03026378174418949,0.9697362182558105,0.11170023262149759
60,breast,2,3,0.014320787009479558,0.8728750136994881,0.8742437785200169,0.8715105282080943,0.8715105282080943,0.028115015078392917,0.9718849849216071,0.1284894717919057
61,kidney,2,3,0.01806987468766672,0.8120073956546672,0.8126196652461244,0.8113960479995889,0.8113960479995889,0.043070037833348715,0.9569299621666513,0.18860395200041113
62,testis,2,3,0.01264845251138955,0.8881058748995143,0.8899947151068437,0.8862250351027936,0.8862250351027936,0.02904142672290323,0.9709585732770968,0.11377496489720644
63,breast,2,4,0.014353269297521192,0.8723929412721602,0.8729227118919951,0.8718638132903972,0.8718638132903972,0.02846489269134414,0.9715351073086559,0.12813618670960278
64,kidney,2,4,0.018089007449706998,0.8099979273338604,0.8066314673624985,0.8133926047742632,0.8133926047742632,0.04488658276606971,0.9551134172339303,0.18660739522573683
65,testis,2,4,0.012724294176240403,0.8861752064575495,0.8865634839434414,0.8857872689211626,0.8857872689211626,0.030048326237912266,0.9699516737620877,0.1142127310788375
66,breast,2,5,0.014364734475864189,0.8725267129853335,0.872836547486453,0.8722170983727001,0.8722170983727001,0.02849854825331139,0.9715014517466886,0.12778290162729988
67,kidney,2,5,0.01821557640356319,0.8119562029523902,0.8129349825105477,0.8109797774751394,0.8109797774751394,0.042958832868401936,0.957041167131598,0.1890202225248606
68,testis,2,5,0.012616424939405199,0.8883824861318821,0.8894223363286264,0.8873450645355836,0.8873450645355836,0.02924823931488853,0.9707517606851115,0.11265493546441636
69,breast,2,6,0.014309393921184542,0.8725578542910425,0.8732655470553052,0.8718513076237671,0.8718513076237671,0.028376546841180104,0.9716234531588199,0.12814869237623297
70,kidney,2,6,0.018138616884519024,0.8118193660667808,0.8182636887608069,0.8054757560963075,0.8054757560963075,0.0411819194923375,0.9588180805076625,0.19452424390369247
71,testis,2,6,0.01255103309925573,0.8883711063347678,0.8893808097946457,0.8873636928837382,0.8873636928837382,0.029261203686326415,0.9707387963136735,0.11263630711626185
72,breast,2,7,0.014268136672304216,0.8734787708186723,0.8738340712464212,0.873123759203389,0.873123759203389,0.028272074367573428,0.9717279256324266,0.12687624079661097
73,kidney,2,7,0.018259573926574946,0.8101957495414331,0.8111535806641048,0.8092401778143228,0.8092401778143228,0.04336993632924241,0.9566300636707575,0.19075982218567722
74,testis,2,7,0.012481372313644873,0.8878049800678772,0.8859880617228408,0.8896293657280308,0.8896293657280308,0.030351445589150428,0.9696485544108496,0.11037063427196922
75,breast,2,8,0.014326482695412215,0.8727589169866071,0.8738380147054214,0.8716824811242594,0.8716824811242594,0.028224395654786488,0.9717756043452135,0.12831751887574058
76,kidney,2,8,0.018250989618111117,0.8107447065682636,0.8157931021923446,0.805758408921551,0.805758408921551,0.04188286568096478,0.9581171343190352,0.19424159107844902
77,testis,2,8,0.012686406493100271,0.8868908729327055,0.8869466393727047,0.8868351135048539,0.8868351135048539,0.029969305307243257,0.9700306946927567,0.11316488649514615
78,breast,2,9,0.014366436601996735,0.8731991985671731,0.8730027281335254,0.8733957574525957,0.8733957574525957,0.028494341308065486,0.9715056586919345,0.1266042425474043
79,kidney,2,9,0.018175797301284987,0.8115691015378201,0.812825251502053,0.8103168281213865,0.8103168281213865,0.04295469225800498,0.957045307741995,0.18968317187861347
80,testis,2,9,0.012583544748303354,0.8879098176696836,0.8891299068824776,0.8866930723501757,0.8866930723501757,0.029313678523098807,0.9706863214769011,0.11330692764982431
81,breast,3,0,0.01439536416410171,0.8726650671349444,0.8709924331889953,0.8743441376174123,0.8743441376174123,0.028932612020770552,0.9710673879792294,0.1256558623825877
82,kidney,3,0,0.01819702486323636,0.8099274056228388,0.8040983211543681,0.8158416198299466,0.8158416198299466,0.04567048140977957,0.9543295185902204,0.18415838017005332
83,testis,3,0,0.01252891131370225,0.8896231430257217,0.8889719119882502,0.8902753289027533,0.8902753289027533,0.029321496778267474,0.9706785032217325,0.1097246710972467
84,breast,3,1,0.014355042369415243,0.8736676875116629,0.873671797573796,0.8736635774882,0.8736635774882,0.02822283709579439,0.9717771629042056,0.12633642251180002
85,kidney,3,1,0.017844949570134723,0.8135316505894411,0.8140557198956927,0.8130082556152595,0.8130082556152595,0.04267017038029563,0.9573298296197044,0.1869917443847405
86,testis,3,1,0.01262107802658447,0.8875881413151017,0.8846285176711072,0.8905676349401591,0.8905676349401591,0.030628196218279856,0.9693718037817202,0.10943236505984089
87,breast,3,2,0.014320787009479558,0.8728750136994881,0.8715105282080943,0.8742437785200169,0.8742437785200169,0.0287959820993783,0.9712040179006217,0.12575622147998305
88,kidney,3,2,0.01806987468766672,0.8120073956546672,0.8113960479995889,0.8126196652461244,0.8126196652461244,0.04340162184727861,0.9565983781527214,0.1873803347538756
89,testis,3,2,0.01264845251138955,0.8881058748995143,0.8862250351027936,0.8899947151068437,0.8899947151068437,0.0301305527788792,0.9698694472211208,0.1100052848931563
90,breast,3,4,0.014336253185484728,0.8727914751489061,0.8719554758394451,0.8736290790484703,0.8736290790484703,0.028661454176776697,0.9713385458232233,0.12637092095152969
91,kidney,3,4,0.018061187584618856,0.8116018109744231,0.8076227218983162,0.8156203034607704,0.8156203034607704,0.04464100929658849,0.9553589907034115,0.18437969653922961
92,testis,3,4,0.012625606316454362,0.88665606021167,0.8851651335308115,0.8881520178470375,0.8881520178470375,0.030384616096144467,0.9696153839038555,0.11184798215296259
93,breast,3,5,0.014326570805470824,0.8726810267462094,0.8716257649517564,0.8737388468112465,0.8737388468112465,0.028749738125983998,0.971250261874016,0.1262611531887535
94,kidney,3,5,0.018162231778632274,0.813137697633165,0.8135042268322713,0.812771498569164,0.812771498569164,0.042813267595339995,0.95718673240466,0.18722850143083605
95,testis,3,5,0.012555373218182597,0.8891627457118694,0.8883160228731474,0.8900110842449385,0.8900110842449385,0.029507727656457063,0.970492272343543,0.10998891575506158
96,breast,3,6,0.01429507832523066,0.8731040188532605,0.8724450971857317,0.8737639365855954,0.8737639365855954,0.028540238913182546,0.9714597610868174,0.12623606341440466
97,kidney,3,6,0.0180203329819965,0.8139572253496304,0.8197959737710395,0.8082010582010583,0.8082010582010583,0.040820550179226305,0.9591794498207737,0.1917989417989418
98,testis,3,6,0.012481146118521658,0.888943398827024,0.8880668597527533,0.8898216699326995,0.8898216699326995,0.029575560095532742,0.9704244399044673,0.11017833006730055
99,breast,3,7,0.014260386992147744,0.873819406374814,0.8728077723368638,0.8748333882172147,0.8748333882172147,0.028482083613307896,0.9715179163866922,0.1251666117827853
100,kidney,3,7,0.018193929497350787,0.8118212853163345,0.8121683854815944,0.8114744817079448,0.8114744817079448,0.04312193183605553,0.9568780681639445,0.18852551829205524
101,testis,3,7,0.012417990392661468,0.8883067164074835,0.8846152062297956,0.8920291651271882,0.8920291651271882,0.0306824621695404,0.9693175378304596,0.1079708348728118
102,breast,3,8,0.014270231288697923,0.872615888174241,0.8723273554687745,0.8729046118141475,0.8729046118141475,0.028542340911973194,0.9714576590880268,0.1270953881858525
103,kidney,3,8,0.018157985497684378,0.8120139669610734,0.8164512998753847,0.8076246062627386,0.8076246062627386,0.04171875129349239,0.9582812487065077,0.19237539373726145
104,testis,3,8,0.012606905244650182,0.8873987349378613,0.8855749547623539,0.8892300425129901,0.8892300425129901,0.03029890055949429,0.9697010994405058,0.11076995748700992
105,breast,3,9,0.014319213615575506,0.8737207562291228,0.8721589754967984,0.8752881403772875,0.8752881403772875,0.02866355617556735,0.9713364438244326,0.12471185962271251
106,kidney,3,9,0.018090315438736553,0.813510475138207,0.8141552546724093,0.8128667160768328,0.8128667160768328,0.04263469173193753,0.9573653082680624,0.1871332839231672
107,testis,3,9,0.012484138329009482,0.8884719187765069,0.8878059942653803,0.8891388430293194,0.8891388430293194,0.029630442705330336,0.9703695572946697,0.11086115697068054
108,breast,4,0,0.01440225562940143,0.8717643214202508,0.8709268250010934,0.8726034300882407,0.8726034300882407,0.028959744175140772,0.9710402558248592,0.12739656991175927
109,kidney,4,0,0.018236561869858704,0.8085868530337833,0.8067133534047416,0.8104690748970522,0.8104690748970522,0.04516360360573931,0.9548363963942607,0.18953092510294778
110,testis,4,0,0.01260705490392352,0.8874212970846971,0.8882667345380504,0.8865774674475677,0.8865774674475677,0.029534008147142327,0.9704659918528576,0.11342253255243231
111,breast,4,1,0.014372782814790812,0.8723725911339001,0.8732139048837705,0.8715328969815349,0.8715328969815349,0.02833728561805298,0.9716627143819471,0.12846710301846512
112,kidney,4,1,0.01799161774726053,0.812060226824306,0.8166092907721009,0.8075615648061321,0.8075615648061321,0.04218015658059278,0.9578198434194072,0.192438435193868
113,testis,4,1,0.012686711661520838,0.885311698011359,0.8838433932242367,0.8867848894254411,0.8867848894254411,0.030864090852981113,0.9691359091470189,0.11321511057455888
114,breast,4,2,0.014353269297521192,0.8723929412721602,0.8718638132903972,0.8729227118919951,0.8729227118919951,0.02872912608360712,0.9712708739163929,0.1270772881080049
115,kidney,4,2,0.018089007449706998,0.8099979273338604,0.8133926047742632,0.8066314673624985,0.8066314673624985,0.04304010525629552,0.9569598947437045,0.19336853263750153
116,testis,4,2,0.012724294176240403,0.8861752064575495,0.8857872689211626,0.8865634839434414,0.8865634839434414,0.03027342303419331,0.9697265769658067,0.1134365160565586
117,breast,4,3,0.014336253185484728,0.8727914751489061,0.8736290790484703,0.8719554758394451,0.8719554758394451,0.028244757994702094,0.971755242005298,0.12804452416055492
118,kidney,4,3,0.018061187584618856,0.8116018109744231,0.8156203034607704,0.8076227218983162,0.8076227218983162,0.042462262417694435,0.9575377375823055,0.19237727810168387
119,testis,4,3,0.012625606316454362,0.88665606021167,0.8881520178470375,0.8851651335308115,0.8851651335308115,0.02952104678434761,0.9704789532156524,0.11483486646918852
120,breast,4,5,0.014333361573560709,0.8721113449487166,0.871891699100204,0.8723311014909209,0.8723311014909209,0.02870248934355156,0.9712975106564484,0.1276688985090792
121,kidney,4,5,0.018254319874424673,0.8109614098731084,0.8153458996378473,0.8066238227259754,0.8066238227259754,0.04248715410920341,0.9575128458907965,0.19337617727402454
122,testis,4,5,0.012619628232842075,0.886756918441052,0.8874057649667406,0.8861090200593367,0.8861090200593367,0.02977471917047278,0.9702252808295272,0.11389097994066333
123,breast,4,6,0.014311619558379715,0.8727747478099699,0.8729523982501245,0.8725971696607161,0.8725971696607161,0.028438925810370243,0.9715610741896298,0.12740283033928387
124,kidney,4,6,0.018116672162222052,0.8113962244687436,0.8212917136532598,0.8017363517755942,0.8017363517755942,0.040574049818942574,0.9594259501810575,0.19826364822440576
125,testis,4,6,0.012553176590541969,0.8864424014291779,0.8870609761505232,0.8858246888087686,0.8858246888087686,0.029867917541044314,0.9701320824589557,0.11417531119123141
126,breast,4,7,0.014273639545965725,0.872901220851811,0.8727264193745209,0.8730760923663476,0.8730760923663476,0.028512527328944815,0.9714874726710552,0.1269239076336523
127,kidney,4,7,0.01827201927647079,0.8100255673230142,0.8143860173289513,0.8057115627675623,0.8057115627675623,0.04270999401414085,0.9572900059858591,0.19428843723243772
128,testis,4,7,0.012472285022067224,0.8866028513475029,0.8844018570653359,0.8888148281077756,0.8888148281077756,0.030766572028144673,0.9692334279718553,0.11118517189222447
129,breast,4,8,0.01428220338594964,0.8722838130527318,0.8728319532635881,0.8717363608760842,0.8717363608760842,0.028441729677744512,0.9715582703222555,0.12826363912391578
130,kidney,4,8,0.018275915383345064,0.8101311122982949,0.8186132060991251,0.8018229909895217,0.8018229909895217,0.041321393223533315,0.9586786067764667,0.19817700901047824
131,testis,4,8,0.012688921451377682,0.8852105358798615,0.884878632693602,0.8855426881422216,0.8855426881422216,0.030510430811010986,0.969489569188989,0.11445731185777844
132,breast,4,9,0.01434517804785172,0.8724842290285957,0.8717589742467945,0.8732106915581265,0.8732106915581265,0.02876557635947262,0.9712344236405274,0.1267893084418735
133,kidney,4,9,0.018136812695464688,0.8120620040210097,0.8167327801963559,0.8074443470461125,0.8074443470461125,0.04213926308739947,0.9578607369126005,0.19255565295388755
134,testis,4,9,0.012561694981885141,0.8867082753544923,0.8875374758333411,0.8858806228252738,0.8858806228252738,0.029727811381310948,0.970272188618689,0.11411937717472621
135,breast,5,0,0.014417898597667105,0.8719357208735208,0.8713173499290807,0.8725549701528026,0.8725549701528026,0.028875382070048514,0.9711246179299515,0.12744502984719736
136,kidney,5,0,0.01834552412893381,0.8099037307681985,0.8037153241904433,0.8161881751727051,0.8161881751727051,0.04575030091492325,0.9542496990850767,0.18381182482729488
137,testis,5,0,0.012516621216177219,0.8899267080730842,0.8901230791503312,0.8897304236200256,0.8897304236200256,0.029032092876044142,0.9709679071239559,0.11026957637997432
138,breast,5,1,0.014348526802222766,0.8726945244956772,0.8737564763589377,0.8716351508628781,0.8716351508628781,0.028219203050952022,0.971780796949048,0.1283648491371219
139,kidney,5,1,0.018061774570514603,0.8138675130552171,0.8140247987549087,0.8137102881252029,0.8137102881252029,0.04266843550252201,0.957331564497478,0.18628971187479715
140,testis,5,1,0.012594354340248137,0.8879394147539743,0.8858201414617717,0.8900688528416385,0.8900688528416385,0.030327110789738817,0.9696728892102612,0.10993114715836154
141,breast,5,2,0.014364734475864189,0.8725267129853335,0.8722170983727001,0.872836547486453,0.872836547486453,0.028653150500546815,0.9713468494994532,0.127163452513547
142,kidney,5,2,0.01821557640356319,0.8119562029523902,0.8109797774751394,0.8129349825105477,0.8129349825105477,0.04348841388867212,0.9565115861113279,0.18706501748945223
143,testis,5,2,0.012616424939405199,0.8883824861318821,0.8873450645355836,0.8894223363286264,0.8894223363286264,0.02984895982112835,0.9701510401788717,0.11057766367137356
144,breast,5,3,0.014326570805470824,0.8726810267462094,0.8737388468112465,0.8716257649517564,0.8716257649517564,0.028223409326715458,0.9717765906732846,0.12837423504824358
145,kidney,5,3,0.018162231778632274,0.813137697633165,0.812771498569164,0.8135042268322713,0.8135042268322713,0.043011324806031065,0.9569886751939689,0.18649577316772875
146,testis,5,3,0.012555373218182597,0.8891627457118694,0.8900110842449385,0.8883160228731474,0.8883160228731474,0.029019136527217278,0.9709808634727827,0.1116839771268526
147,breast,5,4,0.014333361573560709,0.8721113449487166,0.8723311014909209,0.871891699100204,0.871891699100204,0.028592860547937523,0.9714071394520625,0.12810830089979602
148,kidney,5,4,0.018254319874424673,0.8109614098731084,0.8066238227259754,0.8153458996378473,0.8153458996378473,0.04486351823343431,0.9551364817665657,0.1846541003621527
149,testis,5,4,0.012619628232842075,0.886756918441052,0.8861090200593367,0.8874057649667406,0.8874057649667406,0.030150040689105005,0.969849959310895,0.11259423503325942
150,breast,5,6,0.014313884673458295,0.8728803612091429,0.8732780730075125,0.8724830115008697,0.8724830115008697,0.02836922688651468,0.9716307731134853,0.12751698849913023
151,kidney,5,6,0.018264872170789346,0.8141606229305012,0.8196289103286973,0.8087648170948448,0.8087648170948448,0.04084993981701535,0.9591500601829847,0.19123518290515515
152,testis,5,6,0.012449067847630377,0.8893782332025174,0.8893481360813482,0.8894083323608356,0.8894083323608356,0.029251733837109082,0.9707482661628909,0.11059166763916443
153,breast,5,7,0.014280320462553925,0.8728909942226735,0.8729360597005585,0.8728459333975747,0.8728459333975747,0.02846877541291607,0.971531224587084,0.12715406660242531
154,kidney,5,7,0.01832369805272215,0.8128414420865283,0.8128225997547984,0.81286028529186,0.81286028529186,0.04296284735277634,0.9570371526472237,0.18713971470813995
155,testis,5,7,0.012382850687774831,0.8887640344877324,0.8859115343051542,0.8916349632395846,0.8916349632395846,0.030353023487392546,0.9696469765126075,0.10836503676041545
156,breast,5,8,0.01428318461160254,0.8724804053271207,0.8732487949201733,0.8717133667888921,0.8717133667888921,0.02835170073750035,0.9716482992624996,0.12828663321110792
157,kidney,5,8,0.018307728866057752,0.8119754030781099,0.8160428530918381,0.8079482992216035,0.8079482992216035,0.0418029356053888,0.9581970643946112,0.19205170077839653
158,testis,5,8,0.012599129299799833,0.8876923561139548,0.8867114269013202,0.8886754580464465,0.8886754580464465,0.030013073572935298,0.9699869264270647,0.11132454195355351
159,breast,5,9,0.014353390019744377,0.8723646750371701,0.8718589745592955,0.8728709624938992,0.8728709624938992,0.028746389613303048,0.971253610386697,0.12712903750610086
160,kidney,5,9,0.018248290059408947,0.8141710351544634,0.8144490925821393,0.8138931675226796,0.8138931675226796,0.04255847445001738,0.9574415255499826,0.18610683247732038
161,testis,5,9,0.01249121618891056,0.8885711417652785,0.8887516461347356,0.8883907107013654,0.8883907107013654,0.0293954876121881,0.9706045123878119,0.11160928929863462
162,breast,6,0,0.014404675795297486,0.8718915140150668,0.8708768378103111,0.8729085574173991,0.8729085574173991,0.028968319886509792,0.9710316801134902,0.12709144258260083
163,kidney,6,0,0.01826373614653123,0.8099600307198715,0.7984852596896964,0.8217694106837071,0.8217694106837071,0.0468268721849004,0.9531731278150996,0.17823058931629288
164,testis,6,0,0.012438181232346208,0.8904778579265589,0.8907045002930456,0.8902513308703577,0.8902513308703577,0.028878984302794057,0.971121015697206,0.10974866912964229
165,breast,6,1,0.014344248887233476,0.8734277776646103,0.8740920552482029,0.8727645089670161,0.8727645089670161,0.028138450766121995,0.971861549233878,0.12723549103298396
166,kidney,6,1,0.017912927052137602,0.8151307360744425,0.8098839426515909,0.8204459549764023,0.8204459549764023,0.04348617926813599,0.956513820731864,0.1795540450235977
167,testis,6,1,0.012558500463259077,0.8875532023879373,0.885464744892626,0.8896515348476821,0.8896515348476821,0.030422051359885686,0.9695779486401143,0.11034846515231785
168,breast,6,2,0.014309393921184542,0.8725578542910425,0.8718513076237671,0.8732655470553052,0.8732655470553052,0.02872931197261432,0.9712706880273857,0.1267344529446948
169,kidney,6,2,0.018138616884519024,0.8118193660667808,0.8054757560963075,0.8182636887608069,0.8182636887608069,0.04461899715557798,0.9553810028444221,0.1817363112391931
170,testis,6,2,0.01255103309925573,0.8883711063347678,0.8873636928837382,0.8893808097946457,0.8893808097946457,0.02984455805103412,0.9701554419489659,0.11061919020535428
171,breast,6,3,0.01429507832523066,0.8731040188532605,0.8737639365855954,0.8724450971857317,0.8724450971857317,0.028212045578318547,0.9717879544216814,0.12755490281426832
