dataset,num_permutations,grn1_id,grn2_id,mode,alpha,num_clusters,metric,score
dc,7000,3,4,bh,0.05,100,recall,0.6877192982456141
dc,7000,3,4,bh,0.05,100,f1,0.5137614678899083
dc,7000,3,5,raw,-1.0,100,mae,0.04498099392860145
dc,7000,3,5,raw,0.01,100,precision,0.7846994535519126
dc,7000,3,5,raw,0.01,100,recall,0.7437845303867403
dc,7000,3,5,raw,0.01,100,f1,0.763694380429002
dc,7000,3,5,raw,0.05,100,precision,0.8631173988582775
dc,7000,3,5,raw,0.05,100,recall,0.8353350948834974
dc,7000,3,5,raw,0.05,100,f1,0.8489990234375
dc,7000,3,5,bh,-1.0,100,mae,0.025562372843255025
dc,7000,3,5,bh,0.01,100,precision,0.0
dc,7000,3,5,bh,0.01,100,recall,0.0
dc,7000,3,5,bh,0.01,100,f1,0.0
dc,7000,3,5,bh,0.05,100,precision,0.7092050209205021
dc,7000,3,5,bh,0.05,100,recall,0.4977973568281938
dc,7000,3,5,bh,0.05,100,f1,0.5849870578084556
dc,7000,3,6,raw,-1.0,100,mae,0.044225962879999414
dc,7000,3,6,raw,0.01,100,precision,0.7071038251366121
dc,7000,3,6,raw,0.01,100,recall,0.7573156457276629
dc,7000,3,6,raw,0.01,100,f1,0.7313489073097211
dc,7000,3,6,raw,0.05,100,precision,0.8308513278729214
dc,7000,3,6,raw,0.05,100,recall,0.836038961038961
dc,7000,3,6,raw,0.05,100,f1,0.8334370720776796
dc,7000,3,6,bh,-1.0,100,mae,0.02690888693396722
dc,7000,3,6,bh,0.01,100,precision,0.0
dc,7000,3,6,bh,0.01,100,recall,0.0
dc,7000,3,6,bh,0.01,100,f1,0.0
dc,7000,3,6,bh,0.05,100,precision,0.401673640167364
dc,7000,3,6,bh,0.05,100,recall,0.7529411764705882
dc,7000,3,6,bh,0.05,100,f1,0.5238744884038199
dc,7000,3,7,raw,-1.0,100,mae,0.039372684113705564
dc,7000,3,7,raw,0.01,100,precision,0.7213114754098361
dc,7000,3,7,raw,0.01,100,recall,0.7644787644787645
dc,7000,3,7,raw,0.01,100,f1,0.7422680412371134
dc,7000,3,7,raw,0.05,100,precision,0.8515760734673616
dc,7000,3,7,raw,0.05,100,recall,0.8610867110051449
dc,7000,3,7,raw,0.05,100,f1,0.8563049853372434
dc,7000,3,7,bh,-1.0,100,mae,0.02287664582740541
dc,7000,3,7,bh,0.01,100,precision,0.0
dc,7000,3,7,bh,0.01,100,recall,0.0
dc,7000,3,7,bh,0.01,100,f1,0.0
dc,7000,3,7,bh,0.05,100,precision,0.5836820083682008
dc,7000,3,7,bh,0.05,100,recall,0.6488372093023256
dc,7000,3,7,bh,0.05,100,f1,0.6145374449339207
dc,7000,3,8,raw,-1.0,100,mae,0.0442509644991579
dc,7000,3,8,raw,0.01,100,precision,0.7282331511839708
dc,7000,3,8,raw,0.01,100,recall,0.7670759785111282
dc,7000,3,8,raw,0.01,100,f1,0.7471500654083348
dc,7000,3,8,raw,0.05,100,precision,0.8380491437081161
dc,7000,3,8,raw,0.05,100,recall,0.8549183440941891
dc,7000,3,8,raw,0.05,100,f1,0.8463996991915773
dc,7000,3,8,bh,-1.0,100,mae,0.02432409134784354
dc,7000,3,8,bh,0.01,100,precision,0.0
dc,7000,3,8,bh,0.01,100,recall,0.0
dc,7000,3,8,bh,0.01,100,f1,0.0
dc,7000,3,8,bh,0.05,100,precision,0.5753138075313807
dc,7000,3,8,bh,0.05,100,recall,0.6138392857142857
dc,7000,3,8,bh,0.05,100,f1,0.593952483801296
dc,7000,3,9,raw,-1.0,100,mae,0.039230225718152836
dc,7000,3,9,raw,0.01,100,precision,0.7384335154826958
dc,7000,3,9,raw,0.01,100,recall,0.7441262848751835
dc,7000,3,9,raw,0.01,100,f1,0.7412689705613458
dc,7000,3,9,raw,0.05,100,precision,0.8597666914867212
dc,7000,3,9,raw,0.05,100,recall,0.8473581213307241
dc,7000,3,9,raw,0.05,100,f1,0.8535173093507453
dc,7000,3,9,bh,-1.0,100,mae,0.02330554702625516
dc,7000,3,9,bh,0.01,100,precision,0.0
dc,7000,3,9,bh,0.01,100,recall,0.0
dc,7000,3,9,bh,0.01,100,f1,0.0
dc,7000,3,9,bh,0.05,100,precision,0.45188284518828453
dc,7000,3,9,bh,0.05,100,recall,0.7605633802816901
dc,7000,3,9,bh,0.05,100,f1,0.5669291338582677
dc,7000,4,5,raw,-1.0,100,mae,0.04254328367482607
dc,7000,4,5,raw,0.01,100,precision,0.7996906419180201
dc,7000,4,5,raw,0.01,100,recall,0.7140883977900553
dc,7000,4,5,raw,0.01,100,f1,0.7544691718350967
dc,7000,4,5,raw,0.05,100,precision,0.8696741854636592
dc,7000,4,5,raw,0.05,100,recall,0.8335335094883497
dc,7000,4,5,raw,0.05,100,f1,0.8512204096651539
dc,7000,4,5,bh,-1.0,100,mae,0.02520209299706525
dc,7000,4,5,bh,0.01,100,precision,0.0
dc,7000,4,5,bh,0.01,100,recall,0.0
dc,7000,4,5,bh,0.01,100,f1,0.0
dc,7000,4,5,bh,0.05,100,precision,0.7403508771929824
dc,7000,4,5,bh,0.05,100,recall,0.30983847283406757
dc,7000,4,5,bh,0.05,100,f1,0.43685300207039335
dc,7000,4,6,raw,-1.0,100,mae,0.04348853734841151
dc,7000,4,6,raw,0.01,100,precision,0.7443928847641145
dc,7000,4,6,raw,0.01,100,recall,0.7510729613733905
dc,7000,4,6,raw,0.01,100,f1,0.7477180034958244
dc,7000,4,6,raw,0.05,100,precision,0.8530075187969924
dc,7000,4,6,raw,0.05,100,recall,0.850024975024975
dc,7000,4,6,raw,0.05,100,f1,0.8515136352264198
dc,7000,4,6,bh,-1.0,100,mae,0.02438067375539268
dc,7000,4,6,bh,0.01,100,precision,0.0
dc,7000,4,6,bh,0.01,100,recall,0.0
dc,7000,4,6,bh,0.01,100,f1,0.0
dc,7000,4,6,bh,0.05,100,precision,0.49473684210526314
dc,7000,4,6,bh,0.05,100,recall,0.5529411764705883
dc,7000,4,6,bh,0.05,100,f1,0.5222222222222223
dc,7000,4,7,raw,-1.0,100,mae,0.04160920952394677
dc,7000,4,7,raw,0.01,100,precision,0.7320185614849188
dc,7000,4,7,raw,0.01,100,recall,0.7308880308880309
dc,7000,4,7,raw,0.01,100,f1,0.73145285935085
dc,7000,4,7,raw,0.05,100,precision,0.8506265664160401
dc,7000,4,7,raw,0.05,100,recall,0.8518007278203037
dc,7000,4,7,raw,0.05,100,f1,0.8512132422095429
dc,7000,4,7,bh,-1.0,100,mae,0.023118687524206757
dc,7000,4,7,bh,0.01,100,precision,0.0
dc,7000,4,7,bh,0.01,100,recall,0.0
dc,7000,4,7,bh,0.01,100,f1,0.0
dc,7000,4,7,bh,0.05,100,precision,0.6771929824561403
dc,7000,4,7,bh,0.05,100,recall,0.44883720930232557
dc,7000,4,7,bh,0.05,100,f1,0.5398601398601398
dc,7000,4,8,raw,-1.0,100,mae,0.03993084535842952
dc,7000,4,8,raw,0.01,100,precision,0.7498066511987626
dc,7000,4,8,raw,0.01,100,recall,0.7440521872601689
dc,7000,4,8,raw,0.01,100,f1,0.7469183359013868
dc,7000,4,8,raw,0.05,100,precision,0.8520050125313283
dc,7000,4,8,raw,0.05,100,recall,0.8607418660589948
dc,7000,4,8,raw,0.05,100,f1,0.8563511556143334
dc,7000,4,8,bh,-1.0,100,mae,0.02167685730301665
dc,7000,4,8,bh,0.01,100,precision,0.0
dc,7000,4,8,bh,0.01,100,recall,0.0
dc,7000,4,8,bh,0.01,100,f1,0.0
dc,7000,4,8,bh,0.05,100,precision,0.624561403508772
dc,7000,4,8,bh,0.05,100,recall,0.39732142857142855
dc,7000,4,8,bh,0.05,100,f1,0.48567530695770805
dc,7000,4,9,raw,-1.0,100,mae,0.0405768362862255
dc,7000,4,9,raw,0.01,100,precision,0.742846094354215
dc,7000,4,9,raw,0.01,100,recall,0.7052129221732746
dc,7000,4,9,raw,0.01,100,f1,0.7235404896421845
dc,7000,4,9,raw,0.05,100,precision,0.8631578947368421
dc,7000,4,9,raw,0.05,100,recall,0.8424657534246576
dc,7000,4,9,raw,0.05,100,f1,0.8526863084922011
dc,7000,4,9,bh,-1.0,100,mae,0.023633142150006024
dc,7000,4,9,bh,0.01,100,precision,0.0
dc,7000,4,9,bh,0.01,100,recall,0.0
dc,7000,4,9,bh,0.01,100,f1,0.0
dc,7000,4,9,bh,0.05,100,precision,0.5228070175438596
dc,7000,4,9,bh,0.05,100,recall,0.5246478873239436
dc,7000,4,9,bh,0.05,100,f1,0.523725834797891
dc,7000,5,6,raw,-1.0,100,mae,0.045143021339429094
dc,7000,5,6,raw,0.01,100,precision,0.7089088397790055
dc,7000,5,6,raw,0.01,100,recall,0.8010144362075693
dc,7000,5,6,raw,0.01,100,f1,0.7521524088660927
dc,7000,5,6,raw,0.05,100,precision,0.8322123468652414
dc,7000,5,6,raw,0.05,100,recall,0.8652597402597403
dc,7000,5,6,raw,0.05,100,f1,0.8484143504346762
dc,7000,5,6,bh,-1.0,100,mae,0.026732643516234757
dc,7000,5,6,bh,0.01,100,precision,0.0
dc,7000,5,6,bh,0.01,100,recall,0.0
dc,7000,5,6,bh,0.01,100,f1,0.0
dc,7000,5,6,bh,0.05,100,precision,0.3201174743024963
dc,7000,5,6,bh,0.05,100,recall,0.8549019607843137
dc,7000,5,6,bh,0.05,100,f1,0.4658119658119658
dc,7000,5,7,raw,-1.0,100,mae,0.04617043926632227
dc,7000,5,7,raw,0.01,100,precision,0.6647099447513812
dc,7000,5,7,raw,0.01,100,recall,0.7432432432432432
dc,7000,5,7,raw,0.01,100,f1,0.7017863652934743
dc,7000,5,7,raw,0.05,100,precision,0.8104732164304588
dc,7000,5,7,raw,0.05,100,recall,0.8467812774501192
dc,7000,5,7,raw,0.05,100,f1,0.8282295182571341
dc,7000,5,7,bh,-1.0,100,mae,0.027799772587863026
dc,7000,5,7,bh,0.01,100,precision,0.0
dc,7000,5,7,bh,0.01,100,recall,0.0
dc,7000,5,7,bh,0.01,100,f1,0.0
dc,7000,5,7,bh,0.05,100,precision,0.42731277533039647
dc,7000,5,7,bh,0.05,100,recall,0.6767441860465117
dc,7000,5,7,bh,0.05,100,f1,0.5238523852385238
dc,7000,5,8,raw,-1.0,100,mae,0.041740554364126235
dc,7000,5,8,raw,0.01,100,precision,0.7310082872928176
dc,7000,5,8,raw,0.01,100,recall,0.8123561013046815
dc,7000,5,8,raw,0.01,100,f1,0.7695383496910214
dc,7000,5,8,raw,0.05,100,precision,0.831011289935143
dc,7000,5,8,raw,0.05,100,recall,0.8759336624889227
dc,7000,5,8,raw,0.05,100,f1,0.8528813559322034
dc,7000,5,8,bh,-1.0,100,mae,0.024785117388086905
dc,7000,5,8,bh,0.01,100,precision,0.0
dc,7000,5,8,bh,0.01,100,recall,0.0
dc,7000,5,8,bh,0.01,100,f1,0.0
dc,7000,5,8,bh,0.05,100,precision,0.5124816446402349
dc,7000,5,8,bh,0.05,100,recall,0.7790178571428571
dc,7000,5,8,bh,0.05,100,f1,0.6182462356067316
dc,7000,5,9,raw,-1.0,100,mae,0.0470451777414989
dc,7000,5,9,raw,0.01,100,precision,0.6767955801104972
dc,7000,5,9,raw,0.01,100,recall,0.7195301027900147
dc,7000,5,9,raw,0.01,100,f1,0.697508896797153
dc,7000,5,9,raw,0.05,100,precision,0.8135959644487148
dc,7000,5,9,raw,0.05,100,recall,0.8285225048923679
dc,7000,5,9,raw,0.05,100,f1,0.8209913949824263
dc,7000,5,9,bh,-1.0,100,mae,0.027814107090318254
dc,7000,5,9,bh,0.01,100,precision,0.0
dc,7000,5,9,bh,0.01,100,recall,0.0
dc,7000,5,9,bh,0.01,100,f1,0.0
dc,7000,5,9,bh,0.05,100,precision,0.3333333333333333
dc,7000,5,9,bh,0.05,100,recall,0.7992957746478874
dc,7000,5,9,bh,0.05,100,f1,0.47046632124352333
dc,7000,6,7,raw,-1.0,100,mae,0.048229046899376356
dc,7000,6,7,raw,0.01,100,precision,0.7163480296527507
dc,7000,6,7,raw,0.01,100,recall,0.7088803088803088
dc,7000,6,7,raw,0.01,100,f1,0.7125946050844169
dc,7000,6,7,raw,0.05,100,precision,0.8281718281718282
dc,7000,6,7,raw,0.05,100,recall,0.8322248713765843
dc,7000,6,7,raw,0.05,100,f1,0.8301934030168368
dc,7000,6,7,bh,-1.0,100,mae,0.02663529835369806
dc,7000,6,7,bh,0.01,100,precision,0.0
dc,7000,6,7,bh,0.01,100,recall,0.0
dc,7000,6,7,bh,0.01,100,f1,0.0
dc,7000,6,7,bh,0.05,100,precision,0.7372549019607844
dc,7000,6,7,bh,0.05,100,recall,0.4372093023255814
dc,7000,6,7,bh,0.05,100,f1,0.5489051094890511
dc,7000,6,8,raw,-1.0,100,mae,0.04294471817794021
dc,7000,6,8,raw,0.01,100,precision,0.7393679282091299
dc,7000,6,8,raw,0.01,100,recall,0.727168073676132
dc,7000,6,8,raw,0.01,100,f1,0.7332172567227704
dc,7000,6,8,raw,0.05,100,precision,0.8359140859140859
dc,7000,6,8,raw,0.05,100,recall,0.847449044182808
dc,7000,6,8,raw,0.05,100,f1,0.8416420443829761
dc,7000,6,8,bh,-1.0,100,mae,0.024854245731256348
dc,7000,6,8,bh,0.01,100,precision,0.0
dc,7000,6,8,bh,0.01,100,recall,0.0
dc,7000,6,8,bh,0.01,100,f1,0.0
dc,7000,6,8,bh,0.05,100,precision,0.7215686274509804
dc,7000,6,8,bh,0.05,100,recall,0.4107142857142857
dc,7000,6,8,bh,0.05,100,f1,0.5234708392603129
dc,7000,6,9,raw,-1.0,100,mae,0.0455672184528154
dc,7000,6,9,raw,0.01,100,precision,0.7483417869683964
dc,7000,6,9,raw,0.01,100,recall,0.7041116005873715
dc,7000,6,9,raw,0.01,100,f1,0.7255532438055609
dc,7000,6,9,raw,0.05,100,precision,0.8449050949050949
dc,7000,6,9,raw,0.05,100,recall,0.8275440313111546
dc,7000,6,9,raw,0.05,100,f1,0.8361344537815126
dc,7000,6,9,bh,-1.0,100,mae,0.02604333671435884
dc,7000,6,9,bh,0.01,100,precision,0.0
dc,7000,6,9,bh,0.01,100,recall,0.0
dc,7000,6,9,bh,0.01,100,f1,0.0
dc,7000,6,9,bh,0.05,100,precision,0.6627450980392157
dc,7000,6,9,bh,0.05,100,recall,0.5950704225352113
dc,7000,6,9,bh,0.05,100,f1,0.62708719851577
dc,7000,7,8,raw,-1.0,100,mae,0.042331326753877026
dc,7000,7,8,raw,0.01,100,precision,0.6864864864864865
dc,7000,7,8,raw,0.01,100,recall,0.6822716807367614
dc,7000,7,8,raw,0.01,100,f1,0.6843725943033102
dc,7000,7,8,raw,0.05,100,precision,0.8273309072656544
dc,7000,7,8,raw,0.05,100,recall,0.834662615520952
dc,7000,7,8,raw,0.05,100,f1,0.8309805898663978
dc,7000,7,8,bh,-1.0,100,mae,0.024936665342940954
dc,7000,7,8,bh,0.01,100,precision,0.0
dc,7000,7,8,bh,0.01,100,recall,0.0
dc,7000,7,8,bh,0.01,100,f1,0.0
dc,7000,7,8,bh,0.05,100,precision,0.5302325581395348
dc,7000,7,8,bh,0.05,100,recall,0.5089285714285714
dc,7000,7,8,bh,0.05,100,f1,0.5193621867881549
dc,7000,7,9,raw,-1.0,100,mae,0.04292585540117016
dc,7000,7,9,raw,0.01,100,precision,0.7262548262548263
dc,7000,7,9,raw,0.01,100,recall,0.6905286343612335
dc,7000,7,9,raw,0.01,100,f1,0.7079412871659767
dc,7000,7,9,raw,0.05,100,precision,0.8460283598945916
dc,7000,7,9,raw,0.05,100,recall,0.8246086105675147
dc,7000,7,9,raw,0.05,100,f1,0.8351811706410653
dc,7000,7,9,bh,-1.0,100,mae,0.025041729678850433
dc,7000,7,9,bh,0.01,100,precision,0.0
dc,7000,7,9,bh,0.01,100,recall,0.0
dc,7000,7,9,bh,0.01,100,f1,0.0
dc,7000,7,9,bh,0.05,100,precision,0.4906976744186046
dc,7000,7,9,bh,0.05,100,recall,0.7429577464788732
dc,7000,7,9,bh,0.05,100,f1,0.5910364145658263
dc,7000,8,9,raw,-1.0,100,mae,0.03973387466333645
dc,7000,8,9,raw,0.01,100,precision,0.7386799693016116
dc,7000,8,9,raw,0.01,100,recall,0.7066813509544787
dc,7000,8,9,raw,0.01,100,f1,0.7223264540337712
dc,7000,8,9,raw,0.05,100,precision,0.863020635523484
dc,7000,8,9,raw,0.05,100,recall,0.8337818003913894
dc,7000,8,9,raw,0.05,100,f1,0.848149300155521
dc,7000,8,9,bh,-1.0,100,mae,0.023410655349467253
dc,7000,8,9,bh,0.01,100,precision,0.0
dc,7000,8,9,bh,0.01,100,recall,0.0
dc,7000,8,9,bh,0.01,100,f1,0.0
dc,7000,8,9,bh,0.05,100,precision,0.45089285714285715
dc,7000,8,9,bh,0.05,100,recall,0.7112676056338029
dc,7000,8,9,bh,0.05,100,f1,0.5519125683060109
dc,10000,-1,0,raw,-1.0,100,mae,0.04423560007519534
dc,10000,-1,0,raw,0.01,100,precision,0.6439285714285714
dc,10000,-1,0,raw,0.01,100,recall,0.7738197424892704
dc,10000,-1,0,raw,0.01,100,f1,0.7029239766081872
dc,10000,-1,0,raw,0.05,100,precision,0.8160522746886943
dc,10000,-1,0,raw,0.05,100,recall,0.8475032010243277
dc,10000,-1,0,raw,0.05,100,f1,0.8314804346460649
dc,10000,-1,0,bh,-1.0,100,mae,0.025845271033441298
dc,10000,-1,0,bh,0.01,100,precision,0.0
dc,10000,-1,0,bh,0.01,100,recall,0.0
dc,10000,-1,0,bh,0.01,100,f1,0.0
dc,10000,-1,0,bh,0.05,100,precision,0.28859060402684567
dc,10000,-1,0,bh,0.05,100,recall,0.7087912087912088
dc,10000,-1,0,bh,0.05,100,f1,0.41017488076311603
dc,10000,-1,1,raw,-1.0,100,mae,0.04495487641363413
dc,10000,-1,1,raw,0.01,100,precision,0.745
dc,10000,-1,1,raw,0.01,100,recall,0.819324430479183
dc,10000,-1,1,raw,0.01,100,f1,0.780396558174336
dc,10000,-1,1,raw,0.05,100,precision,0.8541486869683146
dc,10000,-1,1,raw,0.05,100,recall,0.87885322846632
dc,10000,-1,1,raw,0.05,100,f1,0.8663248718269351
dc,10000,-1,1,bh,-1.0,100,mae,0.023870315946226326
dc,10000,-1,1,bh,0.01,100,precision,0.0
dc,10000,-1,1,bh,0.01,100,recall,0.0
dc,10000,-1,1,bh,0.01,100,f1,0.0
dc,10000,-1,1,bh,0.05,100,precision,0.5391498881431768
dc,10000,-1,1,bh,0.05,100,recall,0.7927631578947368
dc,10000,-1,1,bh,0.05,100,f1,0.6418109187749668
dc,10000,-1,2,raw,-1.0,100,mae,0.04328465399836631
dc,10000,-1,2,raw,0.01,100,precision,0.7614285714285715
dc,10000,-1,2,raw,0.01,100,recall,0.7493848857644991
dc,10000,-1,2,raw,0.01,100,f1,0.7553587245349868
dc,10000,-1,2,raw,0.05,100,precision,0.8550117124892122
dc,10000,-1,2,raw,0.05,100,recall,0.8496691987258025
dc,10000,-1,2,raw,0.05,100,f1,0.8523320838198243
dc,10000,-1,2,bh,-1.0,100,mae,0.024557700610941396
dc,10000,-1,2,bh,0.01,100,precision,0.0
dc,10000,-1,2,bh,0.01,100,recall,0.0
dc,10000,-1,2,bh,0.01,100,f1,0.0
dc,10000,-1,2,bh,0.05,100,precision,0.7293064876957495
dc,10000,-1,2,bh,0.05,100,recall,0.49544072948328266
dc,10000,-1,2,bh,0.05,100,f1,0.5900452488687783
dc,10000,-1,3,raw,-1.0,100,mae,0.04375382155070193
dc,10000,-1,3,raw,0.01,100,precision,0.6928571428571428
dc,10000,-1,3,raw,0.01,100,recall,0.7813129279097866
dc,10000,-1,3,raw,0.01,100,f1,0.7344311943971229
dc,10000,-1,3,raw,0.05,100,precision,0.8320798915053631
dc,10000,-1,3,raw,0.05,100,recall,0.8563634056591803
dc,10000,-1,3,raw,0.05,100,f1,0.8440470235117559
dc,10000,-1,3,bh,-1.0,100,mae,0.024522608039005685
dc,10000,-1,3,bh,0.01,100,precision,0.0
dc,10000,-1,3,bh,0.01,100,recall,0.0
dc,10000,-1,3,bh,0.01,100,f1,0.0
dc,10000,-1,3,bh,0.05,100,precision,0.3288590604026846
dc,10000,-1,3,bh,0.05,100,recall,0.7424242424242424
dc,10000,-1,3,bh,0.05,100,f1,0.4558139534883721
dc,10000,-1,4,raw,-1.0,100,mae,0.03865651821647322
dc,10000,-1,4,raw,0.01,100,precision,0.74
dc,10000,-1,4,raw,0.01,100,recall,0.7884322678843226
dc,10000,-1,4,raw,0.01,100,f1,0.763448784082535
dc,10000,-1,4,raw,0.05,100,precision,0.8684502527431882
dc,10000,-1,4,raw,0.05,100,recall,0.8701667696108709
dc,10000,-1,4,raw,0.05,100,f1,0.8693076638282118
dc,10000,-1,4,bh,-1.0,100,mae,0.02200173900135154
dc,10000,-1,4,bh,0.01,100,precision,0.0
dc,10000,-1,4,bh,0.01,100,recall,0.0
dc,10000,-1,4,bh,0.01,100,f1,0.0
dc,10000,-1,4,bh,0.05,100,precision,0.5727069351230425
dc,10000,-1,4,bh,0.05,100,recall,0.5752808988764045
dc,10000,-1,4,bh,0.05,100,f1,0.5739910313901345
dc,10000,-1,5,raw,-1.0,100,mae,0.04436495184206569
dc,10000,-1,5,raw,0.01,100,precision,0.7114285714285714
dc,10000,-1,5,raw,0.01,100,recall,0.7793427230046949
dc,10000,-1,5,raw,0.01,100,f1,0.7438386855862584
dc,10000,-1,5,raw,0.05,100,precision,0.8429293551966466
dc,10000,-1,5,raw,0.05,100,recall,0.8591354611711486
dc,10000,-1,5,raw,0.05,100,f1,0.8509552554608252
dc,10000,-1,5,bh,-1.0,100,mae,0.024306012204895
dc,10000,-1,5,bh,0.01,100,precision,0.0
dc,10000,-1,5,bh,0.01,100,recall,0.0
dc,10000,-1,5,bh,0.01,100,f1,0.0
dc,10000,-1,5,bh,0.05,100,precision,0.5011185682326622
dc,10000,-1,5,bh,0.05,100,recall,0.676737160120846
dc,10000,-1,5,bh,0.05,100,f1,0.5758354755784062
dc,10000,-1,6,raw,-1.0,100,mae,0.04607806242834335
dc,10000,-1,6,raw,0.01,100,precision,0.7164285714285714
dc,10000,-1,6,raw,0.01,100,recall,0.7618685909608811
dc,10000,-1,6,raw,0.01,100,f1,0.7384502116694276
dc,10000,-1,6,raw,0.05,100,precision,0.8399704105535692
dc,10000,-1,6,raw,0.05,100,recall,0.8364640883977901
dc,10000,-1,6,raw,0.05,100,f1,0.8382135826771654
dc,10000,-1,6,bh,-1.0,100,mae,0.025662343070754014
dc,10000,-1,6,bh,0.01,100,precision,0.0
dc,10000,-1,6,bh,0.01,100,recall,0.0
dc,10000,-1,6,bh,0.01,100,f1,0.0
dc,10000,-1,6,bh,0.05,100,precision,0.46308724832214765
dc,10000,-1,6,bh,0.05,100,recall,0.5897435897435898
dc,10000,-1,6,bh,0.05,100,f1,0.518796992481203
dc,10000,-1,7,raw,-1.0,100,mae,0.0412320698953346
dc,10000,-1,7,raw,0.01,100,precision,0.7521428571428571
dc,10000,-1,7,raw,0.01,100,recall,0.7379117028731604
dc,10000,-1,7,raw,0.01,100,f1,0.7449593208348072
dc,10000,-1,7,raw,0.05,100,precision,0.8446554062384416
dc,10000,-1,7,raw,0.05,100,recall,0.8341653476196275
dc,10000,-1,7,raw,0.05,100,f1,0.839377603528547
dc,10000,-1,7,bh,-1.0,100,mae,0.024515765434063187
dc,10000,-1,7,bh,0.01,100,precision,0.0
dc,10000,-1,7,bh,0.01,100,recall,0.0
dc,10000,-1,7,bh,0.01,100,f1,0.0
dc,10000,-1,7,bh,0.05,100,precision,0.6823266219239373
dc,10000,-1,7,bh,0.05,100,recall,0.4077540106951872
dc,10000,-1,7,bh,0.05,100,f1,0.5104602510460251
dc,10000,-1,8,raw,-1.0,100,mae,0.039819704849493584
dc,10000,-1,8,raw,0.01,100,precision,0.7767857142857143
dc,10000,-1,8,raw,0.01,100,recall,0.7658450704225352
dc,10000,-1,8,raw,0.01,100,f1,0.7712765957446809
dc,10000,-1,8,raw,0.05,100,precision,0.8657378868203675
dc,10000,-1,8,raw,0.05,100,recall,0.8600122473974281
dc,10000,-1,8,raw,0.05,100,f1,0.8628655689358565
dc,10000,-1,8,bh,-1.0,100,mae,0.02290734355499298
dc,10000,-1,8,bh,0.01,100,precision,0.0
dc,10000,-1,8,bh,0.01,100,recall,0.0
dc,10000,-1,8,bh,0.01,100,f1,0.0
dc,10000,-1,8,bh,0.05,100,precision,0.6554809843400448
dc,10000,-1,8,bh,0.05,100,recall,0.4592476489028213
dc,10000,-1,8,bh,0.05,100,f1,0.5400921658986175
dc,10000,-1,9,raw,-1.0,100,mae,0.04377693827080162
dc,10000,-1,9,raw,0.01,100,precision,0.7289285714285715
dc,10000,-1,9,raw,0.01,100,recall,0.7707703927492447
dc,10000,-1,9,raw,0.01,100,f1,0.7492657856093979
dc,10000,-1,9,raw,0.05,100,precision,0.8362717297497226
dc,10000,-1,9,raw,0.05,100,recall,0.854389721627409
dc,10000,-1,9,raw,0.05,100,f1,0.8452336448598131
dc,10000,-1,9,bh,-1.0,100,mae,0.02432755854773537
dc,10000,-1,9,bh,0.01,100,precision,0.0
dc,10000,-1,9,bh,0.01,100,recall,0.0
dc,10000,-1,9,bh,0.01,100,f1,0.0
dc,10000,-1,9,bh,0.05,100,precision,0.5592841163310962
dc,10000,-1,9,bh,0.05,100,recall,0.7062146892655368
dc,10000,-1,9,bh,0.05,100,f1,0.6242197253433208
dc,10000,0,1,raw,-1.0,100,mae,0.04234715147591721
dc,10000,0,1,raw,0.01,100,precision,0.776824034334764
dc,10000,0,1,raw,0.01,100,recall,0.7109190887666929
dc,10000,0,1,raw,0.01,100,f1,0.7424118129614438
dc,10000,0,1,raw,0.05,100,precision,0.8541613316261204
dc,10000,0,1,raw,0.05,100,recall,0.8462514271216542
dc,10000,0,1,raw,0.05,100,f1,0.8501879819027592
dc,10000,0,1,bh,-1.0,100,mae,0.022895676917303973
dc,10000,0,1,bh,0.01,100,precision,0.0
dc,10000,0,1,bh,0.01,100,recall,0.0
dc,10000,0,1,bh,0.01,100,f1,0.0
dc,10000,0,1,bh,0.05,100,precision,0.6758241758241759
dc,10000,0,1,bh,0.05,100,recall,0.40460526315789475
dc,10000,0,1,bh,0.05,100,f1,0.5061728395061729
dc,10000,0,2,raw,-1.0,100,mae,0.046503247093076856
dc,10000,0,2,raw,0.01,100,precision,0.7879828326180257
dc,10000,0,2,raw,0.01,100,recall,0.6453427065026363
dc,10000,0,2,raw,0.01,100,f1,0.7095652173913043
dc,10000,0,2,raw,0.05,100,precision,0.8503201024327784
dc,10000,0,2,raw,0.05,100,recall,0.813648615535408
dc,10000,0,2,raw,0.05,100,f1,0.831580265464563
dc,10000,0,2,bh,-1.0,100,mae,0.027345363239338207
dc,10000,0,2,bh,0.01,100,precision,0.0
dc,10000,0,2,bh,0.01,100,recall,0.0
dc,10000,0,2,bh,0.01,100,f1,0.0
dc,10000,0,2,bh,0.05,100,precision,0.8351648351648352
dc,10000,0,2,bh,0.05,100,recall,0.23100303951367782
dc,10000,0,2,bh,0.05,100,f1,0.3619047619047619
dc,10000,0,3,raw,-1.0,100,mae,0.0441811807083191
dc,10000,0,3,raw,0.01,100,precision,0.7755364806866952
dc,10000,0,3,raw,0.01,100,recall,0.7277486910994765
dc,10000,0,3,raw,0.01,100,f1,0.7508830251402452
dc,10000,0,3,raw,0.05,100,precision,0.8518565941101153
dc,10000,0,3,raw,0.05,100,recall,0.8441822103793934
dc,10000,0,3,raw,0.05,100,f1,0.8480020393856351
dc,10000,0,3,bh,-1.0,100,mae,0.022768377409290965
dc,10000,0,3,bh,0.01,100,precision,0.0
dc,10000,0,3,bh,0.01,100,recall,0.0
