dataset,mode,alpha,num_permutations,pval_mode,num_clusters,num_sig
nk_cells,approx,0.01,1000,pvalue_westfall_young,70,75
nk_cells,approx,0.01,1000,pvalue,80,2199
nk_cells,approx,0.01,1000,pvalue_bh,80,0
nk_cells,approx,0.01,1000,pvalue_westfall_young,80,70
nk_cells,approx,0.01,1000,pvalue,90,2083
nk_cells,approx,0.01,1000,pvalue_bh,90,0
nk_cells,approx,0.01,1000,pvalue_westfall_young,90,69
nk_cells,approx,0.01,1000,pvalue,100,2082
nk_cells,approx,0.01,1000,pvalue_bh,100,0
nk_cells,approx,0.01,1000,pvalue_westfall_young,100,72
nk_cells,gt,0.01,3000,pvalue,-1,2181
nk_cells,gt,0.01,3000,pvalue_bh,-1,0
nk_cells,approx,0.01,3000,pvalue,1,2025
nk_cells,approx,0.01,3000,pvalue_bh,1,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,1,51
nk_cells,approx,0.01,3000,pvalue,2,1995
nk_cells,approx,0.01,3000,pvalue_bh,2,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,2,55
nk_cells,approx,0.01,3000,pvalue,3,2023
nk_cells,approx,0.01,3000,pvalue_bh,3,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,3,66
nk_cells,approx,0.01,3000,pvalue,4,2120
nk_cells,approx,0.01,3000,pvalue_bh,4,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,4,65
nk_cells,approx,0.01,3000,pvalue,5,2047
nk_cells,approx,0.01,3000,pvalue_bh,5,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,5,59
nk_cells,approx,0.01,3000,pvalue,6,2114
nk_cells,approx,0.01,3000,pvalue_bh,6,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,6,60
nk_cells,approx,0.01,3000,pvalue,7,2017
nk_cells,approx,0.01,3000,pvalue_bh,7,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,7,72
nk_cells,approx,0.01,3000,pvalue,8,2079
nk_cells,approx,0.01,3000,pvalue_bh,8,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,8,66
nk_cells,approx,0.01,3000,pvalue,9,2070
nk_cells,approx,0.01,3000,pvalue_bh,9,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,9,68
nk_cells,approx,0.01,3000,pvalue,10,2058
nk_cells,approx,0.01,3000,pvalue_bh,10,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,10,67
nk_cells,approx,0.01,3000,pvalue,20,2015
nk_cells,approx,0.01,3000,pvalue_bh,20,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,20,76
nk_cells,approx,0.01,3000,pvalue,30,2170
nk_cells,approx,0.01,3000,pvalue_bh,30,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,30,63
nk_cells,approx,0.01,3000,pvalue,40,2064
nk_cells,approx,0.01,3000,pvalue_bh,40,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,40,66
nk_cells,approx,0.01,3000,pvalue,50,1972
nk_cells,approx,0.01,3000,pvalue_bh,50,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,50,71
nk_cells,approx,0.01,3000,pvalue,60,2112
nk_cells,approx,0.01,3000,pvalue_bh,60,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,60,72
nk_cells,approx,0.01,3000,pvalue,70,2023
nk_cells,approx,0.01,3000,pvalue_bh,70,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,70,71
nk_cells,approx,0.01,3000,pvalue,80,1992
nk_cells,approx,0.01,3000,pvalue_bh,80,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,80,67
nk_cells,approx,0.01,3000,pvalue,90,2048
nk_cells,approx,0.01,3000,pvalue_bh,90,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,90,68
nk_cells,approx,0.01,3000,pvalue,100,2150
nk_cells,approx,0.01,3000,pvalue_bh,100,0
nk_cells,approx,0.01,3000,pvalue_westfall_young,100,69
nk_cells,gt,0.01,5000,pvalue,-1,2201
nk_cells,gt,0.01,5000,pvalue_bh,-1,0
nk_cells,approx,0.01,5000,pvalue,1,2080
nk_cells,approx,0.01,5000,pvalue_bh,1,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,1,56
nk_cells,approx,0.01,5000,pvalue,2,1909
nk_cells,approx,0.01,5000,pvalue_bh,2,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,2,69
nk_cells,approx,0.01,5000,pvalue,3,1964
nk_cells,approx,0.01,5000,pvalue_bh,3,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,3,66
nk_cells,approx,0.01,5000,pvalue,4,2163
nk_cells,approx,0.01,5000,pvalue_bh,4,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,4,60
nk_cells,approx,0.01,5000,pvalue,5,2073
nk_cells,approx,0.01,5000,pvalue_bh,5,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,5,65
nk_cells,approx,0.01,5000,pvalue,6,2185
nk_cells,approx,0.01,5000,pvalue_bh,6,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,6,60
nk_cells,approx,0.01,5000,pvalue,7,1907
nk_cells,approx,0.01,5000,pvalue_bh,7,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,7,65
nk_cells,approx,0.01,5000,pvalue,8,1919
nk_cells,approx,0.01,5000,pvalue_bh,8,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,8,66
nk_cells,approx,0.01,5000,pvalue,9,2015
nk_cells,approx,0.01,5000,pvalue_bh,9,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,9,68
nk_cells,approx,0.01,5000,pvalue,10,2098
nk_cells,approx,0.01,5000,pvalue_bh,10,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,10,62
nk_cells,approx,0.01,5000,pvalue,20,2048
nk_cells,approx,0.01,5000,pvalue_bh,20,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,20,67
nk_cells,approx,0.01,5000,pvalue,30,2097
nk_cells,approx,0.01,5000,pvalue_bh,30,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,30,64
nk_cells,approx,0.01,5000,pvalue,40,2109
nk_cells,approx,0.01,5000,pvalue_bh,40,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,40,69
nk_cells,approx,0.01,5000,pvalue,50,1959
nk_cells,approx,0.01,5000,pvalue_bh,50,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,50,68
nk_cells,approx,0.01,5000,pvalue,60,2168
nk_cells,approx,0.01,5000,pvalue_bh,60,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,60,69
nk_cells,approx,0.01,5000,pvalue,70,2032
nk_cells,approx,0.01,5000,pvalue_bh,70,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,70,69
nk_cells,approx,0.01,5000,pvalue,80,2082
nk_cells,approx,0.01,5000,pvalue_bh,80,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,80,69
nk_cells,approx,0.01,5000,pvalue,90,2141
nk_cells,approx,0.01,5000,pvalue_bh,90,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,90,68
nk_cells,approx,0.01,5000,pvalue,100,2080
nk_cells,approx,0.01,5000,pvalue_bh,100,0
nk_cells,approx,0.01,5000,pvalue_westfall_young,100,67
nk_cells,gt,0.01,7000,pvalue,-1,2205
nk_cells,gt,0.01,7000,pvalue_bh,-1,0
nk_cells,approx,0.01,7000,pvalue,1,2025
nk_cells,approx,0.01,7000,pvalue_bh,1,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,1,55
nk_cells,approx,0.01,7000,pvalue,2,1971
nk_cells,approx,0.01,7000,pvalue_bh,2,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,2,62
nk_cells,approx,0.01,7000,pvalue,3,2085
nk_cells,approx,0.01,7000,pvalue_bh,3,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,3,65
nk_cells,approx,0.01,7000,pvalue,4,2045
nk_cells,approx,0.01,7000,pvalue_bh,4,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,4,59
nk_cells,approx,0.01,7000,pvalue,5,2116
nk_cells,approx,0.01,7000,pvalue_bh,5,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,5,67
nk_cells,approx,0.01,7000,pvalue,6,2144
nk_cells,approx,0.01,7000,pvalue_bh,6,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,6,65
nk_cells,approx,0.01,7000,pvalue,7,2156
nk_cells,approx,0.01,7000,pvalue_bh,7,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,7,69
nk_cells,approx,0.01,7000,pvalue,8,2131
nk_cells,approx,0.01,7000,pvalue_bh,8,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,8,64
nk_cells,approx,0.01,7000,pvalue,9,2099
nk_cells,approx,0.01,7000,pvalue_bh,9,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,9,63
nk_cells,approx,0.01,7000,pvalue,10,2140
nk_cells,approx,0.01,7000,pvalue_bh,10,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,10,62
nk_cells,approx,0.01,7000,pvalue,20,1982
nk_cells,approx,0.01,7000,pvalue_bh,20,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,20,69
nk_cells,approx,0.01,7000,pvalue,30,2024
nk_cells,approx,0.01,7000,pvalue_bh,30,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,30,70
nk_cells,approx,0.01,7000,pvalue,40,2043
nk_cells,approx,0.01,7000,pvalue_bh,40,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,40,71
nk_cells,approx,0.01,7000,pvalue,50,1909
nk_cells,approx,0.01,7000,pvalue_bh,50,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,50,71
nk_cells,approx,0.01,7000,pvalue,60,2015
nk_cells,approx,0.01,7000,pvalue_bh,60,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,60,74
nk_cells,approx,0.01,7000,pvalue,70,2115
nk_cells,approx,0.01,7000,pvalue_bh,70,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,70,69
nk_cells,approx,0.01,7000,pvalue,80,2092
nk_cells,approx,0.01,7000,pvalue_bh,80,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,80,63
nk_cells,approx,0.01,7000,pvalue,90,2058
nk_cells,approx,0.01,7000,pvalue_bh,90,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,90,67
nk_cells,approx,0.01,7000,pvalue,100,2153
nk_cells,approx,0.01,7000,pvalue_bh,100,0
nk_cells,approx,0.01,7000,pvalue_westfall_young,100,70
nk_cells,gt,0.01,10000,pvalue,-1,2145
nk_cells,gt,0.01,10000,pvalue_bh,-1,0
nk_cells,approx,0.01,10000,pvalue,1,1972
nk_cells,approx,0.01,10000,pvalue_bh,1,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,1,56
nk_cells,approx,0.01,10000,pvalue,2,2075
nk_cells,approx,0.01,10000,pvalue_bh,2,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,2,64
nk_cells,approx,0.01,10000,pvalue,3,1989
nk_cells,approx,0.01,10000,pvalue_bh,3,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,3,70
nk_cells,approx,0.01,10000,pvalue,4,2046
nk_cells,approx,0.01,10000,pvalue_bh,4,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,4,62
nk_cells,approx,0.01,10000,pvalue,5,2074
nk_cells,approx,0.01,10000,pvalue_bh,5,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,5,65
nk_cells,approx,0.01,10000,pvalue,6,2137
nk_cells,approx,0.01,10000,pvalue_bh,6,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,6,59
nk_cells,approx,0.01,10000,pvalue,7,2096
nk_cells,approx,0.01,10000,pvalue_bh,7,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,7,67
nk_cells,approx,0.01,10000,pvalue,8,1937
nk_cells,approx,0.01,10000,pvalue_bh,8,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,8,66
nk_cells,approx,0.01,10000,pvalue,9,2177
nk_cells,approx,0.01,10000,pvalue_bh,9,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,9,65
nk_cells,approx,0.01,10000,pvalue,10,2071
nk_cells,approx,0.01,10000,pvalue_bh,10,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,10,65
nk_cells,approx,0.01,10000,pvalue,20,2001
nk_cells,approx,0.01,10000,pvalue_bh,20,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,20,67
nk_cells,approx,0.01,10000,pvalue,30,2028
nk_cells,approx,0.01,10000,pvalue_bh,30,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,30,66
nk_cells,approx,0.01,10000,pvalue,40,2069
nk_cells,approx,0.01,10000,pvalue_bh,40,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,40,68
nk_cells,approx,0.01,10000,pvalue,50,1933
nk_cells,approx,0.01,10000,pvalue_bh,50,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,50,68
nk_cells,approx,0.01,10000,pvalue,60,2057
nk_cells,approx,0.01,10000,pvalue_bh,60,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,60,70
nk_cells,approx,0.01,10000,pvalue,70,2050
nk_cells,approx,0.01,10000,pvalue_bh,70,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,70,68
nk_cells,approx,0.01,10000,pvalue,80,2224
nk_cells,approx,0.01,10000,pvalue_bh,80,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,80,65
nk_cells,approx,0.01,10000,pvalue,90,2050
nk_cells,approx,0.01,10000,pvalue_bh,90,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,90,66
nk_cells,approx,0.01,10000,pvalue,100,2021
nk_cells,approx,0.01,10000,pvalue_bh,100,0
nk_cells,approx,0.01,10000,pvalue_westfall_young,100,72
nk_cells,gt,0.05,1000,pvalue,-1,7863
nk_cells,gt,0.05,1000,pvalue_bh,-1,0
nk_cells,approx,0.05,1000,pvalue,1,7638
nk_cells,approx,0.05,1000,pvalue_bh,1,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,1,229
nk_cells,approx,0.05,1000,pvalue,2,7739
nk_cells,approx,0.05,1000,pvalue_bh,2,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,2,196
nk_cells,approx,0.05,1000,pvalue,3,7580
nk_cells,approx,0.05,1000,pvalue_bh,3,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,3,190
nk_cells,approx,0.05,1000,pvalue,4,7868
nk_cells,approx,0.05,1000,pvalue_bh,4,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,4,191
nk_cells,approx,0.05,1000,pvalue,5,7677
nk_cells,approx,0.05,1000,pvalue_bh,5,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,5,182
nk_cells,approx,0.05,1000,pvalue,6,7696
nk_cells,approx,0.05,1000,pvalue_bh,6,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,6,161
nk_cells,approx,0.05,1000,pvalue,7,7843
nk_cells,approx,0.05,1000,pvalue_bh,7,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,7,191
nk_cells,approx,0.05,1000,pvalue,8,7584
nk_cells,approx,0.05,1000,pvalue_bh,8,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,8,182
nk_cells,approx,0.05,1000,pvalue,9,7831
nk_cells,approx,0.05,1000,pvalue_bh,9,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,9,180
nk_cells,approx,0.05,1000,pvalue,10,7767
nk_cells,approx,0.05,1000,pvalue_bh,10,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,10,175
nk_cells,approx,0.05,1000,pvalue,20,7523
nk_cells,approx,0.05,1000,pvalue_bh,20,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,20,207
nk_cells,approx,0.05,1000,pvalue,30,7666
nk_cells,approx,0.05,1000,pvalue_bh,30,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,30,169
nk_cells,approx,0.05,1000,pvalue,40,7564
nk_cells,approx,0.05,1000,pvalue_bh,40,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,40,178
nk_cells,approx,0.05,1000,pvalue,50,7525
nk_cells,approx,0.05,1000,pvalue_bh,50,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,50,204
nk_cells,approx,0.05,1000,pvalue,60,7580
nk_cells,approx,0.05,1000,pvalue_bh,60,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,60,196
nk_cells,approx,0.05,1000,pvalue,70,7670
nk_cells,approx,0.05,1000,pvalue_bh,70,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,70,199
nk_cells,approx,0.05,1000,pvalue,80,7912
nk_cells,approx,0.05,1000,pvalue_bh,80,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,80,196
nk_cells,approx,0.05,1000,pvalue,90,7663
nk_cells,approx,0.05,1000,pvalue_bh,90,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,90,189
nk_cells,approx,0.05,1000,pvalue,100,7700
nk_cells,approx,0.05,1000,pvalue_bh,100,0
nk_cells,approx,0.05,1000,pvalue_westfall_young,100,200
nk_cells,gt,0.05,3000,pvalue,-1,7894
nk_cells,gt,0.05,3000,pvalue_bh,-1,0
nk_cells,approx,0.05,3000,pvalue,1,7672
nk_cells,approx,0.05,3000,pvalue_bh,1,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,1,200
nk_cells,approx,0.05,3000,pvalue,2,7571
nk_cells,approx,0.05,3000,pvalue_bh,2,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,2,192
nk_cells,approx,0.05,3000,pvalue,3,7674
nk_cells,approx,0.05,3000,pvalue_bh,3,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,3,183
nk_cells,approx,0.05,3000,pvalue,4,7883
nk_cells,approx,0.05,3000,pvalue_bh,4,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,4,174
nk_cells,approx,0.05,3000,pvalue,5,7673
nk_cells,approx,0.05,3000,pvalue_bh,5,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,5,175
nk_cells,approx,0.05,3000,pvalue,6,7769
nk_cells,approx,0.05,3000,pvalue_bh,6,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,6,190
nk_cells,approx,0.05,3000,pvalue,7,7684
nk_cells,approx,0.05,3000,pvalue_bh,7,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,7,189
nk_cells,approx,0.05,3000,pvalue,8,7676
nk_cells,approx,0.05,3000,pvalue_bh,8,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,8,167
nk_cells,approx,0.05,3000,pvalue,9,7663
nk_cells,approx,0.05,3000,pvalue_bh,9,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,9,178
nk_cells,approx,0.05,3000,pvalue,10,7646
nk_cells,approx,0.05,3000,pvalue_bh,10,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,10,180
nk_cells,approx,0.05,3000,pvalue,20,7633
nk_cells,approx,0.05,3000,pvalue_bh,20,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,20,205
nk_cells,approx,0.05,3000,pvalue,30,7822
nk_cells,approx,0.05,3000,pvalue_bh,30,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,30,175
nk_cells,approx,0.05,3000,pvalue,40,7619
nk_cells,approx,0.05,3000,pvalue_bh,40,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,40,187
nk_cells,approx,0.05,3000,pvalue,50,7549
nk_cells,approx,0.05,3000,pvalue_bh,50,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,50,202
nk_cells,approx,0.05,3000,pvalue,60,7643
nk_cells,approx,0.05,3000,pvalue_bh,60,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,60,205
nk_cells,approx,0.05,3000,pvalue,70,7588
nk_cells,approx,0.05,3000,pvalue_bh,70,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,70,202
nk_cells,approx,0.05,3000,pvalue,80,7581
nk_cells,approx,0.05,3000,pvalue_bh,80,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,80,181
nk_cells,approx,0.05,3000,pvalue,90,7714
nk_cells,approx,0.05,3000,pvalue_bh,90,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,90,193
nk_cells,approx,0.05,3000,pvalue,100,7743
nk_cells,approx,0.05,3000,pvalue_bh,100,0
nk_cells,approx,0.05,3000,pvalue_westfall_young,100,200
nk_cells,gt,0.05,5000,pvalue,-1,7799
nk_cells,gt,0.05,5000,pvalue_bh,-1,0
nk_cells,approx,0.05,5000,pvalue,1,7642
nk_cells,approx,0.05,5000,pvalue_bh,1,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,1,214
nk_cells,approx,0.05,5000,pvalue,2,7522
nk_cells,approx,0.05,5000,pvalue_bh,2,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,2,205
nk_cells,approx,0.05,5000,pvalue,3,7626
nk_cells,approx,0.05,5000,pvalue_bh,3,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,3,196
nk_cells,approx,0.05,5000,pvalue,4,7768
nk_cells,approx,0.05,5000,pvalue_bh,4,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,4,175
nk_cells,approx,0.05,5000,pvalue,5,7709
nk_cells,approx,0.05,5000,pvalue_bh,5,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,5,169
nk_cells,approx,0.05,5000,pvalue,6,7869
nk_cells,approx,0.05,5000,pvalue_bh,6,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,6,181
nk_cells,approx,0.05,5000,pvalue,7,7487
nk_cells,approx,0.05,5000,pvalue_bh,7,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,7,173
nk_cells,approx,0.05,5000,pvalue,8,7446
nk_cells,approx,0.05,5000,pvalue_bh,8,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,8,180
nk_cells,approx,0.05,5000,pvalue,9,7653
nk_cells,approx,0.05,5000,pvalue_bh,9,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,9,182
nk_cells,approx,0.05,5000,pvalue,10,7741
nk_cells,approx,0.05,5000,pvalue_bh,10,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,10,176
nk_cells,approx,0.05,5000,pvalue,20,7740
nk_cells,approx,0.05,5000,pvalue_bh,20,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,20,184
nk_cells,approx,0.05,5000,pvalue,30,7716
nk_cells,approx,0.05,5000,pvalue_bh,30,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,30,179
nk_cells,approx,0.05,5000,pvalue,40,7616
nk_cells,approx,0.05,5000,pvalue_bh,40,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,40,191
nk_cells,approx,0.05,5000,pvalue,50,7512
nk_cells,approx,0.05,5000,pvalue_bh,50,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,50,200
nk_cells,approx,0.05,5000,pvalue,60,7779
nk_cells,approx,0.05,5000,pvalue_bh,60,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,60,196
nk_cells,approx,0.05,5000,pvalue,70,7643
nk_cells,approx,0.05,5000,pvalue_bh,70,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,70,196
nk_cells,approx,0.05,5000,pvalue,80,7660
nk_cells,approx,0.05,5000,pvalue_bh,80,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,80,195
nk_cells,approx,0.05,5000,pvalue,90,7740
nk_cells,approx,0.05,5000,pvalue_bh,90,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,90,190
nk_cells,approx,0.05,5000,pvalue,100,7689
nk_cells,approx,0.05,5000,pvalue_bh,100,0
nk_cells,approx,0.05,5000,pvalue_westfall_young,100,196
nk_cells,gt,0.05,7000,pvalue,-1,7750
nk_cells,gt,0.05,7000,pvalue_bh,-1,220
nk_cells,approx,0.05,7000,pvalue,1,7784
nk_cells,approx,0.05,7000,pvalue_bh,1,0
nk_cells,approx,0.05,7000,pvalue_westfall_young,1,217
nk_cells,approx,0.05,7000,pvalue,2,7635
nk_cells,approx,0.05,7000,pvalue_bh,2,0
nk_cells,approx,0.05,7000,pvalue_westfall_young,2,190
nk_cells,approx,0.05,7000,pvalue,3,7640
nk_cells,approx,0.05,7000,pvalue_bh,3,0
nk_cells,approx,0.05,7000,pvalue_westfall_young,3,189
nk_cells,approx,0.05,7000,pvalue,4,7691
nk_cells,approx,0.05,7000,pvalue_bh,4,0
nk_cells,approx,0.05,7000,pvalue_westfall_young,4,168
nk_cells,approx,0.05,7000,pvalue,5,7715
nk_cells,approx,0.05,7000,pvalue_bh,5,0
nk_cells,approx,0.05,7000,pvalue_westfall_young,5,185
nk_cells,approx,0.05,7000,pvalue,6,7734
nk_cells,approx,0.05,7000,pvalue_bh,6,0
