dataset,num_clusters,num_permutations,wall_time,mem_peak,mem_avg,num_samples,wall_time_gt,time_diff_abs,time_speedup,mem_peak_gt,peak_mem_diff_abs,peak_mem_ratio,emissions_gt,emissions_diff_abs,emission_ratio
nk_cells,1,1000,86.40235692402348,1055.9921875,993.6651085003782,661,1257.7079610677902,1171.3056041437667,14.556408017593032,14553.98828125,13497.99609375,13.782287836528146,0.0551765860320026,0.0534372973486254,31.72365034012956
nk_cells,2,1000,72.35480776196346,1406.0703125,1332.3188295717594,540,1257.7079610677902,1185.3531533058267,17.38250711971293,14553.98828125,13147.91796875,10.350825383243414,0.0551765860320026,0.053749536418539905,38.66479869478259
nk_cells,3,1000,66.29720579902641,1746.7734375,1671.975014437885,487,1257.7079610677902,1191.4107552687638,18.970753682748118,14553.98828125,12807.21484375,8.331926722036613,0.0551765860320026,0.0538382603374176,41.228070457925604
nk_cells,4,1000,71.08864495507441,2104.1796875,2023.3043316981589,516,1257.7079610677902,1186.6193161127158,17.692107675742285,14553.98828125,12449.80859375,6.9167041045538085,0.0551765860320026,0.0537727777039428,39.304928549798554
nk_cells,5,1000,65.26561017008498,2454.26953125,2369.031084129512,471,1257.7079610677902,1192.4423508977052,19.27060756484386,14553.98828125,12099.71875,5.930069251129648,0.0551765860320026,0.0538899027978139,42.88280484729672
nk_cells,6,1000,69.81686016311869,2800.4765625,2699.809546685988,496,1257.7079610677902,1187.8911009046715,18.01438732892466,14553.98828125,11753.51171875,5.196968428922533,0.0551765860320026,0.053759754819203504,38.94365506177367
nk_cells,7,1000,73.69835588592105,3164.42578125,3063.459593572779,529,1257.7079610677902,1184.0096051818691,17.065617624016173,14553.98828125,11389.5625,4.599250950199545,0.0551765860320026,0.0536876523472644,37.057786117387984
nk_cells,8,1000,66.85019257687964,3499.3359375,3388.6049567256878,473,1257.7079610677902,1190.8577684909105,18.813827045021448,14553.98828125,11054.65234375,4.159071475614793,0.0551765860320026,0.0537485063850896,38.636910869274516
nk_cells,9,1000,69.50940774893388,3846.16796875,3728.313563864345,481,1257.7079610677902,1188.1985533188563,18.094068152768582,14553.98828125,10707.8203125,3.7840230586653316,0.0551765860320026,0.0535417705831151,33.75095706952766
nk_cells,10,1000,69.16155978199095,4215.6640625,4074.379649511099,473,1257.7079610677902,1188.5464012857992,18.185072242909218,14553.98828125,10338.32421875,3.4523595963714198,0.0551765860320026,0.0538088015868054,40.34011808348028
nk_cells,20,1000,129.74597021006048,7823.96875,7650.428383923452,872,1257.7079610677902,1127.9619908577297,9.693618684507458,14553.98828125,6730.01953125,1.8601797561180187,0.0551765860320026,0.0526544267157378,21.87672510462842
nk_cells,30,1000,76.31674870685674,11276.80078125,10969.945124624248,499,1257.7079610677902,1181.3912123609334,16.480104071241577,14553.98828125,3277.1875,1.2906132300793145,0.0551765860320026,0.053045873628424604,25.895839316158902
nk_cells,40,1000,115.53792071412316,11341.0546875,11103.40596195828,773,1257.7079610677902,1142.170040353667,10.88567245536426,14553.98828125,3212.93359375,1.2833011287117118,0.0551765860320026,0.0523386289687603,19.442361107805002
nk_cells,50,1000,174.59264896903187,11455.8046875,11238.054191782994,1182,1257.7079610677902,1083.1153120987583,7.203670764459702,14553.98828125,3098.18359375,1.2704466144687838,0.0551765860320026,0.0514982630459299,15.000473379015029
