dataset,mode,alpha,num_permutations,num_clusters,metric,score,num_sig,num_sig_approx
nk_cells,raw,0.01,7000,8,precision,0.673392773345847,2205,2131
nk_cells,raw,0.01,7000,8,recall,0.6507936507936508,2205,2131
nk_cells,raw,0.01,7000,8,f1,0.6619003690036901,2205,2131
nk_cells,raw,0.05,7000,8,precision,0.8226415094339623,7750,7685
nk_cells,raw,0.05,7000,8,recall,0.815741935483871,7750,7685
nk_cells,raw,0.05,7000,8,f1,0.8191771946873988,7750,7685
nk_cells,bh,-1.0,7000,8,mae,0.0234661158219273,-1,-1
nk_cells,bh,0.01,7000,8,precision,0.0,0,0
nk_cells,bh,0.01,7000,8,recall,0.0,0,0
nk_cells,bh,0.01,7000,8,f1,0.0,0,0
nk_cells,bh,0.05,7000,8,precision,0.0,220,0
nk_cells,bh,0.05,7000,8,recall,0.0,220,0
nk_cells,bh,0.05,7000,8,f1,0.0,220,0
nk_cells,raw,-1.0,7000,9,mae,0.04459831530037714,-1,-1
nk_cells,raw,0.01,7000,9,precision,0.6793711291090996,2205,2099
nk_cells,raw,0.01,7000,9,recall,0.6467120181405895,2205,2099
nk_cells,raw,0.01,7000,9,f1,0.662639405204461,2205,2099
nk_cells,raw,0.05,7000,9,precision,0.8159824990348733,7750,7771
nk_cells,raw,0.05,7000,9,recall,0.8181935483870968,7750,7771
nk_cells,raw,0.05,7000,9,f1,0.8170865279299014,7750,7771
nk_cells,bh,-1.0,7000,9,mae,0.0235162504288529,-1,-1
nk_cells,bh,0.01,7000,9,precision,0.0,0,0
nk_cells,bh,0.01,7000,9,recall,0.0,0,0
nk_cells,bh,0.01,7000,9,f1,0.0,0,0
nk_cells,bh,0.05,7000,9,precision,0.0,220,0
nk_cells,bh,0.05,7000,9,recall,0.0,220,0
nk_cells,bh,0.05,7000,9,f1,0.0,220,0
nk_cells,raw,-1.0,7000,10,mae,0.04821881519222201,-1,-1
nk_cells,raw,0.01,7000,10,precision,0.6785046728971963,2205,2140
nk_cells,raw,0.01,7000,10,recall,0.6585034013605442,2205,2140
nk_cells,raw,0.01,7000,10,f1,0.6683544303797468,2205,2140
nk_cells,raw,0.05,7000,10,precision,0.8225045847524234,7750,7634
nk_cells,raw,0.05,7000,10,recall,0.8101935483870968,7750,7634
nk_cells,raw,0.05,7000,10,f1,0.8163026521060842,7750,7634
nk_cells,bh,-1.0,7000,10,mae,0.023710262710550687,-1,-1
nk_cells,bh,0.01,7000,10,precision,0.0,0,0
nk_cells,bh,0.01,7000,10,recall,0.0,0,0
nk_cells,bh,0.01,7000,10,f1,0.0,0,0
nk_cells,bh,0.05,7000,10,precision,0.0,220,0
nk_cells,bh,0.05,7000,10,recall,0.0,220,0
nk_cells,bh,0.05,7000,10,f1,0.0,220,0
nk_cells,raw,-1.0,7000,20,mae,0.04850841076822481,-1,-1
nk_cells,raw,0.01,7000,20,precision,0.7169525731584259,2205,1982
nk_cells,raw,0.01,7000,20,recall,0.6444444444444445,2205,1982
nk_cells,raw,0.01,7000,20,f1,0.6787676140434679,2205,1982
nk_cells,raw,0.05,7000,20,precision,0.8350092617094469,7750,7558
nk_cells,raw,0.05,7000,20,recall,0.8143225806451613,7750,7558
nk_cells,raw,0.05,7000,20,f1,0.8245361902273322,7750,7558
nk_cells,bh,-1.0,7000,20,mae,0.023459796494365612,-1,-1
nk_cells,bh,0.01,7000,20,precision,0.0,0,0
nk_cells,bh,0.01,7000,20,recall,0.0,0,0
nk_cells,bh,0.01,7000,20,f1,0.0,0,0
nk_cells,bh,0.05,7000,20,precision,0.0,220,0
nk_cells,bh,0.05,7000,20,recall,0.0,220,0
nk_cells,bh,0.05,7000,20,f1,0.0,220,0
nk_cells,raw,-1.0,7000,30,mae,0.04739141754313072,-1,-1
nk_cells,raw,0.01,7000,30,precision,0.7154150197628458,2205,2024
nk_cells,raw,0.01,7000,30,recall,0.6566893424036281,2205,2024
nk_cells,raw,0.01,7000,30,f1,0.6847954599196028,2205,2024
nk_cells,raw,0.05,7000,30,precision,0.82398753894081,7750,7704
nk_cells,raw,0.05,7000,30,recall,0.8190967741935484,7750,7704
nk_cells,raw,0.05,7000,30,f1,0.821534877701566,7750,7704
nk_cells,bh,-1.0,7000,30,mae,0.024523676462680548,-1,-1
nk_cells,bh,0.01,7000,30,precision,0.0,0,0
nk_cells,bh,0.01,7000,30,recall,0.0,0,0
nk_cells,bh,0.01,7000,30,f1,0.0,0,0
nk_cells,bh,0.05,7000,30,precision,0.0,220,0
nk_cells,bh,0.05,7000,30,recall,0.0,220,0
nk_cells,bh,0.05,7000,30,f1,0.0,220,0
nk_cells,raw,-1.0,7000,40,mae,0.04944174089662717,-1,-1
nk_cells,raw,0.01,7000,40,precision,0.7048458149779736,2205,2043
nk_cells,raw,0.01,7000,40,recall,0.6530612244897959,2205,2043
nk_cells,raw,0.01,7000,40,f1,0.6779661016949152,2205,2043
nk_cells,raw,0.05,7000,40,precision,0.8260869565217391,7750,7682
nk_cells,raw,0.05,7000,40,recall,0.8188387096774193,7750,7682
nk_cells,raw,0.05,7000,40,f1,0.8224468636599275,7750,7682
nk_cells,bh,-1.0,7000,40,mae,0.024601328430362696,-1,-1
nk_cells,bh,0.01,7000,40,precision,0.0,0,0
nk_cells,bh,0.01,7000,40,recall,0.0,0,0
nk_cells,bh,0.01,7000,40,f1,0.0,0,0
nk_cells,bh,0.05,7000,40,precision,0.0,220,0
nk_cells,bh,0.05,7000,40,recall,0.0,220,0
nk_cells,bh,0.05,7000,40,f1,0.0,220,0
nk_cells,raw,-1.0,7000,50,mae,0.0431709962017051,-1,-1
nk_cells,raw,0.01,7000,50,precision,0.7600838135149293,2205,1909
nk_cells,raw,0.01,7000,50,recall,0.6580498866213151,2205,1909
nk_cells,raw,0.01,7000,50,f1,0.7053962080700049,2205,1909
nk_cells,raw,0.05,7000,50,precision,0.8534562211981567,7750,7595
nk_cells,raw,0.05,7000,50,recall,0.8363870967741935,7750,7595
nk_cells,raw,0.05,7000,50,f1,0.8448354512870642,7750,7595
nk_cells,bh,-1.0,7000,50,mae,0.021863422854405554,-1,-1
nk_cells,bh,0.01,7000,50,precision,0.0,0,0
nk_cells,bh,0.01,7000,50,recall,0.0,0,0
nk_cells,bh,0.01,7000,50,f1,0.0,0,0
nk_cells,bh,0.05,7000,50,precision,0.0,220,0
nk_cells,bh,0.05,7000,50,recall,0.0,220,0
nk_cells,bh,0.05,7000,50,f1,0.0,220,0
nk_cells,raw,-1.0,7000,60,mae,0.05036044407334964,-1,-1
nk_cells,raw,0.01,7000,60,precision,0.6764267990074442,2205,2015
nk_cells,raw,0.01,7000,60,recall,0.618140589569161,2205,2015
nk_cells,raw,0.01,7000,60,f1,0.6459715639810426,2205,2015
nk_cells,raw,0.05,7000,60,precision,0.8103607770582794,7750,7567
nk_cells,raw,0.05,7000,60,recall,0.7912258064516129,7750,7567
nk_cells,raw,0.05,7000,60,f1,0.8006789841352745,7750,7567
nk_cells,bh,-1.0,7000,60,mae,0.024657359817410022,-1,-1
nk_cells,bh,0.01,7000,60,precision,0.0,0,0
nk_cells,bh,0.01,7000,60,recall,0.0,0,0
nk_cells,bh,0.01,7000,60,f1,0.0,0,0
nk_cells,bh,0.05,7000,60,precision,0.0,220,0
nk_cells,bh,0.05,7000,60,recall,0.0,220,0
nk_cells,bh,0.05,7000,60,f1,0.0,220,0
nk_cells,raw,-1.0,7000,70,mae,0.04661493945202335,-1,-1
nk_cells,raw,0.01,7000,70,precision,0.7309692671394799,2205,2115
nk_cells,raw,0.01,7000,70,recall,0.7011337868480726,2205,2115
nk_cells,raw,0.01,7000,70,f1,0.7157407407407408,2205,2115
nk_cells,raw,0.05,7000,70,precision,0.82934670781893,7750,7776
nk_cells,raw,0.05,7000,70,recall,0.8321290322580646,7750,7776
nk_cells,raw,0.05,7000,70,f1,0.8307355403838722,7750,7776
nk_cells,bh,-1.0,7000,70,mae,0.023532815331243916,-1,-1
nk_cells,bh,0.01,7000,70,precision,0.0,0,0
nk_cells,bh,0.01,7000,70,recall,0.0,0,0
nk_cells,bh,0.01,7000,70,f1,0.0,0,0
nk_cells,bh,0.05,7000,70,precision,0.0,220,0
nk_cells,bh,0.05,7000,70,recall,0.0,220,0
nk_cells,bh,0.05,7000,70,f1,0.0,220,0
nk_cells,raw,-1.0,7000,80,mae,0.04793099811201662,-1,-1
nk_cells,raw,0.01,7000,80,precision,0.6931166347992351,2205,2092
nk_cells,raw,0.01,7000,80,recall,0.6575963718820862,2205,2092
nk_cells,raw,0.01,7000,80,f1,0.6748894577612288,2205,2092
nk_cells,raw,0.05,7000,80,precision,0.8125244108839995,7750,7681
nk_cells,raw,0.05,7000,80,recall,0.8052903225806451,7750,7681
nk_cells,raw,0.05,7000,80,f1,0.8088911930529453,7750,7681
nk_cells,bh,-1.0,7000,80,mae,0.023879446054527975,-1,-1
nk_cells,bh,0.01,7000,80,precision,0.0,0,0
nk_cells,bh,0.01,7000,80,recall,0.0,0,0
nk_cells,bh,0.01,7000,80,f1,0.0,0,0
nk_cells,bh,0.05,7000,80,precision,0.0,220,0
nk_cells,bh,0.05,7000,80,recall,0.0,220,0
nk_cells,bh,0.05,7000,80,f1,0.0,220,0
nk_cells,raw,-1.0,7000,90,mae,0.044861555262467816,-1,-1
nk_cells,raw,0.01,7000,90,precision,0.7244897959183674,2205,2058
nk_cells,raw,0.01,7000,90,recall,0.6761904761904762,2205,2058
nk_cells,raw,0.01,7000,90,f1,0.6995073891625616,2205,2058
nk_cells,raw,0.05,7000,90,precision,0.834343700579863,7750,7588
nk_cells,raw,0.05,7000,90,recall,0.8169032258064516,7750,7588
nk_cells,raw,0.05,7000,90,f1,0.8255313600208632,7750,7588
nk_cells,bh,-1.0,7000,90,mae,0.022128247264146285,-1,-1
nk_cells,bh,0.01,7000,90,precision,0.0,0,0
nk_cells,bh,0.01,7000,90,recall,0.0,0,0
nk_cells,bh,0.01,7000,90,f1,0.0,0,0
nk_cells,bh,0.05,7000,90,precision,0.0,220,0
nk_cells,bh,0.05,7000,90,recall,0.0,220,0
nk_cells,bh,0.05,7000,90,f1,0.0,220,0
nk_cells,raw,-1.0,7000,100,mae,0.05202433510718184,-1,-1
nk_cells,raw,0.01,7000,100,precision,0.6771946121690664,2205,2153
nk_cells,raw,0.01,7000,100,recall,0.6612244897959184,2205,2153
nk_cells,raw,0.01,7000,100,f1,0.6691142726021111,2205,2153
nk_cells,raw,0.05,7000,100,precision,0.8028531037141755,7750,7781
nk_cells,raw,0.05,7000,100,recall,0.8060645161290323,7750,7781
nk_cells,raw,0.05,7000,100,f1,0.8044556049191939,7750,7781
nk_cells,bh,-1.0,7000,100,mae,0.02649681195528266,-1,-1
nk_cells,bh,0.01,7000,100,precision,0.0,0,0
nk_cells,bh,0.01,7000,100,recall,0.0,0,0
nk_cells,bh,0.01,7000,100,f1,0.0,0,0
nk_cells,bh,0.05,7000,100,precision,0.0,220,0
nk_cells,bh,0.05,7000,100,recall,0.0,220,0
nk_cells,bh,0.05,7000,100,f1,0.0,220,0
nk_cells,raw,-1.0,10000,1,mae,0.05205825601691965,-1,-1
nk_cells,raw,0.01,10000,1,precision,0.7043610547667343,2145,1972
nk_cells,raw,0.01,10000,1,recall,0.6475524475524476,2145,1972
nk_cells,raw,0.01,10000,1,f1,0.6747631770706826,2145,1972
nk_cells,raw,0.05,10000,1,precision,0.8196269048870205,7704,7612
nk_cells,raw,0.05,10000,1,recall,0.8098390446521287,7704,7612
nk_cells,raw,0.05,10000,1,f1,0.8147035779576913,7704,7612
nk_cells,bh,-1.0,10000,1,mae,0.02559287376936543,-1,-1
nk_cells,bh,0.01,10000,1,precision,0.0,0,0
nk_cells,bh,0.01,10000,1,recall,0.0,0,0
nk_cells,bh,0.01,10000,1,f1,0.0,0,0
nk_cells,bh,0.05,10000,1,precision,0.0,187,0
nk_cells,bh,0.05,10000,1,recall,0.0,187,0
nk_cells,bh,0.05,10000,1,f1,0.0,187,0
nk_cells,raw,-1.0,10000,2,mae,0.04837812439900735,-1,-1
nk_cells,raw,0.01,10000,2,precision,0.6944578313253013,2145,2075
nk_cells,raw,0.01,10000,2,recall,0.6717948717948717,2145,2075
nk_cells,raw,0.01,10000,2,f1,0.6829383886255924,2145,2075
nk_cells,raw,0.05,10000,2,precision,0.8148482892188509,7704,7745
nk_cells,raw,0.05,10000,2,recall,0.8191848390446521,7704,7745
nk_cells,raw,0.05,10000,2,f1,0.8170108097611496,7704,7745
nk_cells,bh,-1.0,10000,2,mae,0.023442003845290896,-1,-1
nk_cells,bh,0.01,10000,2,precision,0.0,0,0
nk_cells,bh,0.01,10000,2,recall,0.0,0,0
nk_cells,bh,0.01,10000,2,f1,0.0,0,0
nk_cells,bh,0.05,10000,2,precision,0.0,187,0
nk_cells,bh,0.05,10000,2,recall,0.0,187,0
nk_cells,bh,0.05,10000,2,f1,0.0,187,0
nk_cells,raw,-1.0,10000,3,mae,0.05158859048215554,-1,-1
nk_cells,raw,0.01,10000,3,precision,0.7249874308697838,2145,1989
nk_cells,raw,0.01,10000,3,recall,0.6722610722610722,2145,1989
nk_cells,raw,0.01,10000,3,f1,0.6976294146105467,2145,1989
nk_cells,raw,0.05,10000,3,precision,0.8207941483803552,7704,7656
nk_cells,raw,0.05,10000,3,recall,0.8156801661474559,7704,7656
nk_cells,raw,0.05,10000,3,f1,0.8182291666666667,7704,7656
nk_cells,bh,-1.0,10000,3,mae,0.024586835875617732,-1,-1
nk_cells,bh,0.01,10000,3,precision,0.0,0,0
nk_cells,bh,0.01,10000,3,recall,0.0,0,0
nk_cells,bh,0.01,10000,3,f1,0.0,0,0
nk_cells,bh,0.05,10000,3,precision,0.0,187,0
nk_cells,bh,0.05,10000,3,recall,0.0,187,0
nk_cells,bh,0.05,10000,3,f1,0.0,187,0
nk_cells,raw,-1.0,10000,4,mae,0.04628450272923588,-1,-1
nk_cells,raw,0.01,10000,4,precision,0.6994134897360704,2145,2046
nk_cells,raw,0.01,10000,4,recall,0.6671328671328671,2145,2046
nk_cells,raw,0.01,10000,4,f1,0.6828919112383679,2145,2046
nk_cells,raw,0.05,10000,4,precision,0.8237547892720306,7704,7569
nk_cells,raw,0.05,10000,4,recall,0.8093198338525441,7704,7569
nk_cells,raw,0.05,10000,4,f1,0.8164735153538925,7704,7569
nk_cells,bh,-1.0,10000,4,mae,0.02277183335281368,-1,-1
nk_cells,bh,0.01,10000,4,precision,0.0,0,0
nk_cells,bh,0.01,10000,4,recall,0.0,0,0
nk_cells,bh,0.01,10000,4,f1,0.0,0,0
nk_cells,bh,0.05,10000,4,precision,0.0,187,0
nk_cells,bh,0.05,10000,4,recall,0.0,187,0
nk_cells,bh,0.05,10000,4,f1,0.0,187,0
nk_cells,raw,-1.0,10000,5,mae,0.04805570881722832,-1,-1
nk_cells,raw,0.01,10000,5,precision,0.7198649951783992,2145,2074
nk_cells,raw,0.01,10000,5,recall,0.696037296037296,2145,2074
nk_cells,raw,0.01,10000,5,f1,0.7077506518132258,2145,2074
nk_cells,raw,0.05,10000,5,precision,0.8323422957600828,7704,7736
nk_cells,raw,0.05,10000,5,recall,0.8357995846313603,7704,7736
nk_cells,raw,0.05,10000,5,f1,0.8340673575129534,7704,7736
nk_cells,bh,-1.0,10000,5,mae,0.02300878449185463,-1,-1
nk_cells,bh,0.01,10000,5,precision,0.0,0,0
nk_cells,bh,0.01,10000,5,recall,0.0,0,0
nk_cells,bh,0.01,10000,5,f1,0.0,0,0
nk_cells,bh,0.05,10000,5,precision,0.0,187,0
nk_cells,bh,0.05,10000,5,recall,0.0,187,0
nk_cells,bh,0.05,10000,5,f1,0.0,187,0
nk_cells,raw,-1.0,10000,6,mae,0.046031758424241905,-1,-1
nk_cells,raw,0.01,10000,6,precision,0.6649508656995788,2145,2137
nk_cells,raw,0.01,10000,6,recall,0.6624708624708625,2145,2137
nk_cells,raw,0.01,10000,6,f1,0.6637085474077534,2145,2137
nk_cells,raw,0.05,10000,6,precision,0.8112159193694276,7704,7739
nk_cells,raw,0.05,10000,6,recall,0.814901349948079,7704,7739
nk_cells,raw,0.05,10000,6,f1,0.8130544583306353,7704,7739
nk_cells,bh,-1.0,10000,6,mae,0.023034857242390756,-1,-1
nk_cells,bh,0.01,10000,6,precision,0.0,0,0
nk_cells,bh,0.01,10000,6,recall,0.0,0,0
nk_cells,bh,0.01,10000,6,f1,0.0,0,0
nk_cells,bh,0.05,10000,6,precision,0.0,187,0
nk_cells,bh,0.05,10000,6,recall,0.0,187,0
nk_cells,bh,0.05,10000,6,f1,0.0,187,0
nk_cells,raw,-1.0,10000,7,mae,0.050116313603171155,-1,-1
nk_cells,raw,0.01,10000,7,precision,0.6822519083969466,2145,2096
nk_cells,raw,0.01,10000,7,recall,0.6666666666666666,2145,2096
nk_cells,raw,0.01,10000,7,f1,0.6743692525347795,2145,2096
nk_cells,raw,0.05,10000,7,precision,0.8043759709994821,7704,7724
nk_cells,raw,0.05,10000,7,recall,0.8064641744548287,7704,7724
nk_cells,raw,0.05,10000,7,f1,0.8054187192118226,7704,7724
nk_cells,bh,-1.0,10000,7,mae,0.02474569296823446,-1,-1
nk_cells,bh,0.01,10000,7,precision,0.0,0,0
nk_cells,bh,0.01,10000,7,recall,0.0,0,0
nk_cells,bh,0.01,10000,7,f1,0.0,0,0
nk_cells,bh,0.05,10000,7,precision,0.0,187,0
nk_cells,bh,0.05,10000,7,recall,0.0,187,0
nk_cells,bh,0.05,10000,7,f1,0.0,187,0
nk_cells,raw,-1.0,10000,8,mae,0.043684592750801866,-1,-1
nk_cells,raw,0.01,10000,8,precision,0.6886938564790914,2145,1937
nk_cells,raw,0.01,10000,8,recall,0.6219114219114219,2145,1937
nk_cells,raw,0.01,10000,8,f1,0.6536011758941696,2145,1937
nk_cells,raw,0.05,10000,8,precision,0.8202038924930491,7704,7553
nk_cells,raw,0.05,10000,8,recall,0.8041277258566978,7704,7553
nk_cells,raw,0.05,10000,8,f1,0.8120862554892836,7704,7553
nk_cells,bh,-1.0,10000,8,mae,0.022133912432652152,-1,-1
nk_cells,bh,0.01,10000,8,precision,0.0,0,0
nk_cells,bh,0.01,10000,8,recall,0.0,0,0
nk_cells,bh,0.01,10000,8,f1,0.0,0,0
nk_cells,bh,0.05,10000,8,precision,0.0,187,0
nk_cells,bh,0.05,10000,8,recall,0.0,187,0
nk_cells,bh,0.05,10000,8,f1,0.0,187,0
nk_cells,raw,-1.0,10000,9,mae,0.046803316137238385,-1,-1
nk_cells,raw,0.01,10000,9,precision,0.6761598530087276,2145,2177
nk_cells,raw,0.01,10000,9,recall,0.6862470862470863,2145,2177
nk_cells,raw,0.01,10000,9,f1,0.6811661267931514,2145,2177
nk_cells,raw,0.05,10000,9,precision,0.8043896804004621,7704,7791
nk_cells,raw,0.05,10000,9,recall,0.8134735202492211,7704,7791
nk_cells,raw,0.05,10000,9,f1,0.8089060987415295,7704,7791
nk_cells,bh,-1.0,10000,9,mae,0.02318692969478986,-1,-1
nk_cells,bh,0.01,10000,9,precision,0.0,0,0
nk_cells,bh,0.01,10000,9,recall,0.0,0,0
nk_cells,bh,0.01,10000,9,f1,0.0,0,0
nk_cells,bh,0.05,10000,9,precision,0.0,187,0
nk_cells,bh,0.05,10000,9,recall,0.0,187,0
nk_cells,bh,0.05,10000,9,f1,0.0,187,0
nk_cells,raw,-1.0,10000,10,mae,0.04806120526347281,-1,-1
nk_cells,raw,0.01,10000,10,precision,0.687107677450507,2145,2071
nk_cells,raw,0.01,10000,10,recall,0.6634032634032634,2145,2071
nk_cells,raw,0.01,10000,10,f1,0.6750474383301708,2145,2071
nk_cells,raw,0.05,10000,10,precision,0.8127577319587629,7704,7760
nk_cells,raw,0.05,10000,10,recall,0.8186656282450675,7704,7760
nk_cells,raw,0.05,10000,10,f1,0.815700982928091,7704,7760
nk_cells,bh,-1.0,10000,10,mae,0.023667547312586804,-1,-1
nk_cells,bh,0.01,10000,10,precision,0.0,0,0
nk_cells,bh,0.01,10000,10,recall,0.0,0,0
nk_cells,bh,0.01,10000,10,f1,0.0,0,0
nk_cells,bh,0.05,10000,10,precision,0.0,187,0
nk_cells,bh,0.05,10000,10,recall,0.0,187,0
nk_cells,bh,0.05,10000,10,f1,0.0,187,0
nk_cells,raw,-1.0,10000,20,mae,0.04123870710852389,-1,-1
nk_cells,raw,0.01,10000,20,precision,0.7136431784107946,2145,2001
nk_cells,raw,0.01,10000,20,recall,0.6657342657342658,2145,2001
nk_cells,raw,0.01,10000,20,f1,0.6888567293777135,2145,2001
nk_cells,raw,0.05,10000,20,precision,0.8316573070393104,7704,7657
nk_cells,raw,0.05,10000,20,recall,0.8265835929387332,7704,7657
nk_cells,raw,0.05,10000,20,f1,0.8291126879760432,7704,7657
nk_cells,bh,-1.0,10000,20,mae,0.020550545715134812,-1,-1
nk_cells,bh,0.01,10000,20,precision,0.0,0,0
nk_cells,bh,0.01,10000,20,recall,0.0,0,0
nk_cells,bh,0.01,10000,20,f1,0.0,0,0
nk_cells,bh,0.05,10000,20,precision,0.0,187,0
nk_cells,bh,0.05,10000,20,recall,0.0,187,0
nk_cells,bh,0.05,10000,20,f1,0.0,187,0
nk_cells,raw,-1.0,10000,30,mae,0.047877967552670264,-1,-1
nk_cells,raw,0.01,10000,30,precision,0.7110453648915187,2145,2028
nk_cells,raw,0.01,10000,30,recall,0.6722610722610722,2145,2028
nk_cells,raw,0.01,10000,30,f1,0.6911095135394201,2145,2028
nk_cells,raw,0.05,10000,30,precision,0.8166580041580042,7704,7696
nk_cells,raw,0.05,10000,30,recall,0.815809968847352,7704,7696
nk_cells,raw,0.05,10000,30,f1,0.8162337662337662,7704,7696
nk_cells,bh,-1.0,10000,30,mae,0.023440917782461587,-1,-1
nk_cells,bh,0.01,10000,30,precision,0.0,0,0
nk_cells,bh,0.01,10000,30,recall,0.0,0,0
nk_cells,bh,0.01,10000,30,f1,0.0,0,0
nk_cells,bh,0.05,10000,30,precision,0.0,187,0
nk_cells,bh,0.05,10000,30,recall,0.0,187,0
nk_cells,bh,0.05,10000,30,f1,0.0,187,0
nk_cells,raw,-1.0,10000,40,mae,0.04772919329759867,-1,-1
nk_cells,raw,0.01,10000,40,precision,0.6848719188013533,2145,2069
nk_cells,raw,0.01,10000,40,recall,0.6606060606060606,2145,2069
nk_cells,raw,0.01,10000,40,f1,0.6725201708590413,2145,2069
nk_cells,raw,0.05,10000,40,precision,0.8234048186391316,7704,7554
nk_cells,raw,0.05,10000,40,recall,0.8073727933541017,7704,7554
nk_cells,raw,0.05,10000,40,f1,0.8153100013107878,7704,7554
nk_cells,bh,-1.0,10000,40,mae,0.023610035974093217,-1,-1
nk_cells,bh,0.01,10000,40,precision,0.0,0,0
nk_cells,bh,0.01,10000,40,recall,0.0,0,0
nk_cells,bh,0.01,10000,40,f1,0.0,0,0
nk_cells,bh,0.05,10000,40,precision,0.0,187,0
nk_cells,bh,0.05,10000,40,recall,0.0,187,0
nk_cells,bh,0.05,10000,40,f1,0.0,187,0
nk_cells,raw,-1.0,10000,50,mae,0.04196169136116851,-1,-1
nk_cells,raw,0.01,10000,50,precision,0.7470253491981376,2145,1933
nk_cells,raw,0.01,10000,50,recall,0.6731934731934732,2145,1933
nk_cells,raw,0.01,10000,50,f1,0.7081902893575281,2145,1933
nk_cells,raw,0.05,10000,50,precision,0.8402860548271752,7704,7551
nk_cells,raw,0.05,10000,50,recall,0.8235981308411215,7704,7551
nk_cells,raw,0.05,10000,50,f1,0.831858407079646,7704,7551
nk_cells,bh,-1.0,10000,50,mae,0.02126404751927831,-1,-1
nk_cells,bh,0.01,10000,50,precision,0.0,0,0
nk_cells,bh,0.01,10000,50,recall,0.0,0,0
nk_cells,bh,0.01,10000,50,f1,0.0,0,0
nk_cells,bh,0.05,10000,50,precision,0.0,187,0
nk_cells,bh,0.05,10000,50,recall,0.0,187,0
nk_cells,bh,0.05,10000,50,f1,0.0,187,0
nk_cells,raw,-1.0,10000,60,mae,0.045007451136408444,-1,-1
nk_cells,raw,0.01,10000,60,precision,0.7073407875546913,2145,2057
nk_cells,raw,0.01,10000,60,recall,0.6783216783216783,2145,2057
nk_cells,raw,0.01,10000,60,f1,0.6925273679200381,2145,2057
nk_cells,raw,0.05,10000,60,precision,0.8268597761685319,7704,7595
nk_cells,raw,0.05,10000,60,recall,0.8151609553478713,7704,7595
nk_cells,raw,0.05,10000,60,f1,0.8209686907641023,7704,7595
nk_cells,bh,-1.0,10000,60,mae,0.02215567241763786,-1,-1
nk_cells,bh,0.01,10000,60,precision,0.0,0,0
nk_cells,bh,0.01,10000,60,recall,0.0,0,0
nk_cells,bh,0.01,10000,60,f1,0.0,0,0
nk_cells,bh,0.05,10000,60,precision,0.0,187,0
nk_cells,bh,0.05,10000,60,recall,0.0,187,0
nk_cells,bh,0.05,10000,60,f1,0.0,187,0
nk_cells,raw,-1.0,10000,70,mae,0.04887248178312768,-1,-1
nk_cells,raw,0.01,10000,70,precision,0.6980487804878048,2145,2050
nk_cells,raw,0.01,10000,70,recall,0.6671328671328671,2145,2050
nk_cells,raw,0.01,10000,70,f1,0.6822407628128725,2145,2050
nk_cells,raw,0.05,10000,70,precision,0.8249027237354085,7704,7710
nk_cells,raw,0.05,10000,70,recall,0.8255451713395638,7704,7710
nk_cells,raw,0.05,10000,70,f1,0.8252238224990268,7704,7710
nk_cells,bh,-1.0,10000,70,mae,0.023852408856971413,-1,-1
nk_cells,bh,0.01,10000,70,precision,0.0,0,0
nk_cells,bh,0.01,10000,70,recall,0.0,0,0
nk_cells,bh,0.01,10000,70,f1,0.0,0,0
nk_cells,bh,0.05,10000,70,precision,0.0,187,0
nk_cells,bh,0.05,10000,70,recall,0.0,187,0
nk_cells,bh,0.05,10000,70,f1,0.0,187,0
nk_cells,raw,-1.0,10000,80,mae,0.04839367965806982,-1,-1
nk_cells,raw,0.01,10000,80,precision,0.677158273381295,2145,2224
nk_cells,raw,0.01,10000,80,recall,0.7020979020979021,2145,2224
nk_cells,raw,0.01,10000,80,f1,0.6894026092927443,2145,2224
nk_cells,raw,0.05,10000,80,precision,0.8034416826003824,7704,7845
nk_cells,raw,0.05,10000,80,recall,0.8181464174454829,7704,7845
nk_cells,raw,0.05,10000,80,f1,0.8107273779664287,7704,7845
nk_cells,bh,-1.0,10000,80,mae,0.024542795755567174,-1,-1
nk_cells,bh,0.01,10000,80,precision,0.0,0,0
nk_cells,bh,0.01,10000,80,recall,0.0,0,0
nk_cells,bh,0.01,10000,80,f1,0.0,0,0
nk_cells,bh,0.05,10000,80,precision,0.5337423312883436,187,163
nk_cells,bh,0.05,10000,80,recall,0.46524064171123,187,163
nk_cells,bh,0.05,10000,80,f1,0.49714285714285716,187,163
nk_cells,raw,-1.0,10000,90,mae,0.041580444569646546,-1,-1
nk_cells,raw,0.01,10000,90,precision,0.6936585365853658,2145,2050
nk_cells,raw,0.01,10000,90,recall,0.6629370629370629,2145,2050
nk_cells,raw,0.01,10000,90,f1,0.6779499404052444,2145,2050
nk_cells,raw,0.05,10000,90,precision,0.8321622696539839,7704,7543
nk_cells,raw,0.05,10000,90,recall,0.8147715472481828,7704,7543
nk_cells,raw,0.05,10000,90,f1,0.8233750901816751,7704,7543
nk_cells,bh,-1.0,10000,90,mae,0.020813368785449874,-1,-1
nk_cells,bh,0.01,10000,90,precision,0.0,0,0
nk_cells,bh,0.01,10000,90,recall,0.0,0,0
nk_cells,bh,0.01,10000,90,f1,0.0,0,0
nk_cells,bh,0.05,10000,90,precision,0.0,187,0
nk_cells,bh,0.05,10000,90,recall,0.0,187,0
nk_cells,bh,0.05,10000,90,f1,0.0,187,0
nk_cells,raw,-1.0,10000,100,mae,0.049238299791819075,-1,-1
nk_cells,raw,0.01,10000,100,precision,0.7140029688273132,2145,2021
